鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,來源資料夾_,新莊區,房地(土地+建物)+車位,新北市新莊區新豐段1地號等1筆A1棟6樓,17.34,商,Unnamed: 5,Unnamed: 6,1060719,土地1建物1車位1,六層,15,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,Unnamed: 14,151.97,0,0.1,0.2,無,無.1,13560000,89228,坡道平面,26.26,0.3,Unnamed: 26,RPVSMLPKJIMFFBF98CB,SUPER2,Unnamed: 29,來源資料夾
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路      Ａ１棟１０樓,2036.22,住,,,1020410.0,土地4建物1車位1,十層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,159.0,3.0,2.0,2.0,有,無,11400000.0,83123.0,坡道平面,36.29,1200000.0,,RPQNMLMJKHNFFEF97CB,宏盛新世界一期,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路      Ａ１棟１１樓,2036.22,住,,,1020402.0,土地4建物1車位1,十一層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,161.41,3.0,2.0,2.0,有,無,11680000.0,82161.0,坡道平面,36.29,1400000.0,,RPRNMLMJKHNFFEF08CB,宏盛新世界一期,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路      Ａ１棟１２樓,2036.22,住,,,1020511.0,土地4建物1車位1,十二層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,161.41,3.0,2.0,2.0,有,無,11850000.0,85118.0,坡道平面,36.29,1200000.0,,RPSNMLMJKHNFFEF18CB,宏盛新世界一期,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路      Ａ１棟１３樓,2018.73,住,,,1020325.0,土地4建物1車位1,十三層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,161.41,3.0,2.0,2.0,有,無,11340000.0,81841.0,坡道平面,36.29,1100000.0,,RPTNMLMJKHNFFEF28CB,宏盛新世界一期,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路      Ａ１棟１５樓,2036.22,住,,,1020504.0,土地4建物1車位1,十五層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,161.41,3.0,2.0,2.0,有,無,12200000.0,87916.0,坡道平面,36.29,1200000.0,,RPUNMLMJKHNFFEF38CB,宏盛新世界一期,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路  二段    Ａ１棟１７樓,2036.22,住,,,1020522.0,土地4建物1車位1,十七層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,161.41,3.0,2.0,2.0,有,無,12580000.0,89354.0,坡道平面,36.29,1400000.0,,RPVNMLMJKHNFFEF48CB,宏盛新世界一期,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路      Ａ２棟２樓,1963.13,住,,,1020401.0,土地4建物1車位1,二層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,143.9,2.0,2.0,1.0,有,無,10200000.0,81902.0,坡道平面,31.57,1000000.0,,RPXNMLMJKHNFFEF68CB,宏盛新世界一期,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路      Ａ２棟３樓,1963.13,住,,,1020401.0,土地4建物1車位1,三層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,141.82,2.0,2.0,1.0,有,無,10100000.0,82540.0,坡道平面,31.57,1000000.0,,RPOOMLMJKHNFFEF87CB,宏盛新世界一期,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路      Ａ２棟４樓,1963.13,住,,,1020326.0,土地4建物1車位1,四層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,144.09,2.0,2.0,1.0,有,無,9060000.0,72913.0,坡道平面,36.29,1200000.0,,RPPOMLMJKHNFFEF97CB,宏盛新世界一期,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路      Ａ２棟５樓,1963.13,住,,,1020401.0,土地4建物1車位1,五層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,144.09,2.0,2.0,1.0,有,無,9560000.0,77551.0,坡道平面,36.29,1200000.0,,RPQOMLMJKHNFFEF08CB,宏盛新世界一期,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路      Ａ２棟６樓,1963.13,住,,,1020325.0,土地4建物1車位1,六層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,144.09,2.0,2.0,1.0,有,無,9470000.0,76716.0,坡道平面,36.29,1200000.0,,RPROMLMJKHNFFEF18CB,宏盛新世界一期,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路      Ａ２棟７樓,1963.13,住,,,1020329.0,土地4建物1車位1,七層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,144.09,2.0,2.0,1.0,有,無,10150000.0,83952.0,坡道平面,36.29,1100000.0,,RPSOMLMJKHNFFEF28CB,宏盛新世界一期,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路      Ａ２棟８樓,1963.13,住,,,1020401.0,土地4建物1車位1,八層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,144.09,2.0,2.0,1.0,有,無,10300000.0,85343.0,坡道平面,36.29,1100000.0,,RPTOMLMJKHNFFEF38CB,宏盛新世界一期,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路      Ａ２棟８樓,1963.13,住,,,1020401.0,土地4建物1車位1,八層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,144.09,2.0,2.0,1.0,有,無,10300000.0,85343.0,坡道平面,36.29,1100000.0,,RPUOMLMJKHNFFEF48CB,宏盛新世界一期,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路      Ａ２棟９樓,1963.13,住,,,1020326.0,土地4建物1車位1,九層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,144.09,2.0,2.0,1.0,有,無,10030000.0,82839.0,坡道平面,36.29,1100000.0,,RPVOMLMJKHNFFEF58CB,宏盛新世界一期,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路      Ａ２棟１０樓,1963.13,住,,,1020417.0,土地4建物1車位1,十層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,144.09,2.0,2.0,2.0,有,無,10190000.0,83395.0,坡道平面,36.29,1200000.0,,RPWOMLMJKHNFFEF68CB,宏盛新世界一期,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路      Ａ２棟１１樓,1963.13,住,,,1020327.0,土地1建物1車位1,十一層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,144.09,2.0,2.0,1.0,有,無,10250000.0,83952.0,坡道平面,36.29,1200000.0,,RPXOMLMJKHNFFEF78CB,宏盛新世界一期,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路      Ａ２棟１２樓,1963.13,住,,,1020325.0,土地4建物1車位1,十二層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,144.09,2.0,2.0,1.0,有,無,10150000.0,84879.0,坡道平面,36.29,1000000.0,,RPOPMLMJKHNFFEF97CB,宏盛新世界一期,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路      Ａ２棟１３樓,1963.13,住,,,1020401.0,土地4建物1車位1,十三層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,144.09,2.0,2.0,1.0,有,無,10600000.0,88126.0,坡道平面,36.29,1100000.0,,RPPPMLMJKHNFFEF08CB,宏盛新世界一期,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路      Ａ２棟１４樓,1963.13,住,,,1020507.0,土地4建物1車位1,十四層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,144.09,2.0,2.0,2.0,有,無,10990000.0,88961.0,坡道平面,36.29,1400000.0,,RPQPMLMJKHNFFEF18CB,宏盛新世界一期,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路      Ａ２棟１５樓,1963.13,住,,,1020411.0,土地4建物1車位1,十五層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,141.71,2.0,2.0,2.0,有,無,10380000.0,87080.0,坡道平面,36.29,1200000.0,,RPRPMLMJKHNFFEF28CB,宏盛新世界一期,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路      Ａ２棟１６樓,1963.13,住,,,1020329.0,土地4建物1車位1,十六層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,143.5,2.0,2.0,1.0,有,無,10230000.0,84227.0,坡道平面,36.29,1200000.0,,RPSPMLMJKHNFFEF38CB,宏盛新世界一期,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路      Ａ２棟１７樓,1963.13,住,,,1020329.0,土地4建物1車位1,十七層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,142.37,2.0,2.0,1.0,有,無,10220000.0,85030.0,坡道平面,36.29,1200000.0,,RPTPMLMJKHNFFEF48CB,宏盛新世界一期,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路      Ａ３棟３樓,2046.67,住,,,1020330.0,土地4建物1車位1,三層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,160.12,3.0,2.0,2.0,有,無,11450000.0,82775.0,坡道平面,36.29,1200000.0,,RPUPMLMJKHNFFEF58CB,宏盛新世界一期,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路      Ａ３棟４樓,2036.22,住,,,1020401.0,土地4建物1車位1,四層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,161.22,3.0,2.0,2.0,有,無,10470000.0,74202.0,坡道平面,36.29,1200000.0,,RPVPMLMJKHNFFEF68CB,宏盛新世界一期,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路      Ａ３棟５樓,2036.22,住,,,1020329.0,土地4建物1車位1,五層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,161.22,3.0,2.0,2.0,有,無,11500000.0,82446.0,坡道平面,36.29,1200000.0,,RPWPMLMJKHNFFEF78CB,宏盛新世界一期,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路      Ａ３棟６樓,2036.22,住,,,1020324.0,土地4建物1車位1,六層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,161.22,2.0,2.0,1.0,有,無,11480000.0,80685.0,坡道平面,36.29,1400000.0,,RPXPMLMJKHNFFEF88CB,宏盛新世界一期,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路      Ａ３棟７樓,2036.22,住,,,1020329.0,土地4建物1車位1,七層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,161.22,3.0,2.0,2.0,有,無,11250000.0,81245.0,坡道平面,36.29,1100000.0,,RPOQMLMJKHNFFEF08CB,宏盛新世界一期,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路      Ａ３棟８樓,2036.22,住,,,1020325.0,土地4建物1車位2,八層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,192.86,3.0,2.0,2.0,有,無,13200000.0,81714.0,坡道平面,63.14,2600000.0,,RPQQMLMJKHNFFEF28CB,宏盛新世界一期,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路      Ａ３棟９樓,2036.22,住,,,1020325.0,土地4建物1車位1,九層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,161.22,3.0,2.0,2.0,有,無,11700000.0,82446.0,坡道平面,36.29,1400000.0,,RPRQMLMJKHNFFEF38CB,宏盛新世界一期,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路      Ａ３棟１０樓,2036.22,住,,,1020327.0,土地1建物1車位1,十層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,158.8,3.0,2.0,2.0,有,無,11460000.0,82116.0,坡道平面,36.29,1400000.0,,RPSQMLMJKHNFFEF48CB,宏盛新世界一期,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路      Ａ３棟１１樓,2036.22,住,,,1020324.0,土地4建物1車位1,十一層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,176.49,3.0,2.0,2.0,有,無,12750000.0,80956.0,坡道平面,36.29,1400000.0,,RPUQMLMJKHNFFEF68CB,宏盛新世界一期,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路      Ａ３棟１３樓,2036.22,住,,,1020324.0,土地4建物1車位1,十三層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,157.61,2.0,2.0,1.0,有,無,11500000.0,84899.0,坡道平面,36.29,1200000.0,,RPWQMLMJKHNFFEF88CB,宏盛新世界一期,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路  二段  宏盛新世界  Ａ３棟１５樓,2036.22,住,,,1020608.0,土地4建物1車位1,十五層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,161.22,3.0,2.0,2.0,有,無,12630000.0,91491.0,坡道平面,36.29,1200000.0,,RPXQMLMJKHNFFEF98CB,宏盛新世界一期,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路      Ａ３棟１６樓,2036.22,住,,,1020424.0,土地4建物1車位1,十六層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,161.22,3.0,2.0,2.0,有,無,12680000.0,91891.0,坡道平面,36.29,1200000.0,,RPORMLMJKHNFFEF18CB,宏盛新世界一期,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路  二段    Ａ３棟１７樓,2036.22,住,,,1020522.0,土地4建物1車位1,十七層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,161.22,3.0,2.0,2.0,有,無,12980000.0,92692.0,坡道平面,36.29,1400000.0,,RPPRMLMJKHNFFEF28CB,宏盛新世界一期,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路      Ａ５棟３樓,1890.03,住,,,1020327.0,土地1建物1車位1,三層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,146.28,2.0,2.0,1.0,有,無,9900000.0,76715.0,坡道平面,31.57,1100000.0,,RPQRMLMJKHNFFEF38CB,宏盛新世界一期,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路      Ａ５棟４樓,1879.59,住,,,1020328.0,土地4建物1車位1,四層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,148.32,2.0,2.0,1.0,有,無,10060000.0,79979.0,坡道平面,36.29,1100000.0,,RPRRMLMJKHNFFEF48CB,宏盛新世界一期,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路      Ａ５棟５樓,1879.59,住,,,1020325.0,土地4建物1車位1,五層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,148.32,2.0,2.0,1.0,有,無,9850000.0,77211.0,坡道平面,36.29,1200000.0,,RPSRMLMJKHNFFEF58CB,宏盛新世界一期,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路      Ａ５棟６樓,1879.59,住,,,1020325.0,土地4建物1車位1,六層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,148.32,2.0,2.0,1.0,有,無,9920000.0,77836.0,坡道平面,36.29,1200000.0,,RPTRMLMJKHNFFEF68CB,宏盛新世界一期,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路      Ａ５棟７樓,1879.59,住,,,1020401.0,土地4建物1車位1,七層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,148.32,2.0,2.0,1.0,有,無,10700000.0,83013.0,坡道平面,36.29,1400000.0,,RPURMLMJKHNFFEF78CB,宏盛新世界一期,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路      Ａ５棟８樓,1879.59,住,,,1020326.0,土地4建物1車位1,八層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,148.32,2.0,2.0,1.0,有,無,9970000.0,79175.0,坡道平面,36.29,1100000.0,,RPVRMLMJKHNFFEF88CB,宏盛新世界一期,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路      Ａ５棟９樓,1879.59,住,,,1020412.0,土地4建物1車位1,九層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,148.32,2.0,2.0,2.0,有,無,10430000.0,83281.0,坡道平面,36.29,1100000.0,,RPWRMLMJKHNFFEF98CB,宏盛新世界一期,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路      Ａ５棟１０樓,1879.59,住,,,1020325.0,土地4建物1車位1,十層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,148.32,2.0,2.0,1.0,有,無,10380000.0,82835.0,坡道平面,36.29,1100000.0,,RPXRMLMJKHNFFEF09CB,宏盛新世界一期,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路      Ａ５棟１１樓,1879.59,住,,,1020407.0,土地4建物1車位1,十一層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,150.84,2.0,2.0,2.0,有,無,10800000.0,83806.0,坡道平面,36.29,1200000.0,,RPOSMLMJKHNFFEF28CB,宏盛新世界一期,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路      Ａ５棟１２樓,1879.59,住,,,1020326.0,土地4建物1車位1,十二層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,148.85,2.0,2.0,1.0,有,無,10550000.0,83955.0,坡道平面,36.29,1100000.0,,RPPSMLMJKHNFFEF38CB,宏盛新世界一期,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路      Ａ５棟１３樓,1879.59,住,,,1020407.0,土地4建物1車位1,十三層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,146.27,2.0,2.0,2.0,有,無,10600000.0,86379.0,坡道平面,36.29,1100000.0,,RPSSMLMJKHNFFEF68CB,宏盛新世界一期,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路      Ａ５棟１４樓,1879.59,住,,,1020505.0,土地4建物1車位1,十四層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,148.32,2.0,2.0,2.0,有,無,11000000.0,88369.0,坡道平面,36.29,1100000.0,,RPTSMLMJKHNFFEF78CB,宏盛新世界一期,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路      Ａ５棟１５樓,1879.59,住,,,1020325.0,土地4建物1車位1,十五層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,148.32,2.0,2.0,1.0,有,無,10500000.0,83013.0,坡道平面,36.29,1200000.0,,RPUSMLMJKHNFFEF88CB,宏盛新世界一期,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路      Ａ５棟１６樓,1879.59,住,,,1020420.0,土地4建物1車位1,十六層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,148.32,2.0,2.0,2.0,有,無,11200000.0,89262.0,坡道平面,36.29,1200000.0,,RPWSMLMJKHNFFEF09CB,宏盛新世界一期,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路      Ａ５棟１７樓,1879.59,住,,,1020512.0,土地4建物1車位1,十七層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,148.32,2.0,2.0,2.0,有,無,11450000.0,89708.0,坡道平面,36.29,1400000.0,,RPXSMLMJKHNFFEF56CB,宏盛新世界一期,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路      Ａ６棟２樓,1869.15,住,,,1020326.0,土地4建物1車位1,二層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,148.29,2.0,2.0,1.0,有,無,9290000.0,73125.0,坡道平面,36.29,1100000.0,,RPOTMLMJKHNFFEF38CB,宏盛新世界一期,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路      Ａ６棟３樓,1869.15,住,,,1020328.0,土地1建物1車位1,三層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,148.29,2.0,2.0,1.0,有,無,9500000.0,75000.0,坡道平面,36.29,1100000.0,,RPPTMLMJKHNFFEF48CB,宏盛新世界一期,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路      Ａ６棟４樓,1858.71,住,,,1020412.0,土地4建物1車位1,四層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.4,2.0,2.0,2.0,有,無,9280000.0,73621.0,坡道平面,36.29,1100000.0,,RPRTMLMJKHNFFEF68CB,宏盛新世界一期,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路      Ａ６棟５樓,1858.71,住,,,1020412.0,土地4建物1車位1,五層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,149.91,2.0,2.0,2.0,有,無,9550000.0,74371.0,坡道平面,36.29,1100000.0,,RPSTMLMJKHNFFEF78CB,宏盛新世界一期,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路      Ａ６棟６樓,1858.71,住,,,1020330.0,土地4建物1車位1,六層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,148.29,2.0,2.0,1.0,有,無,9590000.0,74911.0,坡道平面,36.29,1200000.0,,RPUTMLMJKHNFFEF98CB,宏盛新世界一期,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路      Ａ６棟７樓,1858.71,住,,,1020401.0,土地4建物1車位1,七層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,145.35,2.0,2.0,1.0,有,無,9300000.0,75188.0,坡道平面,36.29,1100000.0,,RPVTMLMJKHNFFEF09CB,宏盛新世界一期,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路      Ａ６棟９樓,1858.71,住,,,1020414.0,土地4建物1車位1,九層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.4,2.0,2.0,2.0,有,無,9740000.0,77761.0,坡道平面,36.29,1100000.0,,RPXTMLMJKHNFFEF66CB,宏盛新世界一期,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路  二段    Ａ６棟１０樓,1858.71,住,,,1020418.0,土地4建物1車位1,十層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.4,3.0,2.0,2.0,有,無,9900000.0,78301.0,坡道平面,36.29,1200000.0,,RPOUMLMJKHNFFEF48CB,宏盛新世界一期,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路      Ａ６棟１１樓,1858.71,住,,,1020414.0,土地4建物1車位1,十一層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.4,2.0,2.0,2.0,有,無,9880000.0,79021.0,坡道平面,36.29,1100000.0,,RPPUMLMJKHNFFEF58CB,宏盛新世界一期,,106_05
