鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,來源資料夾_,桃園區,房地(土地+建物),桃園市桃園區中山路1308巷320弄2號背面 A1-01F,22.51,住,Unnamed: 5,Unnamed: 6,1051216,土地1建物1車位0,一層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,Unnamed: 14,88.99,0,0.1,0.2,無,無.1,5780000,64951,Unnamed: 23,0.0,0.3,Unnamed: 26,RPPPMLSLJIMFFAH58CB,鴻築微美,Unnamed: 29,來源資料夾
八德區,房地(土地+建物)+車位,桃園市八德區豐田一路41號2F,19.48,住,,,1030707.0,土地1建物1車位1,二層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,115.51,2.0,1.0,1.0,有,無,5800000.0,49272.0,坡道平面,22.15,1200000.0,房屋總價含家電十萬,RPPVMLQLPHMFFFH37CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
八德區,房地(土地+建物)+車位,桃園市八德區豐田一路43號8F,20.32,住,,,1020910.0,土地1建物1車位1,八層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,119.18,2.0,1.0,1.0,有,無,6490000.0,54519.0,坡道平面,22.15,1200000.0,,RPQVMLQLPHMFFFH47CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
八德區,房地(土地+建物)+車位,桃園市八德區豐田一路41號6F,19.48,住,,,1030310.0,土地1建物1車位1,六層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,113.5,2.0,1.0,1.0,有,無,6190000.0,54520.0,坡道平面,20.14,1100000.0,,RPRVMLQLPHMFFFH57CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
八德區,房地(土地+建物)+車位,桃園市八德區豐田一路43號2F,20.32,住,,,1021008.0,土地1建物1車位1,二層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,117.17,2.0,1.0,1.0,有,無,6170000.0,52252.0,坡道平面,20.14,1100000.0,,RPSVMLQLPHMFFFH67CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
八德區,房地(土地+建物)+車位,桃園市八德區豐田一路19號3F,29.17,住,,,1030826.0,土地1建物1車位1,三層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,162.42,3.0,2.0,2.0,有,無,8100000.0,49191.0,坡道平面,22.15,1200000.0,房屋總價含家電5萬,RPTVMLQLPHMFFFH77CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
八德區,房地(土地+建物)+車位,桃園市八德區豐田一路27號6F,19.48,住,,,1030505.0,土地1建物1車位1,六層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,115.51,2.0,1.0,1.0,有,無,6100000.0,52485.0,坡道平面,22.15,1200000.0,,RPUVMLQLPHMFFFH87CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
八德區,房地(土地+建物)+車位,桃園市八德區豐田一路35號11F,25.97,住,,,1030910.0,土地1建物1車位1,十一層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,146.51,3.0,2.0,2.0,有,無,7600000.0,51463.0,坡道平面,22.15,1200000.0,,RPVVMLQLPHMFFFH97CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
八德區,房地(土地+建物)+車位,桃園市八德區豐田一路37號5F,25.97,住,,,1021105.0,土地1建物1車位1,五層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,144.65,3.0,2.0,2.0,有,無,7710000.0,53551.0,坡道平面,22.15,1150000.0,,RPWVMLQLPHMFFFH08CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
八德區,房地(土地+建物)+車位,桃園市八德區豐田一路37號4F,25.97,住,,,1030415.0,土地1建物1車位1,四層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,144.65,3.0,2.0,2.0,有,無,7140000.0,48898.0,坡道平面,22.15,1150000.0,,RPXVMLQLPHMFFFH18CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
八德區,房地(土地+建物)+車位,桃園市八德區豐田一路27號3F,19.48,住,,,1031014.0,土地1建物1車位1,三層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,113.5,2.0,1.0,1.0,有,無,6000000.0,51414.0,坡道平面,20.14,1200000.0,,RPOWMLQLPHMFFFH37CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
八德區,房地(土地+建物)+車位,桃園市八德區豐田一路31號8F,25.97,住,,,1030527.0,土地1建物1車位1,八層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,145.16,3.0,2.0,2.0,有,無,7300000.0,49589.0,坡道平面,22.15,1200000.0,,RPPWMLQLPHMFFFH47CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
八德區,房地(土地+建物)+車位,桃園市八德區豐田一路47號9F,25.97,住,,,1020903.0,土地1建物1車位1,九層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,144.6,3.0,2.0,2.0,有,無,7820000.0,53993.0,坡道平面,20.14,1100000.0,,RPQWMLQLPHMFFFH57CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
八德區,房地(土地+建物)+車位,桃園市八德區豐田一路41號8F,19.48,住,,,1031002.0,土地1建物1車位1,八層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,113.5,2.0,1.0,1.0,有,無,6090000.0,52378.0,坡道平面,20.14,1200000.0,,RPRWMLQLPHMFFFH67CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
八德區,房地(土地+建物)+車位,桃園市八德區豐田一路37號2F,25.97,住,,,1030422.0,土地1建物1車位1,二層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,144.65,3.0,2.0,2.0,有,無,7140000.0,48898.0,坡道平面,22.15,1150000.0,,RPSWMLQLPHMFFFH77CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
八德區,房地(土地+建物)+車位,桃園市八德區豐田一路19號5F,29.17,住,,,1030616.0,土地1建物1車位1,五層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,162.42,3.0,2.0,2.0,有,無,8080000.0,49048.0,坡道平面,22.15,1200000.0,,RPTWMLQLPHMFFFH87CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
八德區,房地(土地+建物)+車位,桃園市八德區豐田一路35號9F,25.97,住,,,1020903.0,土地1建物1車位1,九層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,146.51,3.0,2.0,2.0,有,無,7920000.0,54439.0,坡道平面,22.15,1150000.0,,RPUWMLQLPHMFFFH97CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
八德區,房地(土地+建物)+車位,桃園市八德區豐田一路19號9F,29.17,住,,,1030910.0,土地1建物1車位1,九層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,160.41,3.0,2.0,2.0,有,無,8210000.0,49975.0,坡道平面,20.14,1200000.0,,RPVWMLQLPHMFFFH08CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
八德區,房地(土地+建物)+車位,桃園市八德區豐田一路25號12F,20.32,住,,,1030407.0,土地1建物1車位1,十二層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,119.13,2.0,1.0,1.0,有,無,6110000.0,50629.0,坡道平面,22.15,1200000.0,,RPWWMLQLPHMFFFH18CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
八德區,房地(土地+建物)+車位,桃園市八德區豐田一路21號8F,25.97,住,,,1030729.0,土地1建物1車位1,八層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.94,3.0,2.0,2.0,有,無,7350000.0,48891.0,坡道平面,22.15,1200000.0,房屋總價含家電5萬,RPXWMLQLPHMFFFH28CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
八德區,房地(土地+建物)+車位,桃園市八德區豐田一路31號13F,25.97,住,,,1030929.0,土地1建物1車位1,十三層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,143.06,3.0,2.0,2.0,有,無,7140000.0,48731.0,坡道平面,20.14,1150000.0,,RPONNLQLPHMFFFH56CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
八德區,房地(土地+建物)+車位,桃園市八德區豐田一路31號4F,25.97,住,,,1021217.0,土地1建物1車位1,四層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,143.15,3.0,2.0,2.0,有,無,7400000.0,50809.0,坡道平面,20.14,1150000.0,,RPPNNLQLPHMFFFH66CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
八德區,房地(土地+建物)+車位,桃園市八德區豐田一路35號7F,25.97,住,,,1030310.0,土地1建物1車位1,七層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,144.5,3.0,2.0,2.0,有,無,7500000.0,51061.0,坡道平面,20.14,1150000.0,,RPQNNLQLPHMFFFH76CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
八德區,房地(土地+建物)+車位,桃園市八德區豐田一路23號8F,25.97,住,,,1030624.0,土地1建物1車位1,八層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,146.93,3.0,2.0,2.0,有,無,7300000.0,48886.0,坡道平面,22.15,1200000.0,,RPRNNLQLPHMFFFH86CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
八德區,房地(土地+建物)+車位,桃園市八德區豐田一路43號3F,20.32,住,,,1021001.0,土地1建物1車位1,三層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,117.17,2.0,1.0,1.0,有,無,6170000.0,52252.0,坡道平面,20.14,1100000.0,,RPSNNLQLPHMFFFH96CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
八德區,房地(土地+建物)+車位,桃園市八德區豐田一路25號5F,20.32,住,,,1021022.0,土地1建物1車位1,五層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,117.17,2.0,1.0,1.0,有,無,6290000.0,53489.0,坡道平面,20.14,1100000.0,,RPTNNLQLPHMFFFH07CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
八德區,房地(土地+建物)+車位,桃園市八德區豐田一路25號8F,20.32,住,,,1031007.0,土地1建物1車位1,八層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,119.18,2.0,1.0,1.0,有,無,6250000.0,51530.0,坡道平面,22.15,1250000.0,房屋總價含家電5萬,RPUNNLQLPHMFFFH17CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
八德區,房地(土地+建物)+車位,桃園市八德區豐田一路23號6F,25.97,住,,,1030325.0,土地1建物1車位1,六層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,146.93,3.0,2.0,2.0,有,無,7380000.0,49928.0,坡道平面,22.15,1150000.0,,RPVNNLQLPHMFFFH27CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
八德區,房地(土地+建物)+車位,桃園市八德區豐田一路19號6F,29.17,住,,,1030616.0,土地1建物1車位1,六層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,162.42,3.0,2.0,2.0,有,無,8080000.0,49048.0,坡道平面,22.15,1200000.0,,RPWNNLQLPHMFFFH37CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
八德區,房地(土地+建物)+車位,桃園市八德區豐田一路31號2F,25.97,住,,,1030520.0,土地1建物1車位1,二層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,145.16,3.0,2.0,2.0,有,無,6990000.0,47069.0,坡道平面,22.15,1200000.0,,RPXNNLQLPHMFFFH47CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
八德區,房地(土地+建物)+車位,桃園市八德區豐田一路31號10F,25.97,住,,,1031021.0,土地1建物1車位1,十層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,143.15,3.0,2.0,2.0,有,無,7350000.0,49996.0,坡道平面,20.14,1200000.0,,RPOONLQLPHMFFFH66CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
八德區,房地(土地+建物)+車位,桃園市八德區豐田一路45號6F,25.97,住,,,1020924.0,土地1建物1車位1,六層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,146.93,3.0,2.0,2.0,有,無,7810000.0,52973.0,坡道平面,22.15,1200000.0,,RPPONLQLPHMFFFH76CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中壢區,房地(土地+建物)+車位,桃園市中壢區忠孝段154地號A01-01F,26.49,住,,,1051127.0,土地1建物1車位1,一層,14.0,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,,176.86,0.0,0.0,0.0,無,無,23400000.0,164847.0,坡道平面,43.1,1350000.0,,RPPQMLRLPHMFFBH56CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中壢區,房地(土地+建物)+車位,桃園市中壢區忠孝段154地號A01-02F,24.17,住,,,1051119.0,土地1建物1車位1,二層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,172.17,3.0,2.0,2.0,有,無,8100000.0,52297.0,坡道平面,43.1,1350000.0,,RPQQMLRLPHMFFBH66CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中壢區,房地(土地+建物)+車位,桃園市中壢區忠孝段154地號A01-03F,24.17,住,,,1050802.0,土地1建物1車位1,三層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,170.11,3.0,2.0,2.0,有,無,8200000.0,53459.0,坡道平面,41.04,1300000.0,,RPRQMLRLPHMFFBH76CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中壢區,房地(土地+建物)+車位,桃園市中壢區忠孝段154地號A01-04F,24.17,住,,,1051023.0,土地1建物1車位1,四層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,172.17,3.0,2.0,2.0,有,無,8240000.0,53382.0,坡道平面,43.1,1350000.0,,RPSQMLRLPHMFFBH86CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中壢區,房地(土地+建物)+車位,桃園市中壢區忠孝段154地號A01-05F,24.17,住,,,1051023.0,土地1建物1車位1,五層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,170.11,3.0,2.0,2.0,有,無,8500000.0,55784.0,坡道平面,41.04,1300000.0,,RPTQMLRLPHMFFBH96CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中壢區,房地(土地+建物)+車位,桃園市中壢區忠孝段154地號A01-06F,24.17,住,,,1060225.0,土地1建物1車位1,六層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,172.17,3.0,2.0,2.0,有,無,8710000.0,57411.0,坡道平面,43.1,1300000.0,,RPUQMLRLPHMFFBH07CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中壢區,房地(土地+建物)+車位,桃園市中壢區忠孝段154地號A02-01F,17.89,住,,,1060416.0,土地1建物1車位1,一層,14.0,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,,134.24,0.0,0.0,0.0,無,無,12170000.0,119267.0,坡道平面,43.1,1300000.0,,RPVQMLRLPHMFFBH17CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中壢區,房地(土地+建物)+車位,桃園市中壢區忠孝段154地號A02-02F,23.94,住,,,1051126.0,土地1建物1車位2,二層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,212.2,3.0,2.0,2.0,有,無,9300000.0,51587.0,坡道平面,86.2,2800000.0,,RPXQMLRLPHMFFBH37CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中壢區,房地(土地+建物)+車位,桃園市中壢區忠孝段154地號A02-03F,23.7,住,,,1050917.0,土地1建物1車位1,三層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,169.1,3.0,2.0,2.0,有,無,8310000.0,54841.0,坡道平面,43.1,1400000.0,,RPPRMLRLPHMFFBH66CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中壢區,房地(土地+建物)+車位,桃園市中壢區忠孝段154地號A02-04F,23.7,住,,,1051023.0,土地1建物1車位1,四層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,169.1,3.0,2.0,2.0,有,無,8150000.0,53968.0,坡道平面,43.1,1350000.0,,RPQRMLRLPHMFFBH76CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中壢區,房地(土地+建物)+車位,桃園市中壢區忠孝段154地號A02-05F,23.7,住,,,1051029.0,土地1建物1車位1,五層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,169.1,3.0,2.0,2.0,有,無,8620000.0,57302.0,坡道平面,43.1,1400000.0,,RPRRMLRLPHMFFBH86CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中壢區,房地(土地+建物)+車位,桃園市中壢區忠孝段154地號A02-06,23.7,住,,,1051105.0,土地1建物1車位1,六層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,167.04,3.0,2.0,2.0,有,無,8550000.0,57937.0,坡道平面,41.04,1250000.0,,RPSRMLRLPHMFFBH96CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中壢區,房地(土地+建物)+車位,桃園市中壢區忠孝段154地號B01-02,16.97,住,,,1050924.0,土地1建物1車位1,二層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,135.92,2.0,2.0,1.0,有,無,6300000.0,53329.0,坡道平面,43.1,1350000.0,,RPTRMLRLPHMFFBH07CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中壢區,房地(土地+建物)+車位,桃園市中壢區忠孝段154地號B01-03,16.97,住,,,1050925.0,土地1建物1車位1,三層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,135.92,2.0,2.0,1.0,有,無,6450000.0,55484.0,坡道平面,43.1,1300000.0,,RPURMLRLPHMFFBH17CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中壢區,房地(土地+建物)+車位,桃園市中壢區忠孝段154地號B01-04,16.97,住,,,1051002.0,土地1建物1車位1,四層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,133.86,2.0,2.0,1.0,有,無,6340000.0,54837.0,坡道平面,41.04,1250000.0,,RPVRMLRLPHMFFBH27CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中壢區,房地(土地+建物)+車位,桃園市中壢區忠孝段154地號B01-05,16.97,住,,,1050827.0,土地1建物1車位1,五層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,133.86,2.0,2.0,1.0,有,無,6500000.0,56022.0,坡道平面,41.04,1300000.0,,RPWRMLRLPHMFFBH37CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中壢區,房地(土地+建物)+車位,桃園市中壢區忠孝段154地號B01-06,16.97,住,,,1050910.0,土地1建物1車位1,六層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,133.86,2.0,2.0,1.0,有,無,6700000.0,58177.0,坡道平面,41.04,1300000.0,,RPXRMLRLPHMFFBH47CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中壢區,房地(土地+建物)+車位,桃園市中壢區忠孝段154地號B01-07,16.97,住,,,1050903.0,土地1建物1車位1,七層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,133.86,2.0,2.0,1.0,有,無,6750000.0,58716.0,坡道平面,41.04,1300000.0,,RPOSMLRLPHMFFBH66CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中壢區,房地(土地+建物)+車位,桃園市中壢區忠孝段154地號B01-08,16.97,住,,,1051113.0,土地1建物1車位1,八層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,133.86,2.0,2.0,1.0,有,無,6700000.0,58716.0,坡道平面,41.04,1250000.0,,RPPSMLRLPHMFFBH76CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中壢區,房地(土地+建物)+車位,桃園市中壢區忠孝段154地號B01-10,16.97,住,,,1051001.0,土地1建物1車位1,十層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,133.86,2.0,2.0,1.0,有,無,6910000.0,60978.0,坡道平面,41.04,1250000.0,,RPSSMLRLPHMFFBH07CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中壢區,房地(土地+建物)+車位,桃園市中壢區忠孝段154地號B01-11,16.97,住,,,1060305.0,土地1建物1車位1,十一層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,133.86,2.0,2.0,1.0,有,無,6600000.0,57638.0,坡道平面,41.04,1250000.0,,RPTSMLRLPHMFFBH17CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中壢區,房地(土地+建物)+車位,桃園市中壢區忠孝段154地號B01-12,16.97,住,,,1060115.0,土地1建物1車位1,十二層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,135.92,2.0,2.0,1.0,有,無,6600000.0,57100.0,坡道平面,43.1,1300000.0,,RPVSMLRLPHMFFBH37CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中壢區,房地(土地+建物)+車位,桃園市中壢區忠孝段154地號B01-14,16.97,住,,,1051015.0,土地1建物1車位1,十四層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,133.86,2.0,2.0,1.0,有,無,6650000.0,58177.0,坡道平面,41.04,1250000.0,,RPXSMLRLPHMFFBH57CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中壢區,房地(土地+建物),桃園市中壢區忠孝段154地號B02-01,16.97,住,,,1060402.0,土地1建物1車位0,一層,14.0,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,,91.69,0.0,0.0,0.0,無,無,11240000.0,122587.0,,0.0,0.0,,RPOTMLRLPHMFFBH76CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中壢區,房地(土地+建物)+車位,桃園市中壢區忠孝段154地號B02-02,17.2,住,,,1060226.0,土地1建物1車位1,二層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,138.7,2.0,2.0,1.0,有,無,6790000.0,56904.0,坡道平面,43.1,1350000.0,,RPPTMLRLPHMFFBH86CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中壢區,房地(土地+建物)+車位,桃園市中壢區忠孝段154地號B02-03,17.2,住,,,1060206.0,土地1建物1車位1,三層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,138.7,2.0,2.0,1.0,有,無,7120000.0,65272.0,坡道平面,43.1,880000.0,,RPQTMLRLPHMFFBH96CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中壢區,房地(土地+建物)+車位,桃園市中壢區忠孝段154地號B02-04,17.2,住,,,1050918.0,土地1建物1車位1,四層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,138.7,2.0,2.0,1.0,有,無,6800000.0,57531.0,坡道平面,43.1,1300000.0,,RPRTMLRLPHMFFBH07CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中壢區,房地(土地+建物)+車位,桃園市中壢區忠孝段154地號B02-05,17.2,住,,,1050806.0,土地1建物1車位1,五層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,136.64,2.0,2.0,1.0,有,無,6960000.0,59728.0,坡道平面,41.04,1250000.0,,RPSTMLRLPHMFFBH17CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中壢區,房地(土地+建物)+車位,桃園市中壢區忠孝段154地號B02-06,17.2,住,,,1050827.0,土地1建物1車位1,六層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,138.7,2.0,2.0,1.0,有,無,7100000.0,60146.0,坡道平面,43.1,1350000.0,,RPUTMLRLPHMFFBH37CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中壢區,房地(土地+建物)+車位,桃園市中壢區忠孝段154地號B02-07,17.2,住,,,1051106.0,土地1建物1車位1,七層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,136.64,2.0,2.0,1.0,有,無,7100000.0,60669.0,坡道平面,41.04,1300000.0,,RPVTMLRLPHMFFBH47CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中壢區,房地(土地+建物)+車位,桃園市中壢區忠孝段154地號B02-08,17.2,住,,,1051203.0,土地1建物1車位1,八層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,136.64,2.0,2.0,1.0,有,無,7190000.0,62134.0,坡道平面,41.04,1250000.0,,RPWTMLRLPHMFFBH57CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中壢區,房地(土地+建物)+車位,桃園市中壢區忠孝段154地號B02-09,17.2,住,,,1060319.0,土地1建物1車位1,九層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,138.7,2.0,2.0,1.0,有,無,7120000.0,60879.0,坡道平面,43.1,1300000.0,,RPXTMLRLPHMFFBH67CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中壢區,房地(土地+建物)+車位,桃園市中壢區忠孝段154地號B02-10,17.2,住,,,1060423.0,土地1建物1車位1,十層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,138.7,2.0,2.0,1.0,有,無,7300000.0,61715.0,坡道平面,43.1,1400000.0,,RPPUMLRLPHMFFBH96CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中壢區,房地(土地+建物)+車位,桃園市中壢區忠孝段154地號B02-11,17.2,住,,,1050807.0,土地1建物1車位1,十一層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,138.7,2.0,2.0,1.0,有,無,7130000.0,60460.0,坡道平面,43.1,1350000.0,,RPQUMLRLPHMFFBH07CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
