鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,來源資料夾_,蘇澳鎮,房地(土地+建物),宜蘭縣蘇澳鎮慶安段1290之11.1291之12地號等2筆B2,106.76,住,Unnamed: 5,Unnamed: 6,1060829,土地2建物1車位0,全,2,透天厝,住家用,鋼筋混凝土造,Unnamed: 14,148.15,3,2.1,3.1,有,無,6500000,43874,Unnamed: 23,0.0,0,Unnamed: 26,RPQOMLRLJIMFFAG58EB,青沐境,Unnamed: 29,來源資料夾
三星鄉,房地(土地+建物),宜蘭縣三星鄉月眉村月眉街17之12號,123.07,住,,,1041223.0,土地1建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,186.0,4.0,3.0,4.0,有,無,8380000.0,45054.0,,0.0,0.0,,RPTNMLNLKHMFFAG28DB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
三星鄉,房地(土地+建物),宜蘭縣三星鄉月眉村月眉街17之12號,119.91,住,,,1041213.0,土地1建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,186.0,4.0,3.0,4.0,有,無,8200000.0,44086.0,,0.0,0.0,,RPUNMLNLKHMFFAG38DB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
三星鄉,房地(土地+建物),宜蘭縣三星鄉月眉村月眉街17之9號,113.55,住,,,1051118.0,土地1建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,186.0,4.0,3.0,4.0,有,無,8100000.0,43548.0,,0.0,0.0,,RPOPMLNLKHMFFAG97DB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
三星鄉,房地(土地+建物),宜蘭縣三星鄉月眉村月眉街17之8號,95.11,住,,,1040901.0,土地1建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,158.66,4.0,3.0,4.0,有,無,6980000.0,43993.0,,0.0,0.0,,RPPPMLNLKHMFFAG08DB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
三星鄉,房地(土地+建物),宜蘭縣三星鄉月眉村月眉街17之6號,113.44,住,,,1050307.0,土地1建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,186.0,4.0,3.0,4.0,有,無,8200000.0,44086.0,,0.0,0.0,,RPRPMLNLKHMFFAG28DB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
三星鄉,房地(土地+建物),宜蘭縣三星鄉月眉村月眉街17之5號,113.45,住,,,1050806.0,土地1建物1車位0,全,3.0,透天厝,,鋼筋混凝土造,,186.0,4.0,3.0,4.0,有,無,8200000.0,44086.0,,0.0,0.0,,RPSPMLNLKHMFFAG38DB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
三星鄉,房地(土地+建物),宜蘭縣三星鄉月眉村月眉街17之3號,113.45,住,,,1050222.0,土地1建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,186.0,4.0,3.0,4.0,有,無,8300000.0,44624.0,,0.0,0.0,,RPTPMLNLKHMFFAG48DB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
三星鄉,房地(土地+建物),宜蘭縣三星鄉月眉村月眉17之10號,116.72,住,,,1051217.0,土地1建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,186.0,4.0,3.0,4.0,有,無,8200000.0,44086.0,,0.0,0.0,,RPVOMLOLKHMFFAG68DB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
三星鄉,房地(土地+建物),宜蘭縣三星鄉月眉村月眉街17之7號,103.87,住,,,1040225.0,土地1建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,171.78,4.0,3.0,4.0,有,無,7300000.0,42496.0,,0.0,0.0,,RPWOMLOLKHMFFAG78DB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
三星鄉,房地(土地+建物),宜蘭縣三星鄉月眉村月眉街17之2號,123.83,住,,,1050922.0,土地1建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,186.0,4.0,3.0,4.0,有,無,8200000.0,44086.0,,0.0,0.0,,RPXOMLOLKHMFFAG88DB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
三星鄉,房地(土地+建物),宜蘭縣三星鄉月眉村月眉街17之1號,134.77,住,,,1040304.0,土地1建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,199.95,4.0,3.0,4.0,有,無,8880000.0,44411.0,,0.0,0.0,,RPOPMLOLKHMFFAG08DB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
礁溪鄉,房地(土地+建物),宜蘭縣礁溪鄉健康路50號1樓之7對面A8-6F,10.07,其他,,,1040603.0,土地1建物1車位0,六層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,71.47,0.0,0.0,0.0,無,無,9000000.0,125927.0,,0.0,0.0,,RPOPMLOKLHMFFBG08CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
礁溪鄉,房地(土地+建物),宜蘭縣礁溪鄉健康路50號1樓之7對面A8-8F,10.07,其他,,,1040411.0,土地1建物1車位0,八層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,71.47,0.0,0.0,0.0,無,無,9580000.0,134042.0,,0.0,0.0,,RPPPMLOKLHMFFBG18CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
礁溪鄉,房地(土地+建物),宜蘭縣礁溪鄉健康路50號1樓之7對面A9-8F,9.01,其他,,,1040402.0,土地1建物1車位0,八層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,56.88,0.0,0.0,0.0,無,無,7640000.0,134318.0,,0.0,0.0,,RPQPMLOKLHMFFBG28CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
礁溪鄉,房地(土地+建物),宜蘭縣礁溪鄉健康路50號1樓之7對面A8-3F,10.07,其他,,,1041001.0,土地1建物1車位0,三層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,71.47,0.0,0.0,0.0,無,無,8550000.0,119631.0,,0.0,0.0,,RPRPMLOKLHMFFBG38CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
礁溪鄉,房地(土地+建物),宜蘭縣礁溪鄉健康路50號1樓之7對面A8-9F,10.07,其他,,,1040923.0,土地1建物1車位0,九層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,71.47,0.0,0.0,0.0,無,無,9000000.0,125927.0,,0.0,0.0,,RPSPMLOKLHMFFBG48CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
礁溪鄉,房地(土地+建物),宜蘭縣礁溪鄉健康路50號1樓之7對面A9-4F,9.01,其他,,,1050116.0,土地1建物1車位0,四層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,56.88,0.0,0.0,0.0,無,無,7000000.0,123066.0,,0.0,0.0,,RPTPMLOKLHMFFBG58CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
礁溪鄉,房地(土地+建物),宜蘭縣礁溪鄉健康路50號1樓之7對面A9-5F,9.01,其他,,,1050314.0,土地1建物1車位0,五層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,56.88,0.0,0.0,0.0,無,無,7000000.0,123066.0,,0.0,0.0,,RPUPMLOKLHMFFBG68CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
礁溪鄉,房地(土地+建物),宜蘭縣礁溪鄉健康路50號1樓之7對面A10-4F,8.27,其他,,,1050401.0,土地1建物1車位0,四層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,52.85,0.0,0.0,0.0,無,無,6660000.0,126017.0,,0.0,0.0,,RPVPMLOKLHMFFBG78CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
礁溪鄉,房地(土地+建物),宜蘭縣礁溪鄉健康路50號1樓之7對面A9-7F,9.01,其他,,,1050406.0,土地1建物1車位0,七層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,56.88,0.0,0.0,0.0,無,無,6950000.0,122187.0,,0.0,0.0,,RPWPMLOKLHMFFBG88CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
礁溪鄉,房地(土地+建物),宜蘭縣礁溪鄉健康路50號1樓之7對面A10-6F,8.27,其他,,,1050412.0,土地1建物1車位0,六層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,52.85,0.0,0.0,0.0,無,無,6080000.0,115043.0,,0.0,0.0,,RPXPMLOKLHMFFBG98CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
礁溪鄉,房地(土地+建物),宜蘭縣礁溪鄉健康路50號1樓之7對面A10-8F,8.27,其他,,,1050413.0,土地1建物1車位0,八層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,52.85,0.0,0.0,0.0,無,無,6950000.0,131504.0,,0.0,0.0,,RPOQMLOKLHMFFBG18CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
礁溪鄉,房地(土地+建物),宜蘭縣礁溪鄉健康路50號1樓之7對面A10-5F,8.27,其他,,,1050602.0,土地1建物1車位0,五層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,52.85,0.0,0.0,0.0,無,無,6450000.0,122044.0,,0.0,0.0,,RPSQMLOKLHMFFBG58CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
礁溪鄉,房地(土地+建物),宜蘭縣礁溪鄉健康路50號1樓之7對面A10-7F,8.27,其他,,,1050620.0,土地1建物1車位0,七層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,52.85,0.0,0.0,0.0,無,無,6400000.0,121097.0,,0.0,0.0,,RPTQMLOKLHMFFBG68CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
礁溪鄉,房地(土地+建物),宜蘭縣礁溪鄉健康路50號1樓之7對面A10-3F,8.27,其他,,,1050617.0,土地1建物1車位0,三層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,52.85,0.0,0.0,0.0,無,無,6500000.0,122990.0,,0.0,0.0,,RPVQMLOKLHMFFBG88CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
礁溪鄉,房地(土地+建物),宜蘭縣礁溪鄉健康路50號1樓之7對面A10-2F,8.27,其他,,,1050622.0,土地1建物1車位0,二層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,52.85,0.0,0.0,0.0,無,無,5970000.0,112961.0,,0.0,0.0,,RPWQMLOKLHMFFBG98CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
礁溪鄉,房地(土地+建物),宜蘭縣礁溪鄉健康路50號1樓之7對面A10-9F,8.27,其他,,,1050705.0,土地1建物1車位0,九層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,52.85,0.0,0.0,0.0,無,無,6710000.0,126963.0,,0.0,0.0,,RPXQMLOKLHMFFBG09CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
礁溪鄉,房地(土地+建物),宜蘭縣礁溪鄉健康路50號1樓之7對面A9-6F,9.01,其他,,,1050730.0,土地1建物1車位0,六層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,56.88,0.0,0.0,0.0,無,無,6880000.0,120956.0,,0.0,0.0,,RPORMLOKLHMFFBG28CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
礁溪鄉,房地(土地+建物),宜蘭縣礁溪鄉健康路50號1樓之7對面A8-4F,10.07,其他,,,1050822.0,土地1建物1車位0,四層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,71.47,0.0,0.0,0.0,無,無,9000000.0,125927.0,,0.0,0.0,,RPQRMLOKLHMFFBG48CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
礁溪鄉,房地(土地+建物),宜蘭縣礁溪鄉健康路50號1樓之7對面A8-2F,10.07,其他,,,1051129.0,土地1建物1車位0,二層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,71.47,0.0,0.0,0.0,無,無,8750000.0,122429.0,,0.0,0.0,,RPRRMLOKLHMFFBG58CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
員山鄉,房地(土地+建物),宜蘭縣員山鄉深福段318，318-1，318-2，318-3地號等4筆A1,123.44,,特定農業區,甲種建築用地,1051126.0,土地2建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,256.59,4.0,3.0,5.0,有,無,12500000.0,48716.0,,0.0,0.0,,RPPPMLRKLHMFFBG58DB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
員山鄉,房地(土地+建物),宜蘭縣員山鄉深福段318-9，318-10地號等2筆A3,90.75,,特定農業區,甲種建築用地,1051128.0,土地2建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,167.45,4.0,2.0,5.0,有,無,8300000.0,49567.0,,0.0,0.0,,RPQPMLRKLHMFFBG68DB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
員山鄉,房地(土地+建物),宜蘭縣員山鄉深福段318-11，318-12地號等2筆A5,90.75,,特定農業區,甲種建築用地,1051028.0,土地2建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,170.46,4.0,2.0,5.0,有,無,8100000.0,47518.0,,0.0,0.0,,RPRPMLRKLHMFFBG78DB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
員山鄉,房地(土地+建物),宜蘭縣員山鄉深福段318-17，318-18，318-19地號等3筆A6,88.8,,特定農業區,甲種建築用地,1051129.0,土地2建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,163.76,4.0,2.0,5.0,有,無,8100000.0,49463.0,,0.0,0.0,,RPSPMLRKLHMFFBG88DB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
員山鄉,房地(土地+建物),宜蘭縣員山鄉深福段318-4，318-5，318-6地號等3筆B1,127.96,,特定農業區,甲種建築用地,1051119.0,土地2建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,256.59,4.0,3.0,5.0,有,無,11800000.0,45988.0,,0.0,0.0,特殊關係折讓,RPUPMLRKLHMFFBG09DB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
員山鄉,房地(土地+建物),宜蘭縣員山鄉深福段318-4，318-5，318-6地號等3筆B2,127.48,,特定農業區,甲種建築用地,1051119.0,土地2建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,256.59,4.0,3.0,5.0,有,無,11800000.0,45988.0,,0.0,0.0,特殊關係折讓,RPVPMLRKLHMFFBG56DB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
員山鄉,房地(土地+建物),宜蘭縣員山鄉深福段318-15，318-16地號等2筆B6,91.95,,特定農業區,甲種建築用地,1051129.0,土地2建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,165.31,4.0,2.0,5.0,有,無,8100000.0,48999.0,,0.0,0.0,,RPWPMLRKLHMFFBG66DB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
三星鄉,房地(土地+建物),宜蘭縣三星鄉大洲路119巷41弄8號,225.67,,特定農業區,甲種建築用地,1050909.0,土地3建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,260.57,3.0,2.0,4.0,有,無,12800000.0,49123.0,,0.0,0.0,,RPROMLQLMHMFFAG58CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
三星鄉,房地(土地+建物),宜蘭縣三星鄉大洲路119巷41弄26號,225.67,,特定農業區,甲種建築用地,1050909.0,土地3建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,260.57,3.0,2.0,4.0,有,無,12800000.0,49123.0,,0.0,0.0,,RPSOMLQLMHMFFAG68CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
三星鄉,房地(土地+建物),宜蘭縣三星鄉大洲路119巷41弄12號,225.67,,特定農業區,甲種建築用地,1051001.0,土地3建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,260.57,3.0,2.0,4.0,有,無,12800000.0,49123.0,,0.0,0.0,,RPTOMLQLMHMFFAG78CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
三星鄉,房地(土地+建物),宜蘭縣三星鄉大洲路119巷41弄3號,231.67,,特定農業區,甲種建築用地,1051119.0,土地3建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,260.57,3.0,2.0,4.0,有,無,12980000.0,49814.0,,0.0,0.0,,RPOPMLQLMHMFFAG38CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭城鎮,房地(土地+建物),宜蘭縣頭城鎮拔雅林三段736地號913,19.94,住,,,1030521.0,土地1建物1車位0,十三層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,66.13,1.0,1.0,1.0,有,無,5450000.0,82413.0,,0.0,0.0,,RPQNMLQLMHMFFBG48CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭城鎮,房地(土地+建物),宜蘭縣頭城鎮拔雅林三段736地號913,19.94,住,,,1030521.0,土地1建物1車位0,十三層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,66.13,1.0,1.0,1.0,有,無,5450000.0,82413.0,,0.0,0.0,,RPRNMLQLMHMFFBG58CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭城鎮,房地(土地+建物),宜蘭縣頭城鎮拔雅林三段736地號913,19.94,住,,,1030521.0,土地1建物1車位0,十三層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,66.13,1.0,1.0,1.0,有,無,5450000.0,82413.0,,0.0,0.0,,RPSNMLQLMHMFFBG68CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭城鎮,房地(土地+建物),宜蘭縣頭城鎮拔雅林三段736地號208,19.94,住,,,1030828.0,土地1建物1車位0,二層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,66.13,1.0,1.0,1.0,有,無,5080000.0,76818.0,,0.0,0.0,,RPOPMLQLMHMFFBG48CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭城鎮,房地(土地+建物),宜蘭縣頭城鎮拔雅林三段736地號208,19.94,住,,,1030828.0,土地1建物1車位0,二層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,66.13,1.0,1.0,1.0,有,無,5080000.0,76818.0,,0.0,0.0,,RPPPMLQLMHMFFBG58CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭城鎮,房地(土地+建物)+車位,宜蘭縣頭城鎮拔雅林三段736地號808,19.98,住,,,1030615.0,土地1建物1車位1,八層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,90.93,1.0,1.0,1.0,有,無,6040000.0,79238.0,坡道平面,24.8,800000.0,,RPSPMLQLMHMFFBG88CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭城鎮,房地(土地+建物)+車位,宜蘭縣頭城鎮拔雅林三段736地號908,19.98,住,,,1030615.0,土地1建物1車位1,九層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,90.93,1.0,1.0,1.0,有,無,6100000.0,80145.0,坡道平面,24.8,800000.0,,RPUPMLQLMHMFFBG09CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭城鎮,房地(土地+建物),宜蘭縣頭城鎮拔雅林三段736地號708,19.94,住,,,1030621.0,土地1建物1車位0,七層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,66.13,1.0,1.0,1.0,有,無,5190000.0,78482.0,,0.0,0.0,,RPVPMLQLMHMFFBG56CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭城鎮,房地(土地+建物),宜蘭縣頭城鎮拔雅林三段736地號1108,19.98,住,,,1030526.0,土地1建物1車位0,十一層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,66.13,1.0,1.0,1.0,有,無,5900000.0,89218.0,,0.0,0.0,,RPWPMLQLMHMFFBG66CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
壯圍鄉,房地(土地+建物),宜蘭縣壯圍鄉壯東段922-9等三筆土地A11,157.89,,特定農業區,甲種建築用地,1040729.0,土地3建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,220.11,4.0,2.0,5.0,有,無,11380000.0,51701.0,,0.0,0.0,,RPRNMLRLMHMFFBG68CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
壯圍鄉,房地(土地+建物),宜蘭縣壯圍鄉壯東段922-25等三筆土地A10,167.57,,特定農業區,甲種建築用地,1040528.0,土地3建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,220.11,4.0,2.0,5.0,有,無,11380000.0,51701.0,,0.0,0.0,,RPSNMLRLMHMFFBG78CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
壯圍鄉,房地(土地+建物),宜蘭縣壯圍鄉壯東段922-24等三筆土地A9,162.43,,特定農業區,甲種建築用地,1040802.0,土地3建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,220.11,4.0,2.0,5.0,有,無,11380000.0,51701.0,,0.0,0.0,,RPTNMLRLMHMFFBG88CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
壯圍鄉,房地(土地+建物),宜蘭縣壯圍鄉壯東段922-1等五筆土地A6,168.65,,特定農業區,甲種建築用地,1040430.0,土地5建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,219.95,4.0,2.0,5.0,有,無,10780000.0,49011.0,,0.0,0.0,,RPUNMLRLMHMFFBG98CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
壯圍鄉,房地(土地+建物),宜蘭縣壯圍鄉壯東段922-6等三筆土地A2,152.65,,特定農業區,甲種建築用地,1040523.0,土地3建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,219.8,4.0,2.0,5.0,有,無,10980000.0,49955.0,,0.0,0.0,,RPVNMLRLMHMFFBG09CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭城鎮,房地(土地+建物),宜蘭縣頭城鎮拔雅林三段736地號1202,22.39,住,,,1030526.0,土地1建物1車位0,十二層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,74.12,1.0,1.0,1.0,有,無,6700000.0,90394.0,,0.0,0.0,,RPOOMLRLMHMFFBG48CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭城鎮,房地(土地+建物)+車位,宜蘭縣頭城鎮拔雅林三段736地號1206,22.39,住,,,1030621.0,土地1建物1車位1,十二層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,98.92,1.0,1.0,1.0,有,無,7360000.0,88505.0,坡道平面,24.8,800000.0,,RPQOMLRLMHMFFBG68CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭城鎮,房地(土地+建物)+車位,宜蘭縣頭城鎮拔雅林三段736地號1205,22.39,住,,,1030604.0,土地1建物1車位1,十二層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,98.92,1.0,1.0,1.0,有,無,7000000.0,83648.0,坡道平面,24.8,800000.0,,RPSOMLRLMHMFFBG88CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭城鎮,房地(土地+建物)+車位,宜蘭縣頭城鎮拔雅林三段736地號1206,22.39,住,,,1030621.0,土地1建物1車位1,十二層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,98.92,1.0,1.0,1.0,有,無,7360000.0,88505.0,坡道平面,24.8,800000.0,,RPTOMLRLMHMFFBG98CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭城鎮,房地(土地+建物),宜蘭縣頭城鎮拔雅林三段736地號1203,22.39,住,,,1030604.0,土地1建物1車位0,十二層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,74.12,1.0,1.0,1.0,有,無,6200000.0,83648.0,坡道平面,24.8,800000.0,,RPUOMLRLMHMFFBG09CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭城鎮,房地(土地+建物),宜蘭縣頭城鎮拔雅林三段736地號1215,20.56,住,,,1030520.0,土地1建物1車位0,十二層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,68.13,1.0,1.0,1.0,有,無,5670000.0,83223.0,,0.0,0.0,,RPVOMLRLMHMFFBG56CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭城鎮,房地(土地+建物),宜蘭縣頭城鎮拔雅林三段736地號1215,19.98,住,,,1031126.0,土地1建物1車位0,十二層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,66.13,1.0,1.0,1.0,有,無,5530000.0,83623.0,,0.0,0.0,,RPWOMLRLMHMFFBG66CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭城鎮,房地(土地+建物),宜蘭縣頭城鎮拔雅林三段736地號1113,19.98,住,,,1030519.0,土地1建物1車位0,十一層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,66.13,1.0,1.0,1.0,有,無,5550000.0,83926.0,,0.0,0.0,,RPOPMLRLMHMFFBG58CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭城鎮,房地(土地+建物),宜蘭縣頭城鎮拔雅林三段736地號1213,19.98,住,,,1030624.0,土地1建物1車位0,十二層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,66.13,1.0,1.0,1.0,有,無,5510000.0,83321.0,,0.0,0.0,,RPPPMLRLMHMFFBG68CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭城鎮,房地(土地+建物),宜蘭縣頭城鎮拔雅林三段736地號1211,19.98,住,,,1030626.0,土地1建物1車位0,十二層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,66.13,1.0,1.0,1.0,有,無,5550000.0,83926.0,,0.0,0.0,,RPQPMLRLMHMFFBG78CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
