鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,來源資料夾_,新市區,房地(土地+建物)+車位,臺南市新市區大社段2094地號,25.48,Unnamed: 4,鄉村區,乙種建築用地,1120511,土地1建物1車位1,五層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,Unnamed: 14,126.31,3,2,2.1,有,無,9900000,80257,坡道平面,20.4,1400000,Unnamed: 26,RPUNMLLKNHIGFHD38CB,高第璞璞2,B棟5F-B3號,Unnamed: 30,來源資料夾,安南區,房地(土地+建物),臺南市安南區樂活二街,93.61,住,Unnamed: 5,Unnamed: 6,1120811,土地5建物1車位0,全,4,透天厝,見其他登記事項,231.85,5,26500000,114298,Unnamed: 23,0.0,0,內含停車位1個,RPSNMLLKQHIGFBD87CB,邰欣地堡100期,A棟3號,東區,臺南市東區崇慶街一段與崇賢三路交叉口,15.58,1121111,十二層,15,住宅大樓(11層含以上有電梯),112.24,2.2,11300000,116874,26.25,1250000,RPTNMLNKJIIGFCD67CB,松丹達麗,D棟3號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,東區,房地(土地+建物)+車位,臺南市東區平實路,23.64,住,,,1120621.0,土地1建物1車位1,十二層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,154.63,3.0,2.0,2.0,有,無,20660000.0,149576.0,坡道平面,27.27,1610000.0,,RPPNMLSLOHIGFCD28CB,世界·巨星,A棟2號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,東區,房地(土地+建物)+車位,臺南市東區文化二街與文化路交叉路口旁,24.52,住,,,1120620.0,土地1建物1車位1,十四層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,166.28,3.0,2.0,2.0,有,無,17510000.0,121279.0,坡道平面,38.64,2030000.0,,RPQNMLSLOHIGFCD38CB,和宜仁和,A棟2號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,東區,房地(土地+建物)+車位,臺南市東區文化一街x文化三街,24.1,住,,,1120612.0,土地1建物1車位1,九層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,162.29,3.0,2.0,2.0,有,無,17950000.0,124921.0,坡道平面,35.41,2100000.0,,RPRNMLSLOHIGFCD48CB,佳鋐首邑,B5棟9號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,東區,房地(土地+建物)+車位,臺南市東區文化一街x文化三街,16.83,住,,,1120612.0,土地1建物1車位1,七層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,124.76,2.0,2.0,2.0,有,無,12970000.0,122216.0,坡道平面,35.41,2050000.0,,RPSNMLSLOHIGFCD58CB,佳鋐首邑,B2棟7號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,東區,房地(土地+建物),臺南市東區裕孝路,66.68,住,,,1120601.0,土地2建物1車位0,全,5.0,透天厝,住家用,鋼筋混凝土造,,197.54,4.0,2.0,2.0,有,無,30850000.0,156171.0,,0.0,0.0,,RPTNMLSLOHIGFCD68CB,仰哲,A7棟0號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,東區,房地(土地+建物),臺南市東區裕孝路,67.84,住,,,1120601.0,土地2建物1車位0,全,5.0,透天厝,住家用,鋼筋混凝土造,,196.31,4.0,2.0,2.0,有,無,29100000.0,148235.0,,0.0,0.0,,RPUNMLSLOHIGFCD78CB,仰哲,A5棟0號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,東區,房地(土地+建物),臺南市東區裕孝路,66.81,住,,,1120601.0,土地2建物1車位0,全,5.0,透天厝,住家用,鋼筋混凝土造,,197.54,4.0,2.0,2.0,有,無,31000000.0,156930.0,,0.0,0.0,,RPVNMLSLOHIGFCD88CB,仰哲,A2棟0號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,玉井區,房地(土地+建物),臺南市玉井區仁愛街508巷33弄,147.42,住,,,1120618.0,土地2建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,171.67,4.0,2.0,4.0,有,無,11000000.0,64076.0,,0.0,0.0,,RPPNMLSLOHIGFJD09DB,天外天,A1棟0號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,佳里區,房地(土地+建物)+車位,臺南市佳里區南勢街264號東側,43.71,住,,,1120616.0,土地1建物1車位1,四層,5.0,華廈(10層含以下有電梯),見其他登記事項,見其他登記事項,,129.7,3.0,2.0,2.0,有,無,8750000.0,66626.0,一樓平面,14.88,1100000.0,,RPPNMLSLOHIGFGD68CB,佳佳園2,B棟6號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,佳里區,房地(土地+建物),臺南市佳里區南勢街264號東側,45.67,住,,,1120621.0,土地1建物1車位0,四層,5.0,華廈(10層含以下有電梯),見其他登記事項,見其他登記事項,,127.98,3.0,2.0,2.0,有,無,8520000.0,66573.0,,0.0,0.0,,RPQNMLSLOHIGFGD78CB,佳佳園2,D棟6號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,佳里區,房地(土地+建物),臺南市佳里區南勢街264號東側,45.67,住,,,1120621.0,土地1建物1車位0,四層,5.0,華廈(10層含以下有電梯),見其他登記事項,見其他登記事項,,127.98,3.0,2.0,2.0,有,無,8520000.0,66573.0,,0.0,0.0,,RPRNMLSLOHIGFGD88CB,佳佳園2,D棟9號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,仁德區,房地(土地+建物)+車位,臺南市仁德區正義路,23.6,住,,,1120616.0,土地5建物1車位1,十層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,154.97,3.0,2.0,2.0,有,無,15060000.0,110267.0,坡道平面,32.54,1560000.0,,RPPNMLSLOHIGFID88CB,宗大青田,A棟2號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,仁德區,房地(土地+建物)+車位,臺南市仁德區正義路,21.52,住,,,1120616.0,土地5建物1車位1,六層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,144.67,3.0,2.0,2.0,有,無,13040000.0,104254.0,坡道平面,32.54,1350000.0,,RPQNMLSLOHIGFID98CB,宗大青田,A棟5號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,仁德區,房地(土地+建物)+車位,臺南市仁德區正義路,28.26,住,,,1120616.0,土地5建物1車位2,十五層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,209.8,4.0,2.0,2.0,有,無,18890000.0,107933.0,坡道平面,65.08,3270000.0,,RPRNMLSLOHIGFID09CB,宗大青田,B棟1號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,仁德區,房地(土地+建物)+車位,臺南市仁德區正義路,21.52,住,,,1120616.0,土地5建物1車位1,四層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,144.67,3.0,2.0,2.0,有,無,12900000.0,103451.0,坡道平面,32.54,1300000.0,,RPSNMLSLOHIGFID56CB,宗大青田,B棟3號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,仁德區,房地(土地+建物)+車位,臺南市仁德區正義路,21.52,住,,,1120606.0,土地5建物1車位1,六層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,144.67,3.0,2.0,2.0,有,無,13340000.0,104076.0,坡道平面,32.54,1670000.0,,RPTNMLSLOHIGFID66CB,宗大青田,B棟5號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,仁德區,房地(土地+建物)+車位,臺南市仁德區正義路,24.88,住,,,1120606.0,土地6建物1車位1,一層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,156.61,3.0,2.0,2.0,有,無,15200000.0,104293.0,坡道平面,25.92,1570000.0,,RPUNMLSLOHIGFID76CB,宗大青田,D棟1號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,仁德區,房地(土地+建物)+車位,臺南市仁德區正義路,18.31,住,,,1120531.0,土地6建物1車位1,十四層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,122.87,2.0,2.0,2.0,有,無,11020000.0,98504.0,坡道平面,25.92,1470000.0,,RPVNMLSLOHIGFID86CB,宗大青田,D棟2號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,仁德區,房地(土地+建物)+車位,臺南市仁德區正義路,23.49,住,,,1120614.0,土地6建物1車位1,十層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,150.22,3.0,2.0,2.0,有,無,14570000.0,103781.0,坡道平面,25.92,1670000.0,,RPWNMLSLOHIGFID96CB,宗大青田,D棟3號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,仁德區,房地(土地+建物)+車位,臺南市仁德區正義路,23.49,住,,,1120616.0,土地6建物1車位2,十五層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,176.14,3.0,2.0,2.0,有,無,16390000.0,105873.0,坡道平面,51.84,3230000.0,,RPXNMLSLOHIGFID07CB,宗大青田,D棟3號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,仁德區,房地(土地+建物)+車位,臺南市仁德區正義路,20.73,住,,,1120614.0,土地6建物1車位1,八層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,135.05,3.0,2.0,2.0,有,無,12960000.0,104921.0,坡道平面,25.92,1510000.0,,RPOOMLSLOHIGFID88CB,宗大青田,D棟5號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,仁德區,房地(土地+建物)+車位,臺南市仁德區正義路,20.73,住,,,1120531.0,土地6建物1車位1,二層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,135.05,3.0,2.0,2.0,有,無,11700000.0,95299.0,坡道平面,25.92,1300000.0,,RPPOMLSLOHIGFID98CB,宗大青田,D棟6號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,仁德區,房地(土地+建物)+車位,臺南市仁德區正義路,20.73,住,,,1120616.0,土地6建物1車位1,六層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,135.05,3.0,2.0,2.0,有,無,12900000.0,105379.0,坡道平面,25.92,1400000.0,,RPQOMLSLOHIGFID09CB,宗大青田,D棟6號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,仁德區,房地(土地+建物)+車位,臺南市仁德區正義路,20.73,住,,,1120606.0,土地6建物1車位1,七層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,135.05,3.0,2.0,2.0,有,無,13050000.0,105287.0,坡道平面,25.92,1560000.0,,RPROMLSLOHIGFID56CB,宗大青田,D棟6號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,仁德區,房地(土地+建物)+車位,臺南市仁德區正義路,23.49,住,,,1120614.0,土地6建物1車位1,二層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,150.22,3.0,2.0,2.0,有,無,12500000.0,89702.0,坡道平面,25.92,1350000.0,,RPSOMLSLOHIGFID66CB,宗大青田,E棟1號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,仁德區,房地(土地+建物)+車位,臺南市仁德區正義路,23.49,住,,,1120616.0,土地6建物1車位1,三層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,150.22,3.0,2.0,2.0,有,無,13700000.0,97667.0,坡道平面,25.92,1560000.0,,RPTOMLSLOHIGFID76CB,宗大青田,E棟5號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,仁德區,房地(土地+建物)+車位,臺南市仁德區正義路,20.73,住,,,1120606.0,土地6建物1車位2,十四層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,160.97,3.0,2.0,2.0,有,無,14920000.0,106112.0,坡道平面,51.84,3340000.0,,RPUOMLSLOHIGFID86CB,宗大青田,E棟6號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,仁德區,房地(土地+建物)+車位,臺南市仁德區正義路,20.73,住,,,1120614.0,土地6建物1車位1,四層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,135.05,3.0,2.0,2.0,有,無,12390000.0,99698.0,坡道平面,25.92,1510000.0,,RPVOMLSLOHIGFID96CB,宗大青田,E棟8號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,仁德區,房地(土地+建物)+車位,臺南市仁德區正義路,20.73,住,,,1120616.0,土地6建物1車位1,十三層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,135.05,3.0,2.0,2.0,有,無,13000000.0,105196.0,坡道平面,25.92,1520000.0,,RPWOMLSLOHIGFID07CB,宗大青田,E棟8號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,仁德區,房地(土地+建物),臺南市仁德區正義路,20.73,住,,,1120531.0,土地6建物1車位0,二層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,109.13,3.0,2.0,2.0,有,無,10100000.0,92550.0,,0.0,0.0,,RPQPMLSLOHIGFID56CB,宗大青田,E棟8號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,仁德區,房地(土地+建物)+車位,臺南市仁德區正義路,20.73,住,,,1120531.0,土地6建物1車位1,十一層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,135.05,3.0,2.0,2.0,有,無,12700000.0,101897.0,坡道平面,25.92,1580000.0,,RPRPMLSLOHIGFID66CB,宗大青田,E棟8號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,善化區,房地(土地+建物)+車位,臺南市善化區西衛20之1號對面,26.22,,鄉村區,乙種建築用地,1120627.0,土地1建物1車位1,三層,6.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,94.29,2.0,2.0,2.0,有,無,7500000.0,77880.0,坡道機械,8.26,800000.0,,RPPNMLSLOHIGFHD78CB,淳真年代I,1棟A7號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,善化區,房地(土地+建物)+車位,臺南市善化區西衛20之1號對面,26.25,,鄉村區,乙種建築用地,1120627.0,土地1建物1車位1,三層,6.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,93.42,2.0,2.0,2.0,有,無,7510000.0,78793.0,坡道機械,8.26,800000.0,,RPQNMLSLOHIGFHD88CB,淳真年代I,1棟A2號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,善化區,房地(土地+建物),臺南市善化區西衛20之1號對面,24.35,,鄉村區,乙種建築用地,1120627.0,土地1建物1車位0,二層,6.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,78.96,2.0,2.0,2.0,有,無,6220000.0,78774.0,,0.0,0.0,,RPRNMLSLOHIGFHD98CB,淳真年代I,1棟A6號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安定區,房地(土地+建物)+車位,臺南市安定區港口1-25號旁,26.71,,特定農業區,甲種建築用地,1120626.0,土地1建物1車位1,五層,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,123.16,2.0,2.0,2.0,有,無,9600000.0,87011.0,坡道平面,27.77,1300000.0,,RPSNMLSLOHIGFHD09CB,日初莊園-晨曦,A3棟5F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安定區,房地(土地+建物)+車位,臺南市安定區港口1-25號旁,26.71,,特定農業區,甲種建築用地,1120626.0,土地1建物1車位1,五層,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,123.16,2.0,2.0,2.0,有,無,9600000.0,87011.0,坡道平面,27.77,1300000.0,,RPTNMLSLOHIGFHD56CB,日初莊園-晨曦,B3棟5F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,善化區,房地(土地+建物),臺南市善化區什乃29-11號旁,79.66,,鄉村區,乙種建築用地,1120610.0,土地1建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,165.76,2.0,2.0,4.0,有,無,17500000.0,105574.0,,0.0,0.0,,RPUNMLSLOHIGFHD66CB,沅陞拾美莊園,B棟6號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,善化區,房地(土地+建物)+車位,臺南市善化區臺南市善化區小新里小新營384號東側,30.69,,特定農業區,甲種建築用地,1120614.0,土地1建物1車位1,六層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,136.26,3.0,2.0,2.0,有,無,11260000.0,85430.0,坡道平面,22.6,1550000.0,,RPVNMLSLOHIGFHD76CB,連建苒苒,A棟2號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安平區,房地(土地+建物)+車位,臺南市安平區永華路二段,8.43,商,,,1120625.0,土地1建物1車位1,四層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,93.75,2.0,2.0,2.0,有,無,8280000.0,94136.0,坡道機械,18.54,1200000.0,,RPPNMLSLOHIGFAD08CB,市政大道,A2-4F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安平區,房地(土地+建物)+車位,臺南市安平區健康一街17巷,10.51,住,,,1120603.0,土地3建物1車位1,七層,24.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,85.26,2.0,2.0,1.0,有,無,9970000.0,111026.0,坡道機械,6.72,1250000.0,,RPQNMLSLOHIGFAD18CB,潤隆鉑?,B棟9號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安平區,房地(土地+建物)+車位,臺南市安平區健康一街17巷,16.0,住,,,1120605.0,土地3建物1車位1,五層,24.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,138.01,3.0,2.0,2.0,有,無,15400000.0,112879.0,坡道平面,17.97,1850000.0,,RPRNMLSLOHIGFAD28CB,潤隆鉑?,B棟1號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安平區,房地(土地+建物)+車位,臺南市安平區健康一街17巷,10.91,住,,,1120605.0,土地3建物1車位1,十四層,24.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,88.4,2.0,2.0,1.0,有,無,10630000.0,114838.0,坡道機械,6.72,1250000.0,,RPSNMLSLOHIGFAD38CB,潤隆鉑?,B棟8號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安平區,房地(土地+建物)+車位,臺南市安平區健康一街17巷,11.14,住,,,1120605.0,土地3建物1車位1,五層,24.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,90.23,2.0,2.0,1.0,有,無,10350000.0,108969.0,坡道機械,6.72,1250000.0,,RPTNMLSLOHIGFAD48CB,潤隆鉑?,B棟7號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安平區,房地(土地+建物)+車位,臺南市安平區健康一街17巷,11.14,住,,,1120606.0,土地3建物1車位1,四層,24.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,90.23,2.0,2.0,1.0,有,無,10010000.0,104898.0,坡道機械,6.72,1250000.0,,RPUNMLSLOHIGFAD58CB,潤隆鉑?,A棟8號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安平區,房地(土地+建物)+車位,臺南市安平區健康一街17巷,10.91,住,,,1120607.0,土地3建物1車位1,六層,24.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,88.4,2.0,2.0,1.0,有,無,10400000.0,112023.0,坡道機械,6.72,1250000.0,,RPVNMLSLOHIGFAD68CB,潤隆鉑?,B棟8號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安平區,房地(土地+建物)+車位,臺南市安平區健康一街17巷,16.0,住,,,1120607.0,土地3建物1車位1,十三層,24.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,138.01,3.0,2.0,2.0,有,無,16150000.0,118294.0,坡道平面,17.97,1950000.0,,RPWNMLSLOHIGFAD78CB,潤隆鉑?,A棟1號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安平區,房地(土地+建物)+車位,臺南市安平區健康一街17巷,10.51,住,,,1120608.0,土地3建物1車位1,十二層,24.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,85.26,2.0,2.0,1.0,有,無,10210000.0,114082.0,坡道機械,6.72,1250000.0,,RPXNMLSLOHIGFAD88CB,潤隆鉑?,B棟9號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安平區,房地(土地+建物)+車位,臺南市安平區健康一街17巷,10.97,住,,,1120609.0,土地3建物1車位1,十六層,24.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,88.68,2.0,2.0,1.0,有,無,10710000.0,115422.0,坡道機械,6.72,1250000.0,,RPOOMLSLOHIGFAD08CB,潤隆鉑?,B棟8號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安平區,房地(土地+建物)+車位,臺南市安平區健康一街17巷,11.14,住,,,1120611.0,土地3建物1車位1,十二層,24.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,90.23,2.0,2.0,1.0,有,無,10750000.0,113759.0,坡道機械,6.72,1250000.0,,RPPOMLSLOHIGFAD18CB,潤隆鉑?,B棟7號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安平區,房地(土地+建物)+車位,臺南市安平區健康一街17巷,11.08,住,,,1120612.0,土地3建物1車位1,二十一層,24.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,99.37,2.0,2.0,1.0,有,無,11450000.0,116896.0,坡道平面,16.39,1750000.0,,RPQOMLSLOHIGFAD28CB,潤隆鉑?,A棟8號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安平區,房地(土地+建物)+車位,臺南市安平區健康一街17巷,11.37,住,,,1120612.0,土地3建物1車位1,二層,24.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,91.92,2.0,2.0,1.0,有,無,12630000.0,132981.0,坡道機械,6.72,1300000.0,,RPROMLSLOHIGFAD38CB,潤隆鉑?,B棟6號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安平區,房地(土地+建物)+車位,臺南市安平區健康一街17巷,10.85,住,,,1120613.0,土地3建物1車位1,三層,24.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,87.94,2.0,2.0,1.0,有,無,11020000.0,119675.0,坡道機械,6.72,1300000.0,,RPSOMLSLOHIGFAD48CB,潤隆鉑?,A棟5號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
