鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,來源資料夾_,鹿港鎮,房地(土地+建物)+車位,彰化縣鹿港鎮廖厝巷,18.02,Unnamed: 4,一般農業區,甲種建築用地,1120513,土地2建物1車位1,五層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,Unnamed: 14,94.59,2,1,1.1,有,無,7400000,95927,坡道平面,31.0,1300000,Unnamed: 26,RPPNMLOKNHIGFCN68CB,富旺艾美莊園,A棟7號,Unnamed: 30,來源資料夾,和美鎮,房地(土地+建物),彰化縣和美鎮北辰路,101.42,鄉村區,乙種建築用地,1120812,土地4建物1車位0,全,3,透天厝,162.06,4,3.1,13080000,80711,Unnamed: 23,0.0,0,RPQNMLQKQHIGFBN56CB,觀美墅NO.13,Ｃ棟10號,彰化市,彰化縣彰化市中正路二段190巷,10.76,商,Unnamed: 5,Unnamed: 6,1121111,土地1建物1車位1,七層,15,住宅大樓(11層含以上有電梯),117.87,2.1,2.2,10280000,104891,坡道機械,24.63,500000,RPPNMLNKJIIGFAN08CB,中正琢越,D-7F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,見其他登記事項,鋼筋混凝土造,,,2.0,,,有,無,,,,,,坐落土地:彰化縣員林市僑愛段1269、1292、1293地號等3筆土地，經合併後為僑愛段1269地號1筆土地。,,,,,112_04,員林市,房地(土地+建物)+車位,彰化縣員林市三多五街、三多東街、三多六街,25.85,,,1121102.0,土地1建物1車位1,九層,15.0,住宅大樓(11層含以上有電梯),143.61,3.0,2.0,12380000.0,92723.0,坡道平面,26.81,1550000.0,RPQNMLTJJIIGFDN98CB,昌祐時代,B棟09F號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,田尾鄉,房地(土地+建物)+車位,彰化縣田尾鄉福德巷,37.15,,,1121108.0,土地1建物1車位1,三層,5.0,華廈(10層含以下有電梯),117.43,3.0,2.0,7680000.0,65401.0,一樓平面,13.75,0.0,RPPNMLTJJIIGFFN09CB,富邑皇邸25號苑,3棟E號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,一樓有停車空間,,,,,112_04,溪湖鎮,房地(土地+建物),彰化縣溪湖鎮弘農路,113.84,,,1121019.0,土地2建物1車位0,全,4.0,透天厝,168.93,3.0,4.0,13700000.0,81099.0,,0.0,0.0,RPPNMLTJJIIGFHN66CB,山水湖居,A棟1號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,員林市,房地(土地+建物)+車位,彰化縣員林市新義街,40.37,,,1121016.0,土地6建物1車位1,七層,7.0,華廈(10層含以下有電梯),152.59,3.0,2.0,11000000.0,79783.0,一樓平面,31.01,1300000.0,RPPNMLTJJIIGFDN98DB,員林A2(青石上),7A1號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,交易總價含下列非屬預售屋價格之費用:受民情風俗因素影響；,,,,,112_04,田尾鄉,房地(土地+建物),彰化縣田尾鄉福德段0766-0000地號,106.01,特定農業區,甲種建築用地,1121104.0,土地1建物1車位0,全,3.0,透天厝,134.31,4.0,3.0,9080000.0,67605.0,,0.0,0.0,RPPNMLTJJIIGFFN56DB,肇天馨苑,B棟1號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,見其他登記事項,鋼筋混凝土造,,,2.0,,,有,無,,,,,,坐落土地:彰化縣員林市僑愛段1269、1292、1293地號等3筆土地，經合併後為僑愛段1269地號1筆土地。,,,,,112_04,員林市,房地(土地+建物)+車位,彰化縣員林市三多五街、三多東街、三多六街,25.85,,,1121017.0,土地1建物1車位1,十五層,15.0,住宅大樓(11層含以上有電梯),143.61,3.0,2.0,12350000.0,92466.0,坡道平面,26.81,1550000.0,RPPNMLKKJIIGFDN08CB,昌祐時代,B棟15F號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,社頭鄉,房地(土地+建物)+車位,彰化縣社頭鄉永興路,116.59,鄉村區,乙種建築用地,1121016.0,土地3建物1車位0,全,4.0,透天厝,175.7,5.0,4.0,12380000.0,70461.0,,0.0,0.0,RPPNMLKKJIIGFEN18CB,首華永新,B棟3號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,田尾鄉,房地(土地+建物),彰化縣田尾鄉福德段0766-0000地號,90.01,特定農業區,甲種建築用地,1121016.0,土地1建物1車位0,全,3.0,透天厝,134.31,4.0,3.0,9280000.0,69094.0,,0.0,0.0,RPPNMLKKJIIGFFN38DB,肇天馨苑,B棟3號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,彰化市,房地(土地+建物)+車位,彰化縣彰化市中山路二段874巷,43.27,,,1121021.0,土地6建物1車位1,四層,5.0,華廈(10層含以下有電梯),107.36,3.0,2.0,11500000.0,111948.0,其他,13.12,950000.0,RPPNMLMKJIIGFAN97CB,山水蒔光二期,4B棟10號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,彰化市,房地(土地+建物)+車位,彰化縣彰化市中山路二段874巷,40.58,,,1121021.0,土地6建物1車位1,五層,5.0,華廈(10層含以下有電梯),101.47,3.0,2.0,11450000.0,119411.0,其他,13.12,900000.0,RPQNMLMKJIIGFAN08CB,山水蒔光二期,5B棟6號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,交易總價含下列非屬預售屋價格之費用:家電禮券費:100000元,,,,,112_04,秀水鄉,房地(土地+建物)+車位,彰化縣秀水鄉彰水路一段764號旁,30.87,,,1121015.0,土地1建物1車位1,八層,13.0,住宅大樓(11層含以上有電梯),121.83,3.0,2.0,10630000.0,93219.0,坡道平面,22.28,1350000.0,RPRNMLMKJIIGFAN18CB,達莉心閱,H棟8號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,和美鎮,房地(土地+建物)+車位,彰化縣和美鎮西園路,29.0,鄉村區,乙種建築用地,1121031.0,土地2建物1車位1,三層,7.0,華廈(10層含以下有電梯),104.45,3.0,2.0,9580000.0,96094.0,其他,11.0,600000.0,RPPNMLMKJIIGFBN08CB,山水晴光一期,3A棟0號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,和美鎮,房地(土地+建物)+車位,彰化縣和美鎮西園路,29.01,鄉村區,乙種建築用地,1121105.0,土地2建物1車位1,六層,7.0,華廈(10層含以下有電梯),118.75,3.0,2.0,11080000.0,102504.0,一樓平面,25.29,1500000.0,RPQNMLMKJIIGFBN18CB,山水晴光一期,6B棟0號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,員林市,房地(土地+建物)+車位,彰化縣員林市新義街,30.41,,,1121025.0,土地1建物1車位1,十層,11.0,住宅大樓(11層含以上有電梯),156.74,3.0,2.0,15510000.0,99496.0,坡道平面,15.93,1500000.0,RPPNMLNKJIIGFDN38CB,泰和茂昕居,A1棟A1-10F號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,員林市,房地(土地+建物)+車位,彰化縣員林市新義街,30.41,,,1121025.0,土地1建物1車位1,九層,11.0,住宅大樓(11層含以上有電梯),157.84,3.0,2.0,15100000.0,95874.0,一樓平面,17.03,1600000.0,RPQNMLNKJIIGFDN48CB,泰和茂昕居,A2棟A2-9F號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,住家用,鋼筋混凝土造,,,1.0,,,有,無,,,,,,,,,,,112_04,埔鹽鄉,房地(土地+建物)+車位,彰化縣埔鹽鄉中華路285號兩側旁,41.26,,,1121107.0,土地2建物1車位1,三層,5.0,華廈(10層含以下有電梯),105.42,3.0,2.0,8500000.0,85300.0,一樓平面,19.84,1200000.0,RPRNMLNKJIIGFHN98CB,順澤華廈,A3-3F棟A3號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,芬園鄉,房地(土地+建物),彰化縣芬園鄉嘉東街,70.04,鄉村區,乙種建築用地,1121101.0,土地2建物1車位0,全,4.0,透天厝,142.17,4.0,4.0,12880000.0,90596.0,,0.0,0.0,RPPNMLOKJIIGFAN18CB,陸一和慕,D棟0號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,芬園鄉,房地(土地+建物),彰化縣芬園鄉嘉東街,63.04,鄉村區,乙種建築用地,1121108.0,土地2建物1車位0,全,4.0,透天厝,151.06,4.0,4.0,13350000.0,88375.0,,0.0,0.0,RPQNMLOKJIIGFAN28CB,陸一和慕,C棟0號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,彰化市,房地(土地+建物)+車位,彰化縣彰化市瑞陽街與埔陽街53巷路口,23.55,,,1121024.0,土地1建物1車位1,七層,15.0,住宅大樓(11層含以上有電梯),136.88,3.0,2.0,13580000.0,103946.0,坡道平面,22.59,1700000.0,RPRNMLOKJIIGFAN38CB,中山富域,A棟5號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,埔心鄉,房地(土地+建物)+車位,彰化縣埔心鄉員鹿路,41.72,,,1121023.0,土地2建物1車位1,三層,5.0,華廈(10層含以下有電梯),140.19,3.0,2.0,9500000.0,65644.0,一樓平面,13.75,1200000.0,RPPNMLOKJIIGFHN88CB,賀里漾,B棟3A號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,埔心鄉,房地(土地+建物)+車位,彰化縣埔心鄉員鹿路,41.72,,,1121103.0,土地2建物1車位1,五層,5.0,華廈(10層含以下有電梯),139.39,3.0,2.0,9600000.0,66858.0,一樓平面,13.75,1200000.0,RPQNMLOKJIIGFHN98CB,賀里漾,B棟5A號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,花壇鄉,房地(土地+建物)+車位,彰化縣花壇鄉口庄街319號對面,45.63,,,1121019.0,土地2建物1車位1,四層,7.0,華廈(10層含以下有電梯),108.52,3.0,2.0,8680000.0,81641.0,升降機械,12.0,800000.0,RPPNMLPKJIIGFAN28CB,辰品雲川,A1-4F號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,彰化市,房地(土地+建物)+車位,彰化縣彰化市永安街418號旁,33.13,,,1121109.0,土地3建物1車位1,三層,14.0,住宅大樓(11層含以上有電梯),182.06,3.0,2.0,20780000.0,126483.0,坡道平面,32.0,1800000.0,RPQNMLPKJIIGFAN38CB,君品大謙,B棟3號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,3.0,,,有,無,,,,,,,,,,,112_04,福興鄉,房地(土地+建物),彰化縣福興鄉福鹿段227-19地號,106.45,特定農業區,甲種建築用地,1121109.0,土地6建物1車位0,全,4.0,透天厝,240.27,5.0,6.0,22500000.0,93645.0,,0.0,0.0,RPPNMLPKJIIGFCN48CB,泰銓翡翠苑,A3棟1號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,二林鎮,房地(土地+建物),彰化縣二林鎮長春路,40.1,,,1121031.0,土地1建物1車位0,三層,7.0,華廈(10層含以下有電梯),100.48,3.0,2.0,6990000.0,69566.0,,0.0,0.0,RPQNMLPKJIIGFGN98CB,寀蘴大境,H2-3F棟0號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,二林鎮,房地(土地+建物),彰化縣二林鎮長春路,40.1,,,1121031.0,土地1建物1車位0,三層,7.0,華廈(10層含以下有電梯),100.48,3.0,2.0,6990000.0,69566.0,,0.0,0.0,RPRNMLPKJIIGFGN09CB,寀蘴大境,F2-3F棟0號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,住家用,鋼筋混凝土造,,,1.0,,,有,無,,,,,,,,,,,112_04,埔鹽鄉,房地(土地+建物)+車位,彰化縣埔鹽鄉中華路285號兩側旁,41.38,,,1121106.0,土地2建物1車位1,三層,5.0,華廈(10層含以下有電梯),105.42,3.0,2.0,8200000.0,80626.0,一樓平面,19.84,1300000.0,RPQNMLPKJIIGFHN09CB,順澤華廈,A2-3F棟A2號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,住家用,鋼筋混凝土造,,,1.0,,,有,無,,,,,,,,,,,112_04,埔鹽鄉,房地(土地+建物)+車位,彰化縣埔鹽鄉中華路285號兩側旁,41.26,,,1121106.0,土地2建物1車位1,三層,5.0,華廈(10層含以下有電梯),105.11,3.0,2.0,8200000.0,80919.0,一樓平面,19.84,1300000.0,RPRNMLPKJIIGFHN56CB,順澤華廈,A1-3F棟A1號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,芬園鄉,房地(土地+建物),彰化縣芬園鄉嘉東街,30.9,特定農業區,甲種建築用地,1121029.0,土地1建物1車位0,七層,7.0,華廈(10層含以下有電梯),96.8,3.0,2.0,7590000.0,78409.0,,0.0,0.0,RPPNMLQKJIIGFAN38CB,廣宣薪世代,B5-7F棟0號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,芬園鄉,房地(土地+建物),彰化縣芬園鄉嘉東街,30.9,特定農業區,甲種建築用地,1121030.0,土地1建物1車位0,四層,7.0,華廈(10層含以下有電梯),96.8,3.0,2.0,7350000.0,75930.0,,0.0,0.0,RPQNMLQKJIIGFAN48CB,廣宣薪世代,B5-4F棟0號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,和美鎮,房地(土地+建物)+車位,彰化縣和美鎮十茂路60巷,33.24,鄉村區,乙種建築用地,1121107.0,土地5建物1車位1,四層,5.0,華廈(10層含以下有電梯),89.84,2.0,2.0,8500000.0,94613.0,一樓平面,13.75,0.0,RPPNMLQKJIIGFBN48CB,理想家,A棟A1號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,鹿港鎮,房地(土地+建物),彰化縣鹿港鎮彰鹿路五段,99.14,鄉村區,乙種建築用地,1121021.0,土地2建物1車位0,全,3.0,透天厝,137.3,4.0,3.0,12000000.0,87400.0,,0.0,0.0,RPPNMLQKJIIGFCN58CB,頭等艙NO.22,A棟6號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,見其他登記事項,鋼筋混凝土造,,,2.0,,,有,無,,,,,,坐落土地:彰化縣員林市僑愛段1269、1292、1293地號等3筆土地，經合併後為僑愛段1269地號1筆土地。,,,,,112_04,員林市,房地(土地+建物)+車位,彰化縣員林市三多五街、三多東街、三多六街,18.62,,,1121107.0,土地1建物1車位1,十層,15.0,住宅大樓(11層含以上有電梯),111.19,2.0,1.0,9220000.0,90898.0,坡道平面,26.81,1550000.0,RPPNMLQKJIIGFDN68CB,昌祐時代,F棟10F號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,見其他登記事項,鋼筋混凝土造,,,3.0,,,有,無,,,,,,,,,,,112_04,社頭鄉,房地(土地+建物)+車位,彰化縣社頭鄉高鐵北二路,100.64,,,1121022.0,土地3建物1車位1,全,4.0,透天厝,171.17,4.0,3.0,13200000.0,77116.0,一樓平面,0.0,0.0,RPPNMLRKJIIGFEN88CB,榮彰高鐵升之泰,C棟3號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,田中鎮,房地(土地+建物)+車位,彰化縣田中鎮香山段926-12地號,82.84,特定農業區,甲種建築用地,1121103.0,土地3建物1車位1,全,3.0,透天厝,121.66,4.0,3.0,8500000.0,69867.0,一樓平面,13.75,0.0,RPQNMLRKJIIGFEN98CB,君順CUCU,B棟9號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,田中鎮,房地(土地+建物)+車位,彰化縣田中鎮香山段926-9地號,80.94,特定農業區,甲種建築用地,1121101.0,土地3建物1車位1,全,3.0,透天厝,121.66,4.0,3.0,8580000.0,70524.0,一樓平面,13.75,0.0,RPRNMLRKJIIGFEN09CB,君順CUCU,B棟6號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,埔心鄉,房地(土地+建物)+車位,彰化縣埔心鄉員鹿路,40.0,,,1121107.0,土地2建物1車位1,五層,5.0,華廈(10層含以下有電梯),134.15,3.0,2.0,9700000.0,70598.0,一樓平面,13.75,1200000.0,RPPNMLRKJIIGFHN56CB,賀里漾,B棟5E號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,埔心鄉,房地(土地+建物)+車位,彰化縣埔心鄉員鹿路一段,25.77,鄉村區,乙種建築用地,1121107.0,土地1建物1車位1,四層,11.0,住宅大樓(11層含以上有電梯),105.67,2.0,1.0,8590000.0,92660.0,坡道機械,21.06,750000.0,RPPNMLSKJIIGFHN66CB,心里程,L棟4號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,員林市,房地(土地+建物)+車位,彰化縣員林市建國路38巷58弄、建國路38巷24弄,38.63,,,1121105.0,土地3建物1車位1,三層,5.0,華廈(10層含以下有電梯),97.59,3.0,2.0,8660000.0,89575.0,坡道機械,7.61,600000.0,RPPNMLKLJIIGFDN18CB,惠眾享幸福,G棟3號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,見其他登記事項,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,田尾鄉,房地(土地+建物),彰化縣田尾鄉平生巷,82.11,鄉村區,乙種建築用地,1121029.0,土地1建物1車位0,全,3.0,透天厝,111.41,4.0,3.0,8280000.0,74320.0,,0.0,0.0,RPPNMLKLJIIGFFN38CB,森活逸墅,B棟6號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,,住家用,鋼筋混凝土造,,,1.0,,,有,無,,,,,,,,,,,112_04,彰化市,房地(土地+建物)+車位,彰化縣彰化市華山路42巷13號對面,48.61,,,1121022.0,土地2建物1車位1,三層,5.0,華廈(10層含以下有電梯),135.82,3.0,3.0,13390000.0,107291.0,一樓平面,25.0,1500000.0,RPPNMLKLJIIGFAN97DB,華山.璽悅,B1棟3F號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,本車位屬於法定停車位位於建物內部,,,,,112_04,伸港鄉,房地(土地+建物)+車位,彰化縣伸港鄉建國三街,95.47,,,1121027.0,土地3建物1車位1,全,5.0,透天厝,215.72,5.0,4.0,16700000.0,77415.0,一樓平面,13.75,0.0,RPPNMLKLJIIGFBN08DB,世霖官邸,A區棟10號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,員林市,房地(土地+建物)+車位,彰化縣員林市新義街,28.58,,,1121106.0,土地1建物1車位1,八層,11.0,住宅大樓(11層含以上有電梯),150.62,3.0,2.0,13870000.0,94220.0,坡道平面,18.27,1400000.0,RPPNMLLLJIIGFDN28CB,泰和茂昕居,A3棟A3-8F號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,交易總價含下列非屬預售屋價格之費用:親友、員工、共有人或其他特殊關係間之交易；,,,,,112_04,員林市,房地(土地+建物)+車位,彰化縣員林市新義街,28.93,,,1121106.0,土地1建物1車位1,十一層,11.0,住宅大樓(11層含以上有電梯),149.78,3.0,2.0,14300000.0,94882.0,一樓平面,15.93,1600000.0,RPQNMLLLJIIGFDN38CB,泰和茂昕居,A2棟A2-11F號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,員林市,房地(土地+建物)+車位,彰化縣員林市新義街,36.82,,,1121106.0,土地1建物1車位1,八層,11.0,住宅大樓(11層含以上有電梯),187.42,3.0,2.0,17670000.0,93726.0,一樓平面,17.03,1700000.0,RPRNMLLLJIIGFDN48CB,泰和茂昕居,A2棟A2-8F號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,住家用,鋼筋混凝土造,,,1.0,,,有,無,,,,,,,,,,,112_04,伸港鄉,房地(土地+建物)+車位,彰化縣伸港鄉建興二街,83.0,,,1121109.0,土地1建物1車位1,全,3.0,透天厝,183.0,4.0,3.0,13320000.0,72787.0,一樓平面,13.75,0.0,RPQNMLLLJIIGFBN28DB,禾風臻墅-建興,A棟3號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,住家用,鋼筋混凝土造,,,1.0,,,有,無,,,,,,,,,,,112_04,社頭鄉,房地(土地+建物)+車位,彰化縣社頭鄉民權路,29.03,,,1121104.0,土地1建物1車位1,三層,5.0,華廈(10層含以下有電梯),94.25,2.0,1.0,7800000.0,88586.0,一樓平面,16.36,900000.0,RPPNMLLLJIIGFEN48DB,暐豐望見,1棟C3號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,見其他登記事項,鋼筋混凝土造,,,1.0,,,有,無,,,,,,,,,,,112_04,員林市,房地(土地+建物),彰化縣員林市雙平路,23.6,,,1121031.0,土地3建物1車位0,三層,5.0,華廈(10層含以下有電梯),79.76,3.0,2.0,7450000.0,93405.0,,0.0,0.0,RPQNMLMLJIIGFDN48CB,祥瑞首綻,3H號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,1.0,,,有,無,,,,,,,,,,,112_04,大村鄉,房地(土地+建物)+車位,彰化縣大村鄉美港村中山路一段141巷,27.57,特定農業區,甲種建築用地,1121107.0,土地1建物1車位1,五層,5.0,華廈(10層含以下有電梯),89.14,3.0,2.0,7370000.0,86550.0,一樓平面,13.23,800000.0,RPSNMLMLJIIGFDN68CB,慶吉喜樂,B棟B3號,,,,,,,,,,,,,,,,,,,,,,
