鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,來源資料夾_,苗栗市,房地(土地+建物)+車位,苗栗縣苗栗市中華路607巷,45.82,住,Unnamed: 5,Unnamed: 6,1120511,土地3建物1車位1,五層,5,華廈(10層含以下有電梯),住家用,見其他登記事項,Unnamed: 14,135.71,3,2,2.1,有,無,8004750,63475,一樓平面,20.63,700000,車位:汽車、機車各1,RPPNMLMKNHIGFBK18DB,賞美,G棟5號,Unnamed: 30,來源資料夾,苗栗縣苗栗市中正路1218巷,30.22,1120811,土地1建物1車位1,七層,10,鋼筋混凝土造,174.2,9600000,61484,坡道平面,34.0,980000,交易總價含下列非屬預售屋價格之費用:親友、員工、共有人或其他特殊關係間之交易；,RPVNMLOKQHIGFBK56CB,勝觀苑,A棟7號,頭份市,苗栗縣頭份市中正路463巷,48.03,1121111,四層,鋼骨混凝土造,147.26,11280000,76599,12.41,0,Unnamed: 26,RPPNMLNKJIIGFFK28CB,星苑,E棟4F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭份市,房地(土地+建物),苗栗縣頭份市中央路,17.35,商,,,1120801.0,土地1建物1車位0,一層,15.0,店面(店鋪),商業用,鋼筋混凝土造,,162.04,0.0,0.0,1.0,有,無,22000000.0,135769.0,,0.0,0.0,整筆交易包含:竹南鎮藝文段18地號一筆，土地持分	0.01 	平方公尺，共計移轉面積	17.37 	平方公尺,RPXOMLLLQHIGFFK07CB,中央世紀,B棟店5-1F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭份市,房地(土地+建物)+車位,苗栗縣頭份市中央路,9.39,商,,,1120802.0,土地1建物1車位1,二層,20.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,101.77,2.0,2.0,1.0,有,無,10080000.0,107391.0,坡道機械,13.96,650000.0,整筆交易包含:竹南鎮藝文段18地號一筆，土地持分	0.01 	平方公尺，共計移轉面積	9.39 	平方公尺,RPOPMLLLQHIGFFK88CB,中央世紀,A棟9-2F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭份市,房地(土地+建物)+車位,苗栗縣頭份市中央路,9.16,商,,,1120805.0,土地1建物1車位1,三層,20.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,99.5,2.0,2.0,1.0,有,無,9810000.0,107084.0,坡道機械,13.96,650000.0,整筆交易包含:竹南鎮藝文段18地號一筆，土地持分	0.01 	平方公尺，共計移轉面積	9.16 	平方公尺,RPPPMLLLQHIGFFK98CB,中央世紀,A棟9-3F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭份市,房地(土地+建物)+車位,苗栗縣頭份市中央路,9.16,商,,,1120805.0,土地1建物1車位1,四層,20.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,99.5,2.0,2.0,1.0,有,無,9810000.0,107084.0,坡道機械,13.96,650000.0,整筆交易包含:竹南鎮藝文段18地號一筆，土地持分	0.01 	平方公尺，共計移轉面積	9.16 	平方公尺,RPQPMLLLQHIGFFK09CB,中央世紀,A棟9-4F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,後龍鎮,房地(土地+建物),苗栗縣後龍鎮校椅一路,84.31,住,,,1120731.0,土地4建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,215.85,4.0,2.0,3.0,有,無,18490000.0,85661.0,,0.0,0.0,,RPPNMLLLQHIGFDK58CB,有謙42期,A棟9號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,後龍鎮,房地(土地+建物),苗栗縣後龍鎮校椅一路,78.01,住,,,1120731.0,土地5建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,205.98,4.0,2.0,3.0,有,無,16170000.0,78503.0,,0.0,0.0,,RPQNMLLLQHIGFDK68CB,有謙42期,B棟8號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,竹南鎮,房地(土地+建物),苗栗縣竹南鎮佳北二街,90.09,住,,,1120801.0,土地2建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,206.57,5.0,2.0,6.0,有,無,14900000.0,72131.0,,0.0,0.0,,RPSNMLLLQHIGFDK88CB,御國佳緣,B棟5號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,竹南鎮,房地(土地+建物)+車位,苗栗縣竹南鎮中正路,45.75,住,,,1120728.0,土地1建物1車位1,四層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,145.45,3.0,2.0,2.0,有,無,13800000.0,94878.0,一樓平面,23.73,0.0,,RPPOMLLLQHIGFDK68CB,諾貝爾5,B棟4號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,竹南鎮,房地(土地+建物)+車位,苗栗縣竹南鎮中正路,45.84,住,,,1120728.0,土地1建物1車位1,二層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,145.45,3.0,2.0,2.0,有,無,13650000.0,93847.0,一樓平面,23.73,0.0,,RPQOMLLLQHIGFDK78CB,諾貝爾5,A棟2號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,竹南鎮,房地(土地+建物)+車位,苗栗縣竹南鎮中正路,45.84,住,,,1120729.0,土地1建物1車位1,四層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,145.45,3.0,2.0,2.0,有,無,13900000.0,95565.0,一樓平面,23.73,0.0,,RPROMLLLQHIGFDK88CB,諾貝爾5,A棟4號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,竹南鎮,房地(土地+建物)+車位,苗栗縣竹南鎮中正路,45.84,住,,,1120729.0,土地1建物1車位1,五層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,145.45,3.0,2.0,2.0,有,無,14000000.0,96253.0,一樓平面,23.73,0.0,,RPSOMLLLQHIGFDK98CB,諾貝爾5,A棟5號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,竹南鎮,房地(土地+建物)+車位,苗栗縣竹南鎮中正路,45.75,住,,,1120801.0,土地1建物1車位1,二層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,145.45,3.0,2.0,2.0,有,無,13600000.0,93503.0,一樓平面,23.73,0.0,,RPTOMLLLQHIGFDK09CB,諾貝爾5,B棟2號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,竹南鎮,房地(土地+建物)+車位,苗栗縣竹南鎮中正路,45.75,住,,,1120801.0,土地1建物1車位1,五層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,145.45,3.0,2.0,2.0,有,無,13900000.0,95565.0,一樓平面,23.73,0.0,,RPUOMLLLQHIGFDK56CB,諾貝爾5,B棟5號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,竹南鎮,房地(土地+建物)+車位,苗栗縣竹南鎮中正路,45.75,住,,,1120804.0,土地1建物1車位1,三層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,145.45,3.0,2.0,2.0,有,無,13750000.0,94534.0,一樓平面,23.73,0.0,,RPVOMLLLQHIGFDK66CB,諾貝爾5,B棟3號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,竹南鎮,房地(土地+建物)+車位,苗栗縣竹南鎮中正路,45.84,住,,,1120806.0,土地1建物1車位1,三層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,145.45,3.0,2.0,2.0,有,無,13800000.0,94878.0,一樓平面,23.73,0.0,,RPWOMLLLQHIGFDK76CB,諾貝爾5,A棟3號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,公館鄉,房地(土地+建物)+車位,苗栗縣公館鄉玉泉村13鄰353號對面,30.79,住,,,1120725.0,土地2建物1車位2,六層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,158.58,2.0,2.0,2.0,有,無,7800000.0,65971.0,坡道平面,64.6,1600000.0,,RPPNMLLLQHIGFBK38CB,山豐青朗,A棟1-6號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,苑裡鎮,房地(土地+建物),苗栗縣苑裡鎮興隆段311地號,35.17,住,,,1120801.0,土地1建物1車位0,三層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,113.71,3.0,2.0,2.0,有,無,7500000.0,65957.0,,0.0,0.0,,RPPNMLLLQHIGFCK48CB,?河館,A1棟3號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,苑裡鎮,房地(土地+建物),苗栗縣苑裡鎮興隆段311地號,34.25,住,,,1120728.0,土地1建物1車位0,九層,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,110.92,3.0,2.0,2.0,有,無,7450000.0,67166.0,,0.0,0.0,,RPQNMLLLQHIGFCK58CB,?河館,B1棟9號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,苑裡鎮,房地(土地+建物)+車位,苗栗縣苑裡鎮客庄里20鄰客庄59之8號旁,36.44,商,,,1120810.0,土地1建物1車位2,八層,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,234.91,3.0,2.0,2.0,有,無,13000000.0,62163.0,坡道平面,66.0,2500000.0,,RPPNMLMLQHIGFCK68DB,世界夢想家,8F-D號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,苑裡鎮,房地(土地+建物)+車位,苗栗縣苑裡鎮客庄里20鄰客庄59之8號旁,35.04,商,,,1120810.0,土地1建物1車位1,三層,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,195.45,3.0,2.0,2.0,有,無,11100000.0,60634.0,坡道平面,33.0,1250000.0,,RPQNMLMLQHIGFCK78DB,世界夢想家,3F-C號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,公館鄉,房地(土地+建物)+車位,苗栗縣公館鄉玉泉村玉泉29-1號,39.92,住,,,1120621.0,土地1建物1車位1,四層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,116.01,3.0,2.0,2.0,有,無,7160000.0,61719.0,一樓平面,20.23,0.0,,RPXNMLMLQHIGFBK66CB,幸福里二期,4C棟0號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,苗栗市,房地(土地+建物)+車位,苗栗縣苗栗市國華路1138巷5號附近,38.3,住,,,1120810.0,土地1建物1車位1,三層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,178.8,3.0,2.0,2.0,有,無,12600000.0,77285.0,坡道平面,30.0,1100000.0,,RPPNMLNLQHIGFBK58CB,玥華,A6-3F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,卓蘭鎮,房地(土地+建物),苗栗縣卓蘭鎮卓坪路,100.41,住,,,1120731.0,土地3建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,157.15,4.0,2.0,5.0,有,無,13680000.0,87051.0,,0.0,0.0,,RPPNMLNLQHIGFAK48CB,馥域17,B棟6號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,卓蘭鎮,房地(土地+建物),苗栗縣卓蘭鎮卓坪路,100.41,住,,,1120731.0,土地3建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,157.15,4.0,2.0,5.0,有,無,13680000.0,87051.0,,0.0,0.0,,RPQNMLNLQHIGFAK58CB,馥域17,B棟1號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,後龍鎮,房地(土地+建物),苗栗縣後龍鎮造豐路,107.26,農,,,1120808.0,土地3建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,179.48,4.0,2.0,3.0,有,無,13880000.0,77335.0,,0.0,0.0,,RPPNMLNLQHIGFDK78CB,富學市,C棟6號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,竹南鎮,房地(土地+建物)+車位,苗栗縣竹南鎮公北三街及公園一街交叉路口,17.6,商,,,1120803.0,土地1建物1車位2,三層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,217.0,3.0,2.0,2.0,有,無,21100000.0,108203.0,坡道平面,49.26,2950000.0,1.本筆交易含頭份市公園段25地號1筆土地持分0.59平方公尺，共計18.19平方公尺。2.另含一個機車位不計價。,RPQNMLNLQHIGFDK88CB,捷笙ART+,A1棟3F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭份市,房地(土地+建物)+車位,苗栗縣頭份市中央路,9.16,商,,,1120807.0,土地1建物1車位1,五層,20.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,99.5,2.0,2.0,1.0,有,無,9860000.0,107669.0,坡道機械,13.96,650000.0,整筆交易包含:竹南鎮藝文段18地號一筆，土地持分	0.01 	平方公尺，共計移轉面積	9.16 	平方公尺,RPPNMLNLQHIGFFK98CB,中央世紀,A棟9-5F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭份市,房地(土地+建物)+車位,苗栗縣頭份市中央路,9.16,商,,,1120806.0,土地1建物1車位1,六層,20.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,99.5,2.0,2.0,1.0,有,無,9880000.0,107903.0,坡道機械,13.96,650000.0,整筆交易包含:竹南鎮藝文段18地號一筆，土地持分	0.01 	平方公尺，共計移轉面積	9.16 	平方公尺,RPQNMLNLQHIGFFK09CB,中央世紀,A棟9-6F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭份市,房地(土地+建物)+車位,苗栗縣頭份市中央路,9.16,商,,,1120806.0,土地1建物1車位1,八層,20.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,99.5,2.0,2.0,1.0,有,無,9990000.0,109189.0,坡道機械,13.96,650000.0,整筆交易包含:竹南鎮藝文段18地號一筆，土地持分	0.01 	平方公尺，共計移轉面積	9.16 	平方公尺,RPRNMLNLQHIGFFK56CB,中央世紀,A棟9-8F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭份市,房地(土地+建物)+車位,苗栗縣頭份市中央路,9.16,商,,,1120807.0,土地1建物1車位1,九層,20.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,108.8,2.0,2.0,1.0,有,無,10840000.0,109773.0,坡道平面,23.26,1450000.0,整筆交易包含:竹南鎮藝文段18地號一筆，土地持分	0.01 	平方公尺，共計移轉面積	9.16 	平方公尺,RPSNMLNLQHIGFFK66CB,中央世紀,A棟9-9F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭份市,房地(土地+建物)+車位,苗栗縣頭份市中央路,9.16,商,,,1120801.0,土地1建物1車位1,十層,20.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,108.8,2.0,2.0,1.0,有,無,10840000.0,109773.0,坡道平面,23.26,1450000.0,整筆交易包含:竹南鎮藝文段18地號一筆，土地持分	0.01 	平方公尺，共計移轉面積	9.16 	平方公尺,RPTNMLNLQHIGFFK76CB,中央世紀,A棟9-10F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭份市,房地(土地+建物)+車位,苗栗縣頭份市中央路,9.16,商,,,1120807.0,土地1建物1車位1,十二層,20.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,108.8,2.0,2.0,1.0,有,無,10770000.0,110124.0,坡道平面,23.26,1350000.0,整筆交易包含:竹南鎮藝文段18地號一筆，土地持分	0.01 	平方公尺，共計移轉面積	9.16 	平方公尺,RPUNMLNLQHIGFFK86CB,中央世紀,A棟9-12F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭份市,房地(土地+建物)+車位,苗栗縣頭份市中央路,9.16,商,,,1120806.0,土地1建物1車位1,十三層,20.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,110.91,2.0,2.0,1.0,有,無,10790000.0,110358.0,坡道平面,25.37,1350000.0,整筆交易包含:竹南鎮藝文段18地號一筆，土地持分	0.01 	平方公尺，共計移轉面積	9.16 	平方公尺,RPVNMLNLQHIGFFK96CB,中央世紀,A棟9-13F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭份市,房地(土地+建物)+車位,苗栗縣頭份市中央路,9.16,商,,,1120802.0,土地1建物1車位1,十九層,20.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,108.8,2.0,2.0,1.0,有,無,11790000.0,120879.0,坡道平面,23.26,1450000.0,整筆交易包含:竹南鎮藝文段18地號一筆，土地持分	0.01 	平方公尺，共計移轉面積	9.16 	平方公尺,RPWNMLNLQHIGFFK07CB,中央世紀,A棟9-19F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭份市,房地(土地+建物)+車位,苗栗縣頭份市中央路,9.16,商,,,1120805.0,土地1建物1車位1,二十層,20.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,108.8,2.0,2.0,1.0,有,無,12850000.0,134440.0,坡道平面,23.26,1350000.0,整筆交易包含:竹南鎮藝文段18地號一筆，土地持分	0.01 	平方公尺，共計移轉面積	9.16 	平方公尺,RPXNMLNLQHIGFFK17CB,中央世紀,A棟9-20F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭份市,房地(土地+建物)+車位,苗栗縣頭份市中央路,15.57,商,,,1120806.0,土地1建物1車位1,三層,20.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,168.67,3.0,2.0,2.0,有,無,17690000.0,110996.0,坡道平面,23.26,1550000.0,整筆交易包含:竹南鎮藝文段18地號一筆，土地持分0.01平方公尺，共計移轉面積15.58平方公尺,RPOOMLNLQHIGFFK98CB,中央世紀,A棟10-3F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭份市,房地(土地+建物)+車位,苗栗縣頭份市中央路,15.57,商,,,1120806.0,土地1建物1車位1,四層,20.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,166.81,3.0,2.0,2.0,有,無,17150000.0,108658.0,坡道平面,21.4,1350000.0,整筆交易包含:竹南鎮藝文段18地號一筆，土地持分0.01平方公尺，共計移轉面積15.58平方公尺,RPPOMLNLQHIGFFK09CB,中央世紀,A棟10-4F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭份市,房地(土地+建物)+車位,苗栗縣頭份市中央路,15.57,商,,,1120810.0,土地1建物1車位1,五層,20.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,168.67,3.0,2.0,2.0,有,無,17640000.0,109965.0,坡道平面,23.26,1650000.0,整筆交易包含:竹南鎮藝文段18地號一筆，土地持分0.01平方公尺，共計移轉面積15.58平方公尺,RPQOMLNLQHIGFFK56CB,中央世紀,A棟10-5F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭份市,房地(土地+建物)+車位,苗栗縣頭份市中央路,15.57,商,,,1120803.0,土地1建物1車位1,七層,20.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,166.81,3.0,2.0,2.0,有,無,17520000.0,111203.0,坡道平面,21.4,1350000.0,整筆交易包含:竹南鎮藝文段18地號一筆，土地持分0.01平方公尺，共計移轉面積15.58平方公尺,RPROMLNLQHIGFFK66CB,中央世紀,A棟10-7F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭份市,房地(土地+建物),苗栗縣頭份市頭份258之1號附近顯會段232地號,12.68,住,,,1120803.0,土地1建物1車位0,二層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,55.81,1.0,1.0,1.0,有,無,4980000.0,89231.0,,0.0,0.0,,RPSOMLNLQHIGFFK76CB,潮堂,A棟12-2F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭份市,房地(土地+建物)+車位,苗栗縣頭份市頭份258之1號附近顯會段232地號,12.6,住,,,1120803.0,土地1建物1車位1,十一層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,92.87,1.0,1.0,1.0,有,無,7980000.0,117636.0,坡道平面,37.36,1450000.0,,RPTOMLNLQHIGFFK86CB,潮堂,A棟11-11F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭份市,房地(土地+建物)+車位,苗栗縣頭份市中央路,15.57,商,,,1120805.0,土地1建物1車位1,八層,20.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,168.67,3.0,2.0,2.0,有,無,17560000.0,109415.0,坡道平面,23.26,1650000.0,整筆交易包含:竹南鎮藝文段18地號一筆，土地持分0.01平方公尺，共計移轉面積15.58平方公尺,RPUOMLNLQHIGFFK96CB,中央世紀,A棟10-8F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭份市,房地(土地+建物)+車位,苗栗縣頭份市中央路,15.57,商,,,1120810.0,土地1建物1車位1,九層,20.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,168.67,3.0,2.0,2.0,有,無,17460000.0,110102.0,坡道平面,23.26,1450000.0,整筆交易包含:竹南鎮藝文段18地號一筆，土地持分0.01平方公尺，共計移轉面積15.58平方公尺,RPVOMLNLQHIGFFK07CB,中央世紀,A棟10-9F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭份市,房地(土地+建物)+車位,苗栗縣頭份市中央路,15.57,商,,,1120803.0,土地1建物1車位1,十八層,20.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,173.32,3.0,2.0,2.0,有,無,18980000.0,118149.0,坡道平面,27.91,1800000.0,整筆交易包含:竹南鎮藝文段18地號一筆，土地持分0.01平方公尺，共計移轉面積15.58平方公尺,RPWOMLNLQHIGFFK17CB,中央世紀,A棟10-18F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭份市,房地(土地+建物)+車位,苗栗縣頭份市中央路,15.07,商,,,1120804.0,土地1建物1車位1,十四層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,166.42,3.0,2.0,2.0,有,無,20730000.0,135980.0,坡道平面,25.37,1550000.0,整筆交易包含:竹南鎮藝文段18地號一筆，土地持分	0.01 	平方公尺，共計移轉面積	15.08 	平方公尺,RPXOMLNLQHIGFFK27CB,中央世紀,B棟1-14F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭份市,房地(土地+建物)+車位,苗栗縣頭份市中央路,13.9,商,,,1120802.0,土地1建物1車位1,二層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,151.4,3.0,2.0,2.0,有,無,15150000.0,104615.0,坡道平面,21.4,1550000.0,整筆交易包含:竹南鎮藝文段18地號一筆，土地持分	0.01 	平方公尺，共計移轉面積	13.91 	平方公尺,RPOPMLNLQHIGFFK09CB,中央世紀,B棟3-2F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭份市,房地(土地+建物)+車位,苗栗縣頭份市中央路,13.9,商,,,1120801.0,土地1建物1車位1,十二層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,153.26,3.0,2.0,2.0,有,無,16520000.0,114385.0,坡道平面,23.26,1650000.0,整筆交易包含:竹南鎮藝文段18地號一筆，土地持分	0.01 	平方公尺，共計移轉面積	13.91 	平方公尺,RPPPMLNLQHIGFFK56CB,中央世紀,B棟3-12F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
