鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,來源資料夾_,苗栗市,房地(土地+建物)+車位,苗栗縣苗栗市中華路607巷,45.82,住,Unnamed: 5,Unnamed: 6,1120511,土地3建物1車位1,五層,5,華廈(10層含以下有電梯),住家用,見其他登記事項,Unnamed: 14,135.71,3,2,2.1,有,無,8004750,63475,一樓平面,20.63,700000,車位:汽車、機車各1,RPPNMLMKNHIGFBK18DB,賞美,G棟5號,Unnamed: 30,來源資料夾,苗栗縣苗栗市中正路1218巷,30.22,1120811,土地1建物1車位1,七層,10,鋼筋混凝土造,174.2,9600000,61484,坡道平面,34.0,980000,交易總價含下列非屬預售屋價格之費用:親友、員工、共有人或其他特殊關係間之交易；,RPVNMLOKQHIGFBK56CB,勝觀苑,A棟7號,頭份市,苗栗縣頭份市中正路463巷,48.03,1121111,四層,鋼骨混凝土造,147.26,11280000,76599,12.41,0,Unnamed: 26,RPPNMLNKJIIGFFK28CB,星苑,E棟4F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭份市,房地(土地+建物)+車位,苗栗縣頭份市中央路,8.78,商,,,1120802.0,土地1建物1車位1,十層,20.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,105.39,2.0,2.0,1.0,有,無,10940000.0,116766.0,坡道平面,23.26,1350000.0,整筆交易包含:竹南鎮藝文段18地號一筆，土地持分	0.01 	平方公尺，共計移轉面積	8.78 	平方公尺,RPQNMLSKQHIGFFK86CB,中央世紀,A棟8-10F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭份市,房地(土地+建物)+車位,苗栗縣頭份市中央路,8.78,商,,,1120806.0,土地1建物1車位1,十一層,20.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,105.39,2.0,2.0,1.0,有,無,10760000.0,114574.0,坡道平面,23.26,1350000.0,整筆交易包含:竹南鎮藝文段18地號一筆，土地持分	0.01 	平方公尺，共計移轉面積	8.78 	平方公尺,RPRNMLSKQHIGFFK96CB,中央世紀,A棟8-11F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭份市,房地(土地+建物)+車位,苗栗縣頭份市中央路,8.78,商,,,1120806.0,土地1建物1車位1,十二層,20.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,105.39,2.0,2.0,1.0,有,無,10790000.0,114940.0,坡道平面,23.26,1350000.0,整筆交易包含:竹南鎮藝文段18地號一筆，土地持分	0.01 	平方公尺，共計移轉面積	8.78 	平方公尺,RPSNMLSKQHIGFFK07CB,中央世紀,A棟8-12F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭份市,房地(土地+建物)+車位,苗栗縣頭份市中央路,8.78,商,,,1120806.0,土地1建物1車位1,十五層,20.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,96.09,2.0,2.0,1.0,有,無,9240000.0,104590.0,坡道機械,13.96,650000.0,整筆交易包含:竹南鎮藝文段18地號一筆，土地持分	0.01 	平方公尺，共計移轉面積	8.78 	平方公尺,RPTNMLSKQHIGFFK17CB,中央世紀,A棟8-15F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭份市,房地(土地+建物)+車位,苗栗縣頭份市中央路,8.78,商,,,1120805.0,土地1建物1車位1,十六層,20.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,103.53,2.0,2.0,1.0,有,無,9870000.0,104956.0,坡道平面,21.4,1250000.0,整筆交易包含:竹南鎮藝文段18地號一筆，土地持分	0.01 	平方公尺，共計移轉面積	8.78 	平方公尺,RPUNMLSKQHIGFFK27CB,中央世紀,A棟8-16F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭份市,房地(土地+建物)+車位,苗栗縣頭份市中央路,8.78,商,,,1120808.0,土地1建物1車位1,十七層,20.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,105.39,2.0,2.0,1.0,有,無,9790000.0,102764.0,坡道平面,23.26,1350000.0,整筆交易包含:竹南鎮藝文段18地號一筆，土地持分	0.01 	平方公尺，共計移轉面積	8.78 	平方公尺,RPVNMLSKQHIGFFK37CB,中央世紀,A棟8-17F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭份市,房地(土地+建物)+車位,苗栗縣頭份市中央路,8.78,商,,,1120806.0,土地1建物1車位1,十八層,20.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,105.39,2.0,2.0,1.0,有,無,11000000.0,117497.0,坡道平面,23.26,1350000.0,整筆交易包含:竹南鎮藝文段18地號一筆，土地持分	0.01 	平方公尺，共計移轉面積	8.78 	平方公尺,RPWNMLSKQHIGFFK47CB,中央世紀,A棟8-18F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭份市,房地(土地+建物)+車位,苗栗縣頭份市中央路,13.9,商,,,1120802.0,土地1建物1車位1,三層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,153.26,3.0,2.0,2.0,有,無,15150000.0,104615.0,坡道平面,23.26,1550000.0,整筆交易包含:竹南鎮藝文段18地號一筆，土地持分	0.01 	平方公尺，共計移轉面積	13.91 	平方公尺,RPXNMLSKQHIGFFK57CB,中央世紀,B棟3-3F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭份市,房地(土地+建物)+車位,苗栗縣頭份市中央路,13.9,商,,,1120802.0,土地1建物1車位1,五層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,153.26,3.0,2.0,2.0,有,無,15380000.0,106385.0,坡道平面,23.26,1550000.0,整筆交易包含:竹南鎮藝文段18地號一筆，土地持分	0.01 	平方公尺，共計移轉面積	13.91 	平方公尺,RPOOMLSKQHIGFFK76CB,中央世紀,B棟3-5F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭份市,房地(土地+建物)+車位,苗栗縣頭份市中央路,15.07,商,,,1120807.0,土地1建物1車位1,四層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,164.31,3.0,2.0,2.0,有,無,17140000.0,111237.0,坡道平面,23.26,1450000.0,整筆交易包含:竹南鎮藝文段18地號一筆，土地持分	0.01 	平方公尺，共計移轉面積	15.08 	平方公尺,RPROMLSKQHIGFFK07CB,中央世紀,B棟2-4F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭份市,房地(土地+建物)+車位,苗栗縣頭份市中央路,15.07,商,,,1120802.0,土地1建物1車位1,三層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,164.31,3.0,2.0,2.0,有,無,17240000.0,111237.0,坡道平面,23.26,1550000.0,整筆交易包含:竹南鎮藝文段18地號一筆，土地持分	0.01 	平方公尺，共計移轉面積	15.08 	平方公尺,RPSOMLSKQHIGFFK17CB,中央世紀,B棟2-3F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭份市,房地(土地+建物)+車位,苗栗縣頭份市中央路,15.07,商,,,1120810.0,土地1建物1車位1,十層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,164.31,3.0,2.0,2.0,有,無,18240000.0,117618.0,坡道平面,23.26,1650000.0,整筆交易包含:竹南鎮藝文段18地號一筆，土地持分	0.01 	平方公尺，共計移轉面積	15.08 	平方公尺,RPTOMLSKQHIGFFK27CB,中央世紀,B棟2-10F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭份市,房地(土地+建物)+車位,苗栗縣頭份市中央路,15.07,商,,,1120805.0,土地1建物1車位1,十一層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,164.31,3.0,2.0,2.0,有,無,18320000.0,118185.0,坡道平面,23.26,1650000.0,整筆交易包含:竹南鎮藝文段18地號一筆，土地持分	0.01 	平方公尺，共計移轉面積	15.08 	平方公尺,RPUOMLSKQHIGFFK37CB,中央世紀,B棟2-11F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭份市,房地(土地+建物)+車位,苗栗縣頭份市中央路,9.05,商,,,1120810.0,土地1建物1車位1,九層,20.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.92,2.0,2.0,1.0,有,無,10740000.0,109733.0,坡道平面,23.26,1450000.0,整筆交易包含:竹南鎮藝文段18地號一筆，土地持分	0.01 	平方公尺，共計移轉面積	9.06 	平方公尺,RPVOMLSKQHIGFFK47CB,中央世紀,A棟5-9F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭份市,房地(土地+建物)+車位,苗栗縣頭份市中央路,15.07,商,,,1120804.0,土地1建物1車位1,十二層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,164.31,3.0,2.0,2.0,有,無,18310000.0,118823.0,坡道平面,23.26,1550000.0,整筆交易包含:竹南鎮藝文段18地號一筆，土地持分	0.01 	平方公尺，共計移轉面積	15.08 	平方公尺,RPWOMLSKQHIGFFK57CB,中央世紀,B棟2-12F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭份市,房地(土地+建物)+車位,苗栗縣頭份市中央路,14.9,商,,,1120803.0,土地1建物1車位1,八層,20.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,162.51,3.0,2.0,2.0,有,無,16540000.0,107648.0,坡道平面,23.26,1550000.0,整筆交易包含:竹南鎮藝文段18地號一筆，土地持分	0.01 	平方公尺，共計移轉面積	14.91 	平方公尺,RPXOMLSKQHIGFFK67CB,中央世紀,A棟6-8F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭份市,房地(土地+建物)+車位,苗栗縣頭份市中央路,14.9,商,,,1120803.0,土地1建物1車位1,九層,20.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,162.51,3.0,2.0,2.0,有,無,16620000.0,108223.0,坡道平面,23.26,1550000.0,整筆交易包含:竹南鎮藝文段18地號一筆，土地持分	0.01 	平方公尺，共計移轉面積	14.91 	平方公尺,RPOPMLSKQHIGFFK86CB,中央世紀,A棟6-9F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭份市,房地(土地+建物)+車位,苗栗縣頭份市中央路,9.05,商,,,1120808.0,土地1建物1車位1,十層,20.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.92,2.0,2.0,1.0,有,無,10790000.0,110324.0,坡道平面,23.26,1450000.0,整筆交易包含:竹南鎮藝文段18地號一筆，土地持分	0.01 	平方公尺，共計移轉面積	9.06 	平方公尺,RPPPMLSKQHIGFFK96CB,中央世紀,A棟5-10F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭份市,房地(土地+建物)+車位,苗栗縣頭份市中央路,14.9,商,,,1120807.0,土地1建物1車位1,十層,20.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,162.51,3.0,2.0,2.0,有,無,16700000.0,108797.0,坡道平面,23.26,1550000.0,整筆交易包含:竹南鎮藝文段18地號一筆，土地持分	0.01 	平方公尺，共計移轉面積	14.91 	平方公尺,RPQPMLSKQHIGFFK07CB,中央世紀,A棟6-10F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭份市,房地(土地+建物)+車位,苗栗縣頭份市中央路,9.16,商,,,1120808.0,土地1建物1車位1,十七層,20.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,108.8,2.0,2.0,1.0,有,無,10790000.0,109189.0,坡道平面,23.26,1450000.0,整筆交易包含:竹南鎮藝文段18地號一筆，土地持分	0.01 	平方公尺，共計移轉面積	9.16 	平方公尺,RPRPMLSKQHIGFFK17CB,中央世紀,A棟9-17F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭份市,房地(土地+建物)+車位,苗栗縣頭份市中央路,14.9,商,,,1120804.0,土地1建物1車位1,十一層,20.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,162.51,3.0,2.0,2.0,有,無,16790000.0,109443.0,坡道平面,23.26,1550000.0,整筆交易包含:竹南鎮藝文段18地號一筆，土地持分	0.01 	平方公尺，共計移轉面積	14.91 	平方公尺,RPSPMLSKQHIGFFK27CB,中央世紀,A棟6-11F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭份市,房地(土地+建物)+車位,苗栗縣頭份市中央路,14.9,商,,,1120804.0,土地1建物1車位1,十六層,20.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,162.51,3.0,2.0,2.0,有,無,17040000.0,111239.0,坡道平面,23.26,1550000.0,整筆交易包含:竹南鎮藝文段18地號一筆，土地持分	0.01 	平方公尺，共計移轉面積	14.91 	平方公尺,RPTPMLSKQHIGFFK37CB,中央世紀,A棟6-16F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,竹南鎮,房地(土地+建物)+車位,苗栗縣竹南鎮新南里五谷街70巷,21.76,住,,,1120723.0,土地1建物1車位1,五層,8.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,103.35,2.0,2.0,1.0,有,無,10080000.0,100940.0,一樓平面,19.34,1600000.0,,RPPNMLSKQHIGFDK56CB,沅程旭,D5號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,竹南鎮,房地(土地+建物)+車位,苗栗縣竹南鎮新南里五谷街70巷,21.76,住,,,1120723.0,土地1建物1車位1,六層,8.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,103.35,2.0,2.0,1.0,有,無,10280000.0,103321.0,一樓平面,19.34,1600000.0,,RPQNMLSKQHIGFDK66CB,沅程旭,D6號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,竹南鎮,房地(土地+建物)+車位,苗栗縣竹南鎮新南里五谷街70巷,28.45,住,,,1120724.0,土地1建物1車位1,三層,8.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,128.73,3.0,2.0,2.0,有,無,11880000.0,96112.0,一樓平面,18.65,1300000.0,,RPRNMLSKQHIGFDK76CB,沅程旭,C3號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,竹南鎮,房地(土地+建物)+車位,苗栗縣竹南鎮新南里五谷街70巷,21.04,住,,,1120804.0,土地1建物1車位1,五層,8.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,100.66,2.0,2.0,1.0,有,無,9950000.0,102681.0,坡道平面,19.34,1600000.0,,RPSNMLSKQHIGFDK86CB,沅程旭,B5號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,竹南鎮,房地(土地+建物)+車位,苗栗縣竹南鎮新南里五谷街70巷,29.39,住,,,1120805.0,土地1建物1車位1,二層,8.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,148.0,3.0,2.0,2.0,有,無,13580000.0,99410.0,一樓平面,34.53,2300000.0,,RPTNMLSKQHIGFDK96CB,沅程旭,A2號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,銅鑼鄉,房地(土地+建物)+車位,苗栗縣銅鑼鄉大同路,33.0,住,,,1120704.0,土地1建物1車位1,八層,8.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,133.58,3.0,1.0,2.0,有,無,8890000.0,66534.0,一樓平面,18.0,1200000.0,,RPPNMLSKQHIGFEK66CB,御鼎五期,A棟8號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,苑裡鎮,房地(土地+建物)+車位,苗栗縣苑裡鎮苑東里1鄰慈和街17號旁,34.47,住,,,1120801.0,土地1建物1車位1,二層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,116.61,3.0,2.0,2.0,有,無,7130000.0,59119.0,其他,7.0,650000.0,,RPPNMLSKQHIGFCK56DB,城市光點2,2F-A2號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,苗栗市,房地(土地+建物)+車位,苗栗縣苗栗市國華路1138巷5號附近,49.64,住,,,1120805.0,土地1建物1車位3,十二層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,283.1,3.0,2.0,2.0,有,無,18680000.0,78094.0,坡道平面,90.0,3600000.0,,RPPNMLSKQHIGFBK98CB,玥華,A1-12F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,苗栗市,房地(土地+建物)+車位,苗栗縣苗栗市國華路1138巷5號附近,38.58,住,,,1120806.0,土地1建物1車位1,一層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,181.2,3.0,2.0,2.0,有,無,12800000.0,77230.0,坡道平面,31.0,1200000.0,,RPQNMLSKQHIGFBK09CB,玥華,A5-1F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,竹南鎮,房地(土地+建物),苗栗縣竹南鎮大埔九街科?八路口,76.72,住,,,1120726.0,土地4建物1車位0,全,4.0,透天厝,住商用,鋼筋混凝土造,,185.42,4.0,2.0,4.0,有,無,22000000.0,118650.0,,0.0,0.0,,RPPNMLTKQHIGFDK66CB,大豪左左右右,A棟3號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭份市,房地(土地+建物)+車位,苗栗縣頭份市中央路,15.07,商,,,1120809.0,土地1建物1車位1,四層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,164.31,3.0,2.0,2.0,有,無,16900000.0,108827.0,坡道平面,23.26,1550000.0,整筆交易包含:竹南鎮藝文段18地號一筆，土地持分	0.01 	平方公尺，共計移轉面積	15.08 	平方公尺,RPPNMLTKQHIGFFK86CB,中央世紀,B棟1-4F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭份市,房地(土地+建物)+車位,苗栗縣頭份市中央路,15.07,商,,,1120809.0,土地1建物1車位1,五層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,164.31,3.0,2.0,2.0,有,無,17060000.0,110670.0,坡道平面,23.26,1450000.0,整筆交易包含:竹南鎮藝文段18地號一筆，土地持分	0.01 	平方公尺，共計移轉面積	15.08 	平方公尺,RPQNMLTKQHIGFFK96CB,中央世紀,B棟1-5F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭份市,房地(土地+建物)+車位,苗栗縣頭份市中央路,15.07,商,,,1120803.0,土地1建物1車位1,六層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,164.31,3.0,2.0,2.0,有,無,17180000.0,111521.0,坡道平面,23.26,1450000.0,整筆交易包含:竹南鎮藝文段18地號一筆，土地持分	0.01 	平方公尺，共計移轉面積	15.08 	平方公尺,RPRNMLTKQHIGFFK07CB,中央世紀,B棟1-6F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭份市,房地(土地+建物)+車位,苗栗縣頭份市中央路,15.07,商,,,1120803.0,土地1建物1車位1,八層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,164.31,3.0,2.0,2.0,有,無,17540000.0,113364.0,坡道平面,23.26,1550000.0,整筆交易包含:竹南鎮藝文段18地號一筆，土地持分	0.01 	平方公尺，共計移轉面積	15.08 	平方公尺,RPSNMLTKQHIGFFK17CB,中央世紀,B棟1-8F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭份市,房地(土地+建物)+車位,苗栗縣頭份市中央路,15.07,商,,,1120803.0,土地1建物1車位1,九層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,164.31,3.0,2.0,2.0,有,無,17710000.0,114569.0,坡道平面,23.26,1550000.0,整筆交易包含:竹南鎮藝文段18地號一筆，土地持分	0.01 	平方公尺，共計移轉面積	15.08 	平方公尺,RPTNMLTKQHIGFFK27CB,中央世紀,B棟1-9F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭份市,房地(土地+建物)+車位,苗栗縣頭份市中央路,15.07,商,,,1120803.0,土地1建物1車位1,十一層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,164.31,3.0,2.0,2.0,有,無,17880000.0,115775.0,坡道平面,23.26,1550000.0,整筆交易包含:竹南鎮藝文段18地號一筆，土地持分	0.01 	平方公尺，共計移轉面積	15.08 	平方公尺,RPUNMLTKQHIGFFK37CB,中央世紀,B棟1-11F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭份市,房地(土地+建物)+車位,苗栗縣頭份市中央路,15.07,商,,,1120804.0,土地1建物1車位1,十三層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,164.31,3.0,2.0,2.0,有,無,18050000.0,116980.0,坡道平面,23.26,1550000.0,整筆交易包含:竹南鎮藝文段18地號一筆，土地持分	0.01 	平方公尺，共計移轉面積	15.08 	平方公尺,RPVNMLTKQHIGFFK47CB,中央世紀,B棟1-13F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭份市,房地(土地+建物)+車位,苗栗縣頭份市中央路,13.9,商,,,1120803.0,土地1建物1車位1,四層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,151.4,3.0,2.0,2.0,有,無,15050000.0,104615.0,坡道平面,21.4,1450000.0,整筆交易包含:竹南鎮藝文段18地號一筆，土地持分	0.01 	平方公尺，共計移轉面積	13.91 	平方公尺,RPWNMLTKQHIGFFK57CB,中央世紀,B棟3-4F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭份市,房地(土地+建物)+車位,苗栗縣頭份市中央路,13.9,商,,,1120803.0,土地1建物1車位1,十層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,153.26,3.0,2.0,2.0,有,無,15930000.0,110615.0,坡道平面,23.26,1550000.0,整筆交易包含:竹南鎮藝文段18地號一筆，土地持分	0.01 	平方公尺，共計移轉面積	13.91 	平方公尺,RPXNMLTKQHIGFFK67CB,中央世紀,B棟3-10F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭份市,房地(土地+建物)+車位,苗栗縣頭份市中正一路,20.51,商,,,1120528.0,土地2建物1車位1,三層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,85.92,2.0,2.0,1.0,有,無,6860000.0,77249.0,一樓平面,12.65,1200000.0,,RPRNMLLLQHIGFFK98CB,真愛,A2棟3號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭份市,房地(土地+建物)+車位,苗栗縣頭份市中正一路,17.69,商,,,1120521.0,土地2建物1車位1,四層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,75.23,2.0,2.0,1.0,有,無,6800000.0,91295.0,一樓平面,11.7,1000000.0,,RPSNMLLLQHIGFFK09CB,真愛,A7棟4號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭份市,房地(土地+建物)+車位,苗栗縣頭份市雙十街,40.87,住,,,1120805.0,土地1建物1車位1,五層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,122.67,3.0,2.0,2.0,有,無,11700000.0,93193.0,一樓平面,13.22,1500000.0,,RPWNMLLLQHIGFFK86CB,竹楓No.3,5F-A號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭份市,房地(土地+建物)+車位,苗栗縣頭份市中央路,17.35,商,,,1120801.0,土地1建物1車位1,一層,15.0,店面(店鋪),商業用,鋼筋混凝土造,,187.43,0.0,0.0,1.0,有,無,25650000.0,148093.0,坡道平面,25.37,1650000.0,整筆交易包含:竹南鎮藝文段18地號一筆，土地持分	0.01 	平方公尺，共計移轉面積	17.37 	平方公尺,RPWOMLLLQHIGFFK96CB,中央世紀,B棟店6-1F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
