鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,來源資料夾_,三民區,房地(土地+建物)+車位,高雄市三民區灣中段63地號,8.41,商,Unnamed: 5,Unnamed: 6,1120512,土地1建物1車位1,十二層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,Unnamed: 14,136.12,3,1,2,有,無,13000000,101345,坡道平面,27.58,2000000,Unnamed: 26,RPPNMLMKNHIGFDE67CB,鑫天地二期,A棟5號,Unnamed: 30,來源資料夾,小港區,房地(土地+建物),高雄市小港區達德街115號3樓,26.2,住,1120812,土地1建物1車位0,三層,5,華廈(10層含以下有電梯),84.39,2.1,2.2,7930000,93968,Unnamed: 23,0.0,0,RPPNMLMKQHIGFCE87CB,綠舟,A2棟115號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,岡山區,房地(土地+建物)+車位,高雄市岡山區中山北路67號旁,6.3,商,,,1120710.0,土地1建物1車位1,八層,24.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,76.4,2.0,2.0,1.0,有,無,8630000.0,117552.0,坡道機械,8.09,600000.0,,RPPNMLLLPHIGFFE08CB,達麗雙子星,B7-08F號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,橋頭區,房地(土地+建物)+車位,高雄市橋頭區橋新環路和橋新八路交叉口,17.4,住,,,1120708.0,土地2建物1車位1,九層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,125.44,2.0,2.0,2.0,有,無,10800000.0,93198.0,坡道平面,24.58,1400000.0,,RPQNMLLLPHIGFFE18CB,達麗未來市,D棟D2-09F號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,橋頭區,房地(土地+建物)+車位,高雄市橋頭區橋新環路和橋新八路交叉口,16.15,住,,,1120707.0,土地2建物1車位1,十二層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,118.31,2.0,2.0,2.0,有,無,10830000.0,100608.0,坡道平面,24.58,1400000.0,,RPRNMLLLPHIGFFE28CB,達麗未來市,D棟D8-12F號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,橋頭區,房地(土地+建物)+車位,高雄市橋頭區橋新環路和橋新八路交叉口,17.4,住,,,1120708.0,土地2建物1車位1,六層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,125.38,2.0,2.0,2.0,有,無,10700000.0,95238.0,坡道平面,24.58,1100000.0,,RPSNMLLLPHIGFFE38CB,達麗未來市,F棟F3-06F號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,橋頭區,房地(土地+建物)+車位,高雄市橋頭區橋新環路和橋新八路交叉口,15.24,住,,,1120706.0,土地2建物1車位1,二層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,113.01,2.0,2.0,2.0,有,無,9430000.0,89675.0,坡道平面,24.58,1500000.0,此戶為露臺戶，坪數為1.56坪。,RPTNMLLLPHIGFFE48CB,達麗未來市,G棟G5-02F號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,橋頭區,房地(土地+建物)+車位,高雄市橋頭區橋新環路和橋新八路交叉口,58.11,住,,,1120703.0,土地2建物1車位1,一層,15.0,店面(店鋪),商業用,鋼筋混凝土造,,196.01,0.0,0.0,0.0,無,無,25500000.0,139416.0,坡道平面,24.58,1600000.0,,RPUNMLLLPHIGFFE58CB,達麗未來市,G棟S21-01F號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,橋頭區,房地(土地+建物)+車位,高雄市橋頭區橋新環路和橋新八路交叉口,64.25,住,,,1120709.0,土地2建物1車位1,一層,15.0,店面(店鋪),商業用,鋼筋混凝土造,,215.01,0.0,0.0,0.0,無,無,27000000.0,136008.0,坡道平面,24.58,1100000.0,,RPVNMLLLPHIGFFE68CB,達麗未來市,G棟S22-01F號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鹽埕區,房地(土地+建物),高雄市鹽埕區五福四路及大成街交叉路口,2.11,商,,,1120709.0,土地34建物1車位0,三十一層,37.0,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,50.78,1.0,1.0,1.0,有,無,7880000.0,155179.0,,0.0,0.0,,RPPNMLLLPHIGFAE57CB,港灣1號院,A棟17號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鹽埕區,房地(土地+建物),高雄市鹽埕區五福四路及大成街交叉路口,2.07,商,,,1120708.0,土地34建物1車位0,三十一層,37.0,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,49.6,1.0,1.0,1.0,有,無,7780000.0,156855.0,,0.0,0.0,,RPQNMLLLPHIGFAE67CB,港灣1號院,A棟18號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術東四路700號旁,13.52,住,,,1120712.0,土地1建物1車位1,九層,24.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,159.81,2.0,2.0,2.0,有,無,18880000.0,120308.0,坡道平面,20.75,2150000.0,,RPRNMLLLPHIGFAE77CB,美術白天鵝,A棟A7-09F號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術東四路700號旁,13.52,住,,,1120712.0,土地1建物1車位1,六層,24.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,159.81,2.0,2.0,2.0,有,無,17380000.0,110959.0,坡道平面,20.75,1950000.0,,RPSNMLLLPHIGFAE87CB,美術白天鵝,A棟A7-06F號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術東四路700號旁,10.0,住,,,1120712.0,土地1建物1車位1,十八層,24.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,123.62,1.0,2.0,2.0,有,無,15050000.0,127345.0,坡道平面,20.75,1950000.0,,RPTNMLLLPHIGFAE97CB,美術白天鵝,A棟A3-18F號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術東四路700號旁,10.01,住,,,1120712.0,土地1建物1車位1,二十層,24.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,123.68,1.0,2.0,2.0,有,無,14580000.0,122705.0,坡道平面,20.75,1950000.0,,RPUNMLLLPHIGFAE08CB,美術白天鵝,D棟D5-20F號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術東四路700號旁,12.6,住,,,1120712.0,土地1建物1車位1,十一層,24.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,150.36,3.0,2.0,2.0,有,無,16500000.0,112260.0,坡道平面,20.75,1950000.0,,RPVNMLLLPHIGFAE18CB,美術白天鵝,E棟E8-11F號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鼓山區,房地(土地+建物)+車位,高雄市鼓山區龍德路A06棟11樓,5.71,商,,,1120710.0,土地1建物1車位1,十一層,19.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,116.9,1.0,1.0,1.0,有,無,14440000.0,144983.0,坡道平面,30.89,1970000.0,預售屋雨遮不計價含冰箱.冷氣交易總價含下列非屬預售屋價格之費用:含傢俱設備費；,RPWNMLLLPHIGFAE28CB,遠雄PARK 16,A棟A06F11號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鼓山區,房地(土地+建物),高雄市鼓山區龍德路A06棟13樓,5.71,商,,,1120710.0,土地1建物1車位0,十三層,19.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,86.01,1.0,1.0,1.0,有,無,12530000.0,145681.0,,0.0,0.0,預售屋雨遮不計價含冰箱.冷氣交易總價含下列非屬預售屋價格之費用:含傢俱設備費；,RPXNMLLLPHIGFAE38CB,遠雄PARK 16,A棟A06F13號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鼓山區,房地(土地+建物),高雄市鼓山區龍德路A16棟09樓,5.17,商,,,1120711.0,土地1建物1車位0,九層,19.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,77.74,1.0,1.0,1.0,有,無,11530000.0,148315.0,,0.0,0.0,預售屋雨遮不計價含冰箱.冷氣交易總價含下列非屬預售屋價格之費用:含傢俱設備費；,RPOOMLLLPHIGFAE57CB,遠雄PARK 16,A棟A16F09號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鼓山區,房地(土地+建物),高雄市鼓山區龍德路A06棟14樓,5.71,商,,,1120715.0,土地1建物1車位0,十四層,19.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,86.01,1.0,1.0,1.0,有,無,12580000.0,146262.0,,0.0,0.0,預售屋雨遮不計價含冰箱.冷氣交易總價含下列非屬預售屋價格之費用:含傢俱設備費；,RPPOMLLLPHIGFAE67CB,遠雄PARK 16,A棟A06F14號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鼓山區,房地(土地+建物),高雄市鼓山區龍德路A05棟15樓,5.48,商,,,1120715.0,土地1建物1車位0,十五層,19.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,82.45,1.0,1.0,1.0,有,無,12210000.0,148090.0,,0.0,0.0,預售屋雨遮不計價含冰箱.冷氣交易總價含下列非屬預售屋價格之費用:含傢俱設備費；,RPQOMLLLPHIGFAE77CB,遠雄PARK 16,A棟A05F15號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鼓山區,房地(土地+建物)+車位,高雄市鼓山區龍德路A11棟18樓,6.97,商,,,1120716.0,土地1建物1車位1,十八層,19.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,135.64,2.0,2.0,1.0,有,無,17870000.0,151217.0,坡道平面,30.89,2030000.0,預售屋雨遮不計價,RPROMLLLPHIGFAE87CB,遠雄PARK 16,A棟A11F18號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鼓山區,房地(土地+建物),高雄市鼓山區龍德路A17棟15樓,5.08,商,,,1120718.0,土地1建物1車位0,十五層,19.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,76.48,1.0,1.0,1.0,有,無,11640000.0,152197.0,,0.0,0.0,預售屋雨遮不計價含冰箱.冷氣交易總價含下列非屬預售屋價格之費用:含傢俱設備費；,RPSOMLLLPHIGFAE97CB,遠雄PARK 16,A棟A17F15號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鹽埕區,房地(土地+建物),高雄市鹽埕區五福四路及大成街交叉路口,2.07,商,,,1120713.0,土地34建物1車位0,三十三層,37.0,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,49.62,1.0,1.0,1.0,有,無,7840000.0,158001.0,,0.0,0.0,,RPTOMLLLPHIGFAE08CB,港灣1號院,A棟15號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鹽埕區,房地(土地+建物)+車位,高雄市鹽埕區五福四路及大成街交叉路口,4.22,商,,,1120712.0,土地34建物1車位1,三十四層,37.0,住宅大樓(11層含以上有電梯),住家用,見其它登記事項,,115.78,2.0,1.0,1.0,有,無,17940000.0,160133.0,坡道平面,16.55,2050000.0,,RPUOMLLLPHIGFAE18CB,港灣1號院,A棟10號,1120731全部解約,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,仁武區,房地(土地+建物)+車位,高雄市仁武區北屋北街,22.72,住,,,1120627.0,土地1建物1車位1,四層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,165.47,2.0,2.0,2.0,有,無,14260000.0,92598.0,坡道平面,30.91,1800000.0,,RPPNMLLLPHIGFIE38CB,星河畔,A1棟4號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,仁武區,房地(土地+建物)+車位,高雄市仁武區北屋北街,12.87,住,,,1120628.0,土地1建物1車位1,十一層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.21,1.0,2.0,1.0,有,無,9150000.0,96330.0,坡道平面,30.91,1800000.0,,RPQNMLLLPHIGFIE48CB,星河畔,A5棟11號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,仁武區,房地(土地+建物)+車位,高雄市仁武區北屋北街,12.87,住,,,1120628.0,土地1建物1車位1,三層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.21,1.0,2.0,1.0,有,無,8680000.0,91481.0,坡道平面,30.91,1700000.0,,RPRNMLLLPHIGFIE58CB,星河畔,A5棟3號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,仁武區,房地(土地+建物)+車位,高雄市仁武區北屋北街,18.06,住,,,1120628.0,土地1建物1車位1,六層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,137.95,0.0,2.0,2.0,有,無,11680000.0,93236.0,坡道平面,30.91,1700000.0,,RPSNMLLLPHIGFIE68CB,星河畔,A8棟6號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,仁武區,房地(土地+建物)+車位,高雄市仁武區北屋北街,11.66,住,,,1120628.0,土地1建物1車位1,十五層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,100.16,0.0,2.0,1.0,有,無,8000000.0,90975.0,坡道平面,30.91,1700000.0,,RPTNMLLLPHIGFIE78CB,星河畔,A9棟15號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,仁武區,房地(土地+建物)+車位,高雄市仁武區北屋北街,12.87,住,,,1120630.0,土地1建物1車位1,十三層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.21,1.0,2.0,1.0,有,無,8760000.0,92529.0,坡道平面,30.91,1700000.0,,RPUNMLLLPHIGFIE88CB,星河畔,A6棟13號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鳳山區,房地(土地+建物)+車位,高雄市鳳山區勝中路與勝愛街口,22.28,住,,,1120630.0,土地1建物1車位1,十層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,141.97,2.0,2.0,2.0,有,無,13550000.0,92929.0,坡道平面,15.53,1800000.0,,RPPNMLLLPHIGFGE18CB,藏美東京都,A棟6號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鳳山區,房地(土地+建物)+車位,高雄市鳳山區勝中路與勝愛街口,13.0,住,,,1120710.0,土地1建物1車位1,十二層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,90.58,0.0,2.0,1.0,有,無,9150000.0,99267.0,坡道平面,15.53,1700000.0,,RPQNMLLLPHIGFGE28CB,藏美東京都,A棟5號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鳳山區,房地(土地+建物)+車位,高雄市鳳山區勝中路與勝愛街口,21.21,住,,,1120630.0,土地1建物1車位1,十四層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,136.01,2.0,2.0,2.0,有,無,13200000.0,95037.0,坡道平面,15.53,1750000.0,,RPRNMLLLPHIGFGE38CB,藏美東京都,A棟7號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鳳山區,房地(土地+建物)+車位,高雄市鳳山區勝中路與勝愛街口,13.0,住,,,1120630.0,土地1建物1車位1,十四層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,90.58,0.0,2.0,1.0,有,無,9300000.0,100600.0,坡道平面,15.53,1750000.0,,RPSNMLLLPHIGFGE48CB,藏美東京都,A棟5號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鳳山區,房地(土地+建物)+車位,高雄市鳳山區勝中路與勝愛街口,16.35,住,,,1120630.0,土地1建物1車位1,十層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,109.1,0.0,2.0,2.0,有,無,10800000.0,96719.0,坡道平面,15.53,1750000.0,,RPTNMLLLPHIGFGE58CB,藏美東京都,C棟9號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鳳山區,房地(土地+建物)+車位,高雄市鳳山區勝中路與勝愛街口,13.0,住,,,1120630.0,土地1建物1車位2,十三層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,106.11,0.0,2.0,1.0,有,無,10800000.0,95936.0,坡道平面,31.06,3600000.0,,RPUNMLLLPHIGFGE68CB,藏美東京都,A棟5號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鳳山區,房地(土地+建物)+車位,高雄市鳳山區頂新一街,9.24,商,,,1120703.0,土地1建物1車位1,七層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,92.42,2.0,2.0,1.0,有,無,7680000.0,90873.0,坡道機械,16.71,800000.0,,RPPNMLMLPHIGFGE28CB,日日豐ViSION88,A棟3號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鳳山區,房地(土地+建物)+車位,高雄市鳳山區頂新一街,10.01,商,,,1120714.0,土地1建物1車位1,八層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,98.38,1.0,2.0,1.0,有,無,8200000.0,89996.0,坡道機械,16.71,850000.0,交易總價含下列非屬預售屋價格之費用:親友、員工、共有人或其他特殊關係間之交易；,RPQNMLMLPHIGFGE38CB,日日豐ViSION88,A棟1號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,楠梓區,房地(土地+建物)+車位,高雄市楠梓區大學西路57號5樓,18.24,住,,,1120717.0,土地1建物1車位1,五層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,144.28,2.0,2.0,2.0,有,無,11770000.0,83807.0,坡道平面,22.93,1600000.0,,RPPNMLMLPHIGFEE08CB,借墨,B棟2號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,左營區,房地(土地+建物),高雄市左營區左屏段2地號,8.12,住,,,1120722.0,土地1建物1車位0,三層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,74.43,2.0,1.0,1.0,有,無,6930000.0,93108.0,,0.0,0.0,,RPPNMLNLPHIGFEE18CB,諾金,A13棟3號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,左營區,房地(土地+建物)+車位,高雄市左營區文智路,32.51,住,,,1120705.0,土地1建物1車位1,七層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,221.26,3.0,2.0,2.0,有,無,17800000.0,93147.0,坡道平面,42.51,1150000.0,,RPQNMLNLPHIGFEE28CB,高潭市Ⅱ,A棟2號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大寮區,房地(土地+建物)+車位,高雄市大寮區八德路與勝利街口,15.52,住,,,1120703.0,土地1建物1車位1,十四層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,92.65,1.0,1.0,1.0,有,無,7680000.0,76667.0,坡道平面,14.65,1700000.0,,RPPNMLNLPHIGFLE88CB,福懋沐氧森,B6棟14F號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大寮區,房地(土地+建物)+車位,高雄市大寮區八德路與勝利街口,27.29,住,,,1120706.0,土地1建物1車位1,十一層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,151.58,3.0,2.0,2.0,有,無,11780000.0,72884.0,坡道平面,14.65,1800000.0,,RPQNMLNLPHIGFLE98CB,福懋沐氧森,B1棟11F號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大寮區,房地(土地+建物)+車位,高雄市大寮區八德路與勝利街口,19.26,住,,,1120712.0,土地1建物1車位1,十五層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,111.33,2.0,1.0,2.0,有,無,9150000.0,76024.0,坡道平面,14.65,1800000.0,,RPRNMLNLPHIGFLE09CB,福懋沐氧森,B2棟15F號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,仁武區,房地(土地+建物)+車位,高雄市仁武區霞海東二街,26.06,住,,,1120629.0,土地1建物1車位1,二層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,149.1,2.0,2.0,2.0,有,無,12810000.0,86280.0,坡道平面,23.81,2000000.0,交易總價含下列非屬預售屋價格之費用:親友、員工、共有人或其他特殊關係間之交易；,RPPNMLNLPHIGFIE58CB,冠傑-高鐵新特區,B棟1號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,仁武區,房地(土地+建物)+車位,高雄市仁武區霞海東二街,28.15,住,,,1120629.0,土地1建物1車位1,十層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,159.22,2.0,2.0,2.0,有,無,14470000.0,92091.0,坡道平面,23.81,2000000.0,交易總價含下列非屬預售屋價格之費用:親友、員工、共有人或其他特殊關係間之交易；,RPQNMLNLPHIGFIE68CB,冠傑-高鐵新特區,A棟1號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,仁武區,房地(土地+建物)+車位,高雄市仁武區霞海東二街,23.36,住,,,1120630.0,土地1建物1車位1,八層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,136.11,2.0,2.0,2.0,有,無,12670000.0,95013.0,坡道平面,23.81,2000000.0,,RPSNMLNLPHIGFIE88CB,冠傑-高鐵新特區,A棟5號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,三民區,房地(土地+建物)+車位,高雄市三民區美都路及熱河三街與德勝街口,13.62,住,,,1120629.0,土地1建物1車位1,十七層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,128.78,3.0,1.0,2.0,有,無,19180000.0,165129.0,坡道平面,24.74,2000000.0,,RPSNMLNLPHIGFDE38CB,森美樹,A棟7號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,三民區,房地(土地+建物)+車位,高雄市三民區美都路及熱河三街與德勝街口,11.14,住,,,1120629.0,土地1建物1車位1,五層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.93,1.0,1.0,1.0,有,無,16210000.0,167938.0,坡道平面,22.72,1900000.0,,RPTNMLNLPHIGFDE48CB,森美樹,A棟2號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,三民區,房地(土地+建物),高雄市三民區灣中段63地號,4.84,商,,,1120719.0,土地1建物1車位0,十三層,18.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,78.27,2.0,2.0,2.0,有,無,8560000.0,109365.0,,0.0,0.0,,RPPNMLOLPHIGFDE18CB,鑫天地二期,A12棟13號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,三民區,房地(土地+建物)+車位,高雄市三民區建國三路與市中一路口,13.42,商,,,1120723.0,土地7建物1車位1,二十二層,27.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,215.68,3.0,2.0,2.0,有,無,26660000.0,130985.0,坡道平面,30.85,2450000.0,,RPQNMLOLPHIGFDE28CB,國泰頤河,A01棟22號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,三民區,房地(土地+建物)+車位,高雄市三民區建國三路與市中一路口,13.42,商,,,1120722.0,土地7建物1車位1,十九層,27.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,215.68,3.0,2.0,2.0,有,無,26330000.0,129200.0,坡道平面,30.85,2450000.0,,RPRNMLOLPHIGFDE38CB,國泰頤河,B01棟19號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,三民區,房地(土地+建物)+車位,高雄市三民區建國三路與市中一路口,11.54,商,,,1120722.0,土地7建物1車位1,七層,27.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,176.11,3.0,2.0,2.0,有,無,19440000.0,117592.0,坡道平面,26.95,1900000.0,,RPSNMLOLPHIGFDE48CB,國泰頤河,A03棟07號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,三民區,房地(土地+建物)+車位,高雄市三民區建國三路與市中一路口,12.36,商,,,1120717.0,土地7建物1車位1,十七層,27.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,199.19,3.0,2.0,2.0,有,無,23450000.0,127421.0,坡道平面,30.85,2000000.0,,RPTNMLOLPHIGFDE58CB,國泰頤河,B02棟17號,,112_03,,,,,,,,,,,,,,,,,,,,,
