鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,來源資料夾_,三民區,房地(土地+建物)+車位,高雄市三民區灣中段63地號,8.41,商,Unnamed: 5,Unnamed: 6,1120512,土地1建物1車位1,十二層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,Unnamed: 14,136.12,3,1,2,有,無,13000000,101345,坡道平面,27.58,2000000,Unnamed: 26,RPPNMLMKNHIGFDE67CB,鑫天地二期,A棟5號,Unnamed: 30,來源資料夾,小港區,房地(土地+建物),高雄市小港區達德街115號3樓,26.2,住,1120812,土地1建物1車位0,三層,5,華廈(10層含以下有電梯),84.39,2.1,2.2,7930000,93968,Unnamed: 23,0.0,0,RPPNMLMKQHIGFCE87CB,綠舟,A2棟115號
大寮區,房地(土地+建物),高雄市大寮區翁園段1121地號,31.8,住,,,1120327.0,土地1建物1車位0,二層,5.0,華廈(10層含以下有電梯),見其它登記事項,鋼筋混凝土造,,116.0,3.0,2.0,2.0,有,無,7850000.0,67672.0,,0.0,0.0,,RPWNMLQJMHIGFLE76CB,旺春豐,A3棟2F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
小港區,房地(土地+建物)+車位,高雄市小港區松金段18地號,11.17,商,,,1120320.0,土地1建物1車位1,六層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,115.58,2.0,1.0,2.0,有,無,10540000.0,90364.0,坡道平面,15.54,1500000.0,,RPPNMLQJMHIGFCE77CB,清景麟國家公園,B05棟06號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
小港區,房地(土地+建物)+車位,高雄市小港區松金段18地號,9.95,商,,,1120320.0,土地1建物1車位1,二層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.18,2.0,1.0,2.0,有,無,9710000.0,90081.0,坡道平面,17.15,1600000.0,,RPQNMLQJMHIGFCE87CB,清景麟國家公園,E10棟02號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
小港區,房地(土地+建物)+車位,高雄市小港區松金段18地號,11.25,商,,,1120323.0,土地1建物1車位1,五層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,117.8,2.0,1.0,2.0,有,無,10650000.0,89916.0,坡道平面,17.15,1600000.0,,RPRNMLQJMHIGFCE97CB,清景麟國家公園,B03棟05號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
小港區,房地(土地+建物),高雄市小港區松金段18地號,14.13,商,,,1120324.0,土地1建物1車位0,九層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,126.75,3.0,1.0,2.0,有,無,11450000.0,90335.0,,0.0,0.0,,RPSNMLQJMHIGFCE08CB,清景麟國家公園,F02棟09號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
小港區,房地(土地+建物),高雄市小港區松金段18地號,8.8,商,,,1120328.0,土地1建物1車位0,十三層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,79.21,2.0,1.0,2.0,有,無,7280000.0,91908.0,,0.0,0.0,,RPTNMLQJMHIGFCE18CB,清景麟國家公園,B10棟13號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
小港區,房地(土地+建物)+車位,高雄市小港區松金段18地號,8.87,商,,,1120327.0,土地1建物1車位1,十層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,95.64,2.0,1.0,2.0,有,無,8720000.0,90137.0,坡道平面,15.54,1500000.0,,RPUNMLQJMHIGFCE28CB,清景麟國家公園,F03棟10號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
小港區,房地(土地+建物)+車位,高雄市小港區松金段18地號,8.87,商,,,1120328.0,土地1建物1車位1,二層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,97.25,2.0,1.0,2.0,有,無,8730000.0,89014.0,坡道平面,17.15,1600000.0,,RPVNMLQJMHIGFCE38CB,清景麟國家公園,F03棟02號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
三民區,房地(土地+建物)+車位,高雄市三民區平等路和延慶街路口A06棟20樓,18.31,住,,,1120326.0,土地1建物1車位1,二十層,30.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,164.71,3.0,2.0,2.0,有,無,22110000.0,138499.0,坡道平面,18.5,1860000.0,含冷氣交易總價含下列非屬預售屋價格之費用:含傢俱設備費；,RPPNMLQJMHIGFDE87CB,遠雄琢蘊,A06F20號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
三民區,房地(土地+建物)+車位,高雄市三民區平等路和延慶街路口B03棟17樓,24.36,住,,,1120330.0,土地1建物1車位1,十七層,30.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,213.0,4.0,2.0,2.0,有,無,27390000.0,131774.0,坡道平面,18.5,1760000.0,含冷氣交易總價含下列非屬預售屋價格之費用:含傢俱設備費；,RPQNMLQJMHIGFDE97CB,遠雄琢蘊,B03F17號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
三民區,房地(土地+建物)+車位,高雄市三民區凱歌路B3-28F,6.08,其他,,,1120401.0,土地1建物1車位1,二十八層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,111.45,2.0,1.0,2.0,有,無,14420000.0,130957.0,坡道平面,16.61,2000000.0,,RPRNMLQJMHIGFDE08CB,宏道文華帝寶,B棟3號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
三民區,房地(土地+建物)+車位,高雄市三民區凱歌路B2-11F,8.01,其他,,,1120402.0,土地1建物1車位1,十一層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,141.56,3.0,2.0,2.0,有,無,17050000.0,118848.0,坡道平面,16.61,2200000.0,,RPSNMLQJMHIGFDE18CB,宏道文華帝寶,B棟2號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
三民區,房地(土地+建物),高雄市三民區凱歌路A8-12F,5.31,其他,,,1120328.0,土地1建物1車位0,十二層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,82.77,2.0,1.0,1.0,有,無,9840000.0,118884.0,,0.0,0.0,,RPTNMLQJMHIGFDE28CB,宏道文華帝寶,A棟8號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
茄萣區,房地(土地+建物),高雄市茄萣區文化路86巷,15.02,商,,,1120401.0,土地2建物1車位0,二層,7.0,華廈(10層含以下有電梯),見其它登記事項,鋼筋混凝土造,,66.09,2.0,2.0,2.0,有,無,4020000.0,60826.0,,0.0,0.0,,RPPNMLQJMHIGFJE48CB,藍天白雲,2F-B5號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
仁武區,房地(土地+建物)+車位,高雄市仁武區京吉三路、京吉五路、京吉二路,17.41,商,,,1120327.0,土地1建物1車位1,一層,15.0,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,,133.09,0.0,0.0,0.0,無,無,21100000.0,166436.0,坡道平面,17.73,1900000.0,,RPPNMLQJMHIGFIE38CB,三發．首席大院,S11號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
仁武區,房地(土地+建物)+車位,高雄市仁武區京吉三路、京吉五路、京吉二路,10.94,商,,,1120326.0,土地1建物1車位1,十五層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,93.39,2.0,2.0,1.0,有,無,8880000.0,92916.0,坡道平面,17.73,1850000.0,,RPQNMLQJMHIGFIE48CB,三發．首席大院,D11-15F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
仁武區,房地(土地+建物)+車位,高雄市仁武區澄觀路201號旁,25.03,住,,,1120309.0,土地1建物1車位1,五層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,129.18,3.0,2.0,2.0,有,無,10170000.0,81738.0,坡道平面,26.78,1800000.0,,RPRNMLQJMHIGFIE58CB,欣澄,A棟5號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鹽埕區,房地(土地+建物),高雄市鹽埕區五福四路及大成街交叉路口,2.04,商,,,1120312.0,土地34建物1車位0,三層,37.0,住宅大樓(11層含以上有電梯),住家用,見其它登記事項,,49.6,1.0,1.0,1.0,有,無,6230000.0,125605.0,,0.0,0.0,,RPPNMLQJMHIGFAE57CB,港灣1號院,A棟16號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鹽埕區,房地(土地+建物),高雄市鹽埕區五福四路及大成街交叉路口,2.04,商,,,1120312.0,土地34建物1車位0,六層,37.0,住宅大樓(11層含以上有電梯),住家用,見其它登記事項,,49.6,1.0,1.0,1.0,有,無,6240000.0,125806.0,,0.0,0.0,,RPQNMLQJMHIGFAE67CB,港灣1號院,A棟16號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鹽埕區,房地(土地+建物),高雄市鹽埕區五福四路及大成街交叉路口,2.07,商,,,1120312.0,土地34建物1車位0,三層,37.0,住宅大樓(11層含以上有電梯),住家用,見其它登記事項,,49.6,1.0,1.0,1.0,有,無,6240000.0,125806.0,,0.0,0.0,,RPRNMLQJMHIGFAE77CB,港灣1號院,A棟15號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鼓山區,房地(土地+建物),高雄市鼓山區明誠四路B2棟19樓,4.25,商,,,1120321.0,土地1建物1車位0,十九層,33.0,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,69.32,2.0,2.0,1.0,有,無,9450000.0,136324.0,,0.0,0.0,,RPSNMLQJMHIGFAE87CB,美術1?院,B棟2號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鼓山區,房地(土地+建物),高雄市鼓山區明誠四路C2棟5樓,4.25,商,,,1120321.0,土地1建物1車位0,五層,33.0,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,69.32,2.0,2.0,1.0,有,無,9150000.0,131997.0,,0.0,0.0,,RPTNMLQJMHIGFAE97CB,美術1?院,C棟2號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鼓山區,房地(土地+建物),高雄市鼓山區龍德路A06棟19樓,5.71,商,,,1120326.0,土地1建物1車位0,十九層,19.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,86.01,1.0,1.0,1.0,有,無,12550000.0,145913.0,,0.0,0.0,預售屋雨遮不計價含冰箱交易總價含下列非屬預售屋價格之費用:含傢俱設備費；,RPUNMLQJMHIGFAE08CB,遠雄PARK 16,A棟A06F19號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術東四路700號旁,10.01,住,,,1120327.0,土地1建物1車位1,二十二層,24.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,123.68,1.0,2.0,2.0,有,無,13880000.0,115904.0,坡道平面,20.75,1950000.0,,RPVNMLQJMHIGFAE18CB,美術白天鵝,D棟D5-22F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術東四路700號旁,13.91,住,,,1120330.0,土地1建物1車位1,十六層,24.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,163.86,2.0,2.0,2.0,有,無,19770000.0,123122.0,坡道平面,20.75,2150000.0,,RPWNMLQJMHIGFAE28CB,美術白天鵝,A棟A5-16F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
左營區,房地(土地+建物),高雄市左營區華夏路、至真路交叉路口,5.47,住,,,1120326.0,土地1建物1車位0,五層,27.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,72.22,1.0,2.0,1.0,有,無,9330000.0,129189.0,,0.0,0.0,,RPPNMLQJMHIGFEE97CB,浤圃巨星,B5-05F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
楠梓區,房地(土地+建物)+車位,高雄市楠梓區楠梓東街79號旁,8.82,商,,,1120326.0,土地2建物1車位1,十一層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,142.86,2.0,2.0,2.0,有,無,13850000.0,98725.0,坡道平面,22.83,2000000.0,,RPQNMLQJMHIGFEE08CB,友樂市,A3-11F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
左營區,房地(土地+建物)+車位,高雄市左營區環山路與站前南路交叉口,12.4,商,,,1120317.0,土地1建物1車位1,五層,26.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,164.76,3.0,2.0,2.0,有,無,19630000.0,125696.0,坡道平面,26.49,2250000.0,,RPRNMLQJMHIGFEE18CB,世紀莊園,A棟3號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
左營區,房地(土地+建物)+車位,高雄市左營區環山路與站前南路交叉口,8.27,商,,,1120315.0,土地1建物1車位1,十二層,26.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,116.12,2.0,2.0,1.0,有,無,11490000.0,108111.0,坡道平面,26.49,1800000.0,,RPSNMLQJMHIGFEE28CB,世紀莊園,A棟6號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
左營區,房地(土地+建物)+車位,高雄市左營區環山路與站前南路交叉口,7.44,商,,,1120320.0,土地1建物1車位1,十七層,26.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,111.34,2.0,2.0,1.0,有,無,11180000.0,110548.0,坡道平面,26.49,1800000.0,,RPTNMLQJMHIGFEE38CB,世紀莊園,A棟7號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
左營區,房地(土地+建物)+車位,高雄市左營區環山路與站前南路交叉口,7.44,商,,,1120315.0,土地1建物1車位1,十八層,26.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,110.28,2.0,2.0,1.0,有,無,10890000.0,110666.0,坡道平面,25.43,1500000.0,,RPUNMLQJMHIGFEE48CB,世紀莊園,A棟7號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
左營區,房地(土地+建物)+車位,高雄市左營區環山路與站前南路交叉口,12.4,商,,,1120320.0,土地1建物1車位1,十層,26.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,164.76,3.0,2.0,2.0,有,無,20790000.0,134085.0,坡道平面,26.49,2250000.0,,RPVNMLQJMHIGFEE58CB,世紀莊園,B棟3號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
左營區,房地(土地+建物)+車位,高雄市左營區環山路與站前南路交叉口,8.27,商,,,1120320.0,土地1建物1車位1,八層,26.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,116.12,2.0,2.0,1.0,有,無,12100000.0,115475.0,坡道平面,26.49,1750000.0,,RPWNMLQJMHIGFEE68CB,世紀莊園,B棟6號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
左營區,房地(土地+建物)+車位,高雄市左營區環山路與站前南路交叉口,7.44,商,,,1120315.0,土地1建物1車位1,二層,26.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,111.34,2.0,2.0,1.0,有,無,11860000.0,118562.0,坡道平面,26.49,1800000.0,,RPXNMLQJMHIGFEE78CB,世紀莊園,B棟7號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
左營區,房地(土地+建物)+車位,高雄市左營區環山路與站前南路交叉口,7.44,商,,,1120316.0,土地1建物1車位1,十一層,26.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,111.34,2.0,2.0,1.0,有,無,11390000.0,115380.0,坡道平面,26.49,1600000.0,,RPOOMLQJMHIGFEE97CB,世紀莊園,B棟7號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
左營區,房地(土地+建物)+車位,高雄市左營區環山路與站前南路交叉口,8.27,商,,,1120316.0,土地1建物1車位1,三層,26.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,119.8,2.0,2.0,1.0,有,無,11700000.0,105966.0,坡道平面,25.43,1700000.0,,RPPOMLQJMHIGFEE08CB,世紀莊園,C棟6號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
左營區,房地(土地+建物)+車位,高雄市左營區環山路與站前南路交叉口,12.4,商,,,1120316.0,土地1建物1車位1,二層,26.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,171.81,3.0,2.0,2.0,有,無,20980000.0,130952.0,坡道平面,26.49,1950000.0,,RPQOMLQJMHIGFEE18CB,世紀莊園,D棟2號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
左營區,房地(土地+建物)+車位,高雄市左營區環山路與站前南路交叉口,12.4,商,,,1120316.0,土地1建物1車位1,五層,26.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,171.83,3.0,2.0,2.0,有,無,21640000.0,134099.0,坡道平面,26.49,2150000.0,,RPROMLQJMHIGFEE28CB,世紀莊園,D棟2號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
左營區,房地(土地+建物)+車位,高雄市左營區環山路與站前南路交叉口,8.27,商,,,1120320.0,土地1建物1車位1,四層,26.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,124.66,2.0,2.0,1.0,有,無,13190000.0,116023.0,坡道平面,26.49,1800000.0,,RPSOMLQJMHIGFEE38CB,世紀莊園,D棟3號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
左營區,房地(土地+建物)+車位,高雄市左營區環山路與站前南路交叉口,8.27,商,,,1120320.0,土地1建物1車位1,八層,26.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,122.7,2.0,2.0,1.0,有,無,14130000.0,126598.0,坡道平面,26.49,1950000.0,,RPTOMLQJMHIGFEE48CB,世紀莊園,E棟2號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
左營區,房地(土地+建物)+車位,高雄市左營區環山路與站前南路交叉口,8.27,商,,,1120316.0,土地1建物1車位1,十四層,26.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,122.7,2.0,2.0,1.0,有,無,14620000.0,133250.0,坡道平面,26.49,1800000.0,,RPUOMLQJMHIGFEE58CB,世紀莊園,E棟2號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
左營區,房地(土地+建物)+車位,高雄市左營區環山路與站前南路交叉口,11.58,商,,,1120317.0,土地1建物1車位1,九層,26.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,156.6,3.0,2.0,2.0,有,無,18220000.0,125048.0,坡道平面,26.49,1950000.0,,RPVOMLQJMHIGFEE68CB,世紀莊園,E棟3號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
左營區,房地(土地+建物)+車位,高雄市左營區環山路與站前南路交叉口,9.1,商,,,1120320.0,土地1建物1車位1,四層,26.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,126.22,2.0,2.0,2.0,有,無,12560000.0,108393.0,坡道平面,26.49,1750000.0,,RPWOMLQJMHIGFEE78CB,世紀莊園,E棟5號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
左營區,房地(土地+建物)+車位,高雄市左營區環山路與站前南路交叉口,8.27,商,,,1120327.0,土地1建物1車位1,三層,26.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,116.12,2.0,2.0,1.0,有,無,11200000.0,105433.0,坡道平面,26.49,1750000.0,,RPXOMLQJMHIGFEE88CB,世紀莊園,A棟6號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
左營區,房地(土地+建物)+車位,高雄市左營區環山路與站前南路交叉口,8.27,商,,,1120323.0,土地1建物1車位1,十八層,26.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,116.12,2.0,2.0,1.0,有,無,11460000.0,110008.0,坡道平面,26.49,1600000.0,,RPOPMLQJMHIGFEE08CB,世紀莊園,A棟6號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
左營區,房地(土地+建物)+車位,高雄市左營區環山路與站前南路交叉口,7.44,商,,,1120322.0,土地1建物1車位1,三層,26.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,111.34,2.0,2.0,1.0,有,無,10800000.0,106070.0,坡道平面,26.49,1800000.0,,RPPPMLQJMHIGFEE18CB,世紀莊園,A棟7號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
左營區,房地(土地+建物)+車位,高雄市左營區環山路與站前南路交叉口,7.44,商,,,1120322.0,土地1建物1車位1,二十一層,26.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,111.34,2.0,2.0,1.0,有,無,11200000.0,111373.0,坡道平面,26.49,1750000.0,,RPQPMLQJMHIGFEE28CB,世紀莊園,A棟7號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
左營區,房地(土地+建物)+車位,高雄市左營區環山路與站前南路交叉口,15.71,商,,,1120327.0,土地1建物1車位1,二十五層,26.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,198.82,4.0,2.0,2.0,有,無,24310000.0,127140.0,坡道平面,26.49,2400000.0,,RPRPMLQJMHIGFEE38CB,世紀莊園,B棟1號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
左營區,房地(土地+建物)+車位,高雄市左營區環山路與站前南路交叉口,15.71,商,,,1120320.0,土地1建物1車位1,二十四層,26.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,202.15,4.0,2.0,2.0,有,無,24560000.0,128715.0,坡道平面,26.49,1950000.0,,RPSPMLQJMHIGFEE48CB,世紀莊園,B棟2號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
左營區,房地(土地+建物)+車位,高雄市左營區環山路與站前南路交叉口,12.4,商,,,1120327.0,土地1建物1車位1,五層,26.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,163.25,3.0,2.0,2.0,有,無,19470000.0,125914.0,坡道平面,26.49,2250000.0,,RPTPMLQJMHIGFEE58CB,世紀莊園,B棟5號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
左營區,房地(土地+建物)+車位,高雄市左營區環山路與站前南路交叉口,8.27,商,,,1120320.0,土地1建物1車位1,十二層,26.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,116.12,2.0,2.0,1.0,有,無,11770000.0,111235.0,坡道平面,26.49,1800000.0,,RPUPMLQJMHIGFEE68CB,世紀莊園,B棟6號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
左營區,房地(土地+建物)+車位,高雄市左營區環山路與站前南路交叉口,7.44,商,,,1120322.0,土地1建物1車位1,十層,26.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,110.28,2.0,2.0,1.0,有,無,11420000.0,114555.0,坡道平面,25.43,1700000.0,,RPWPMLQJMHIGFEE88CB,世紀莊園,B棟7號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
左營區,房地(土地+建物)+車位,高雄市左營區環山路與站前南路交叉口,8.27,商,,,1120324.0,土地1建物1車位1,三層,26.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,121.48,2.0,2.0,1.0,有,無,11980000.0,107169.0,坡道平面,26.49,1800000.0,,RPOQMLQJMHIGFEE18CB,世紀莊園,C棟3號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
岡山區,房地(土地+建物)+車位,高雄市岡山區中山北路67號旁,6.3,商,,,1120329.0,土地1建物1車位1,十一層,24.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,76.4,2.0,2.0,1.0,有,無,8700000.0,118577.0,坡道機械,8.09,600000.0,,RPPNMLQJMHIGFFE08CB,達麗雙子星,B7-11F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
