鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,來源資料夾_,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市忠孝路798巷,29.74,住,Unnamed: 5,Unnamed: 6,1120513,土地1建物1車位2,五層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,Unnamed: 14,177.45,3,1,2,有,無,12200000,76985,坡道平面,53.4,2650000,Unnamed: 26,RPPNMLQKNHIGFAI18CB,未來樹,L5棟5F號,Unnamed: 30,來源資料夾,嘉義市嘉義市日新街與立學街口,31.16,商,1120813,土地1建物1車位1,六層,13,204.63,2.1,19380000,104299,33.2,1500000,RPPNMLOKQHIGFAI28CB,仰?日新,1棟6B1號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康十街,26.87,住,,,1120515.0,土地1建物1車位1,二層,8.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,116.69,2.0,2.0,2.0,有,無,7410000.0,70024.0,坡道平面,28.72,1250000.0,,RPQNMLMLNHIGFAI97CB,威盛好日子,甲棟2D號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康十街,35.47,住,,,1120519.0,土地1建物1車位1,六層,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,141.47,3.0,2.0,2.0,有,無,9700000.0,75388.0,坡道平面,28.72,1200000.0,,RPPNMLNLNHIGFAI97CB,威盛好日子,乙棟6E號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康十街,26.87,住,,,1120520.0,土地1建物1車位1,四層,8.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,116.69,2.0,2.0,2.0,有,無,7230000.0,68546.0,坡道平面,28.72,1200000.0,,RPRNMLNLNHIGFAI18CB,威盛好日子,甲棟4D號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康十街,28.59,住,,,1120520.0,土地1建物1車位1,五層,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,119.89,2.0,2.0,2.0,有,無,7850000.0,72941.0,坡道平面,28.72,1200000.0,,RPSNMLNLNHIGFAI28CB,威盛好日子,乙棟5H號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市立德街90，92號,46.24,住,,,1120512.0,土地3建物1車位1,三層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,115.82,3.0,2.0,2.0,有,無,10310000.0,89038.0,一樓平面,15.75,1400000.0,,RPVNMLNLNHIGFAI58CB,安徒森Ⅱ,A棟3A3號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康九路與湖美十路交叉口,16.13,商,,,1120515.0,土地1建物1車位1,十層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,113.81,2.0,2.0,1.0,有,無,8020000.0,79489.0,坡道平面,29.27,1300000.0,,RPXNMLNLNHIGFAI78CB,佳昂?家易,D3棟10號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康九路與湖美十路交叉口,17.24,商,,,1120515.0,土地1建物1車位1,四層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,120.98,2.0,2.0,1.0,有,無,8130000.0,74474.0,坡道平面,29.27,1300000.0,,RPOOMLNLNHIGFAI97CB,佳昂?家易,D6棟4號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康九路與湖美十路交叉口,16.13,商,,,1120515.0,土地1建物1車位1,十四層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,116.19,2.0,2.0,1.0,有,無,7880000.0,76277.0,坡道平面,29.27,1250000.0,,RPPOMLNLNHIGFAI08CB,佳昂?家易,E6棟14號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康十街,28.59,住,,,1120521.0,土地1建物1車位1,三層,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,119.89,2.0,2.0,2.0,有,無,7570000.0,69321.0,坡道平面,28.72,1250000.0,,RPQOMLNLNHIGFAI18CB,威盛好日子,乙棟3H號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市彌陀路238巷98弄,39.62,住,,,1120515.0,土地1建物1車位1,六層,6.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,136.99,3.0,2.0,2.0,有,無,11300000.0,91141.0,坡道平面,27.27,1300000.0,,RPROMLNLNHIGFAI28CB,陶世代,A棟6樓C號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物),嘉義市嘉義市東區五福街,40.53,住,,,1120511.0,土地2建物1車位0,二層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,125.53,3.0,2.0,2.0,有,無,8700000.0,69306.0,,0.0,0.0,,RPUOMLNLNHIGFAI58CB,森擎集合住宅,2I號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市金龍街.大雅路二段578巷,157.5,住,,,1120523.0,土地4建物1車位2,一至三層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,367.72,3.0,2.0,3.0,有,無,36880000.0,100294.0,一樓平面,0.0,0.0,[夢公園/集合住宅] A1,RPQNMLOLNHIGFAI18CB,夢公園,A棟1號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市荖藤宅,36.4,住,,,1120513.0,土地1建物1車位1,三層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,110.65,2.0,1.0,2.0,有,無,8120000.0,76506.0,一樓平面,20.2,1200000.0,,RPPNMLPLNHIGFAI18CB,寓上愛,壹棟3FA1號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康十街,28.59,住,,,1120517.0,土地1建物1車位1,七層,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,119.89,2.0,2.0,2.0,有,無,8050000.0,75134.0,坡道平面,28.72,1200000.0,,RPSNMLPLNHIGFAI48CB,威盛好日子,乙棟7H號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康十街,26.87,住,,,1120524.0,土地1建物1車位1,八層,8.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,116.69,2.0,2.0,2.0,有,無,7600000.0,72752.0,坡道平面,28.72,1200000.0,,RPPNMLQLNHIGFAI28CB,威盛好日子,甲棟8C號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康十街,26.87,住,,,1120524.0,土地1建物1車位1,八層,8.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,116.69,2.0,2.0,2.0,有,無,7600000.0,72752.0,坡道平面,28.72,1200000.0,1.交易日期誤繕2.原申報序號B1IA11205250005撤消重新申報.,RPRNMLTLNHIGFAI78CB,威盛好日子,甲棟8D號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市興美七街,73.85,住,,,1120522.0,土地1建物1車位1,全,3.0,透天厝,住家用,鋼筋混凝土造,,162.74,3.0,2.0,2.0,有,無,15300000.0,94015.0,一樓平面,0.0,0.0,,RPQNMLTLNHIGFAI78DB,惠森心美,A棟5號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物),嘉義市嘉義市環湖一街,98.98,其他,,,1120528.0,土地2建物1車位0,全,3.0,店面(店鋪),住商用,鋼筋混凝土造,,152.57,3.0,2.0,4.0,有,無,11480000.0,75244.0,,0.0,0.0,,RPQNMLKMNHIGFAI87CB,湖美豪棧,B棟11號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市東區盧厝里2鄰,49.1,農,,,1120527.0,土地1建物1車位2,四層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,141.12,3.0,2.0,2.0,有,無,10200000.0,77891.0,一樓平面,40.98,2400000.0,,RPPNMLLMNHIGFAI87CB,百富寓見北歐,4FC1號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物),嘉義市嘉義市新生路,3.01,住,,,1120513.0,土地1建物1車位0,全,1.0,店面(店鋪),商業用,鋼筋混凝土造,,8.83,0.0,0.0,0.0,無,無,4290000.0,485844.0,,0.0,0.0,雅典娜店6A戶,RPRNMLLMNHIGFAI08CB,雅典娜,店棟6A號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康九路與湖美十路交叉口,18.35,商,,,1120522.0,土地1建物1車位1,七層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,127.89,2.0,2.0,1.0,有,無,8940000.0,77469.0,坡道平面,29.27,1300000.0,,RPPNMLLJOHIGFAI67CB,佳昂?家易,A1棟7號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康九路與湖美十路交叉口,17.24,商,,,1120522.0,土地1建物1車位1,八層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,120.98,2.0,2.0,1.0,有,無,8460000.0,78072.0,坡道平面,29.27,1300000.0,,RPQNMLLJOHIGFAI77CB,佳昂?家易,E1棟8號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康九路與湖美十路交叉口,17.24,商,,,1120522.0,土地1建物1車位1,九層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,120.98,2.0,2.0,1.0,有,無,8460000.0,78072.0,坡道平面,29.27,1300000.0,,RPRNMLLJOHIGFAI87CB,佳昂?家易,E1棟9號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康九路與湖美十路交叉口,17.24,商,,,1120522.0,土地1建物1車位1,十三層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,120.98,2.0,2.0,1.0,有,無,8510000.0,78617.0,坡道平面,29.27,1300000.0,,RPSNMLLJOHIGFAI97CB,佳昂?家易,E1棟13號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市芳安路17巷,32.4,住,,,1120528.0,土地1建物1車位1,三層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,97.01,2.0,2.0,1.0,有,無,8260000.0,87637.0,一樓平面,16.45,1200000.0,,RPTNMLLJOHIGFAI08CB,好人居Ⅲ,A棟3F2號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市金龍街.大雅路二段578巷,32.79,住,,,1120531.0,土地3建物1車位1,八層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,243.22,3.0,2.0,2.0,有,無,28200000.0,117977.0,坡道平面,27.5,2750000.0,[夢公園/集合住宅] 8F-B2,RPQNMLOJOHIGFAI08CB,夢公園,B棟8B2號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市金龍街.大雅路二段578巷,35.95,住,,,1120531.0,土地3建物1車位1,九層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,270.82,0.0,2.0,3.0,有,無,31880000.0,121436.0,坡道平面,33.0,3000000.0,[夢公園/集合住宅] 9F-B2,RPPNMLPJOHIGFAI08CB,夢公園,B棟9B2號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市金龍街.大雅路二段578巷,21.27,住,,,1120604.0,土地3建物1車位1,三層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,143.93,3.0,2.0,2.0,有,無,15380000.0,107733.0,坡道機械,9.06,850000.0,[夢公園/集合住宅] 3F-C2,RPRNMLPJOHIGFAI28CB,夢公園,C棟3C2號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物),嘉義市嘉義市立德街90，92號,36.82,住,,,1120527.0,土地3建物1車位0,三層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,79.69,2.0,2.0,2.0,有,無,6960000.0,87338.0,,0.0,0.0,,RPWNMLPJOHIGFAI78CB,安徒森Ⅱ,A棟3A1號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市金龍街.大雅路二段578巷,32.46,住,,,1120601.0,土地3建物1車位1,六層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,228.66,3.0,2.0,2.0,有,無,26290000.0,113883.0,坡道平面,15.37,2000000.0,[夢公園/集合住宅] 6F-B1交易總價含下列非屬預售屋價格之費用:親友、員工、共有人或其他特殊關係間之交易；,RPXNMLPJOHIGFAI88CB,夢公園,B棟6B1號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市芳安路17巷,32.4,住,,,1120531.0,土地1建物1車位1,五層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,97.01,2.0,2.0,1.0,有,無,8450000.0,89995.0,一樓平面,16.45,1200000.0,,RPQNMLQJOHIGFAI28CB,好人居Ⅲ,A棟5F3號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康九路與湖美十路交叉口,23.91,商,,,1120530.0,土地1建物1車位1,六層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,156.21,2.0,2.0,2.0,有,無,11280000.0,78620.0,坡道平面,29.27,1300000.0,,RPRNMLQJOHIGFAI38CB,佳昂?家易,A2棟6號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物),嘉義市嘉義市健康九路與湖美十路交叉口,17.24,商,,,1120530.0,土地1建物1車位0,八層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,90.14,2.0,2.0,1.0,有,無,7230000.0,80209.0,,0.0,0.0,,RPTNMLQJOHIGFAI58CB,佳昂?家易,C1棟8號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市忠孝路798巷,26.87,住,,,1120605.0,土地1建物1車位1,三層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,138.83,3.0,1.0,2.0,有,無,9680000.0,74735.0,坡道平面,26.7,1300000.0,,RPPNMLRJOHIGFAI28CB,未來樹,M2棟3F號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市八德路,29.99,住,,,1120515.0,土地5建物1車位1,十四層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,154.33,3.0,2.0,2.0,有,無,15280000.0,110444.0,坡道平面,27.75,1300000.0,,RPSNMLRJOHIGFAI58CB,大騰帝八區,14A棟5號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康十街,26.87,住,,,1120602.0,土地1建物1車位1,五層,8.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,116.69,2.0,2.0,2.0,有,無,7670000.0,73548.0,坡道平面,28.72,1200000.0,,RPQNMLSJOHIGFAI48CB,威盛好日子,甲棟5D號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康十街,34.83,住,,,1120604.0,土地1建物1車位1,四層,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,139.24,3.0,2.0,2.0,有,無,8910000.0,69309.0,坡道平面,28.72,1250000.0,,RPRNMLSJOHIGFAI58CB,威盛好日子,乙棟4G號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市竹圍路,19.05,商,,,1120523.0,土地3建物1車位1,九層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,131.44,2.0,2.0,2.0,有,無,11500000.0,97092.0,坡道平面,27.93,1450000.0,,RPSNMLSJOHIGFAI68CB,湛然天玉,B棟6-1號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市東區湖子內段興安小段345、345-1地號,204.15,住,,,1120602.0,土地1建物1車位2,全,4.0,透天厝,住家用,鋼筋混凝土造,,331.36,5.0,2.0,6.0,有,無,38800000.0,117093.0,一樓平面,27.5,0.0,,RPTNMLSJOHIGFAI78CB,鏵城鑫旺二期,A棟0號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市新生路,144.99,住,,,1120513.0,土地3建物1車位1,全,4.0,透天厝,住家用,鋼筋混凝土造,,316.61,3.0,2.0,2.0,有,無,38590000.0,121885.0,一樓平面,0.0,0.0,雅典娜店6戶/有電梯,RPPNMLTJOHIGFAI48CB,雅典娜,店棟6號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市新生路,123.0,住,,,1120525.0,土地4建物1車位2,一至三層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,367.62,3.0,2.0,4.0,有,無,32800000.0,89223.0,一樓平面,0.0,0.0,THEONEC16/有電梯,RPQNMLTJOHIGFAI58CB,勃朗峰、THEONE,C棟16號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市八德路,29.62,住,,,1120516.0,土地5建物1車位1,七層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,152.79,3.0,2.0,2.0,有,無,14180000.0,103007.0,坡道平面,27.75,1300000.0,,RPPNMLKKOHIGFAI67CB,大騰帝八區,7A棟3號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市八德路,23.55,住,,,1120516.0,土地5建物1車位1,八層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,127.15,2.0,2.0,2.0,有,無,11300000.0,101610.0,坡道平面,27.75,1200000.0,,RPQNMLKKOHIGFAI77CB,大騰帝八區,8A棟2號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市八德路,29.62,住,,,1120517.0,土地5建物1車位1,七層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,152.79,3.0,2.0,2.0,有,無,14380000.0,105406.0,坡道平面,27.75,1200000.0,,RPRNMLKKOHIGFAI87CB,大騰帝八區,7A棟5號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物),嘉義市嘉義市博愛路橋北側約50公尺,130.47,住,,,1120607.0,土地2建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,246.26,5.0,2.0,6.0,有,無,23000000.0,93397.0,,0.0,0.0,,RPQNMLMKOHIGFAI97CB,小山村,A棟2號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市荖藤宅,28.9,住,,,1120520.0,土地1建物1車位1,四層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,71.96,2.0,1.0,1.0,有,無,6600000.0,91718.0,一樓平面,0.0,0.0,,RPRNMLMKOHIGFAI08CB,寓上愛,壹棟4FA3號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物),嘉義市嘉義市博愛路橋北側約50公尺,190.47,住,,,1120531.0,土地4建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,259.77,4.0,3.0,5.0,有,無,28000000.0,107788.0,,0.0,0.0,,RPSNMLMKOHIGFAI18CB,小山村,A棟7號,1120825全部解約,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市宣信街,20.92,住,,,1120518.0,土地1建物1車位1,八層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,120.23,3.0,2.0,2.0,有,無,11550000.0,103622.0,坡道機械,15.04,650000.0,,RPPNMLNKOHIGFAI97CB,漢昇 築城,H棟H3號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市宣信街,20.92,住,,,1120527.0,土地1建物1車位1,七層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,120.23,3.0,2.0,2.0,有,無,11450000.0,102671.0,坡道機械,15.04,650000.0,,RPQNMLNKOHIGFAI08CB,漢昇 築城,H棟H3號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市八德路,23.55,住,,,1120520.0,土地5建物1車位1,七層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,127.15,2.0,2.0,2.0,有,無,11300000.0,100604.0,坡道平面,27.75,1300000.0,,RPRNMLNKOHIGFAI18CB,大騰帝八區,7A棟2號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市宣信街,26.68,住,,,1120603.0,土地1建物1車位1,一層+二層,14.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,161.66,0.0,0.0,0.0,無,無,20200000.0,136212.0,坡道平面,23.64,1400000.0,建物總價內含機車位壹拾萬元整,RPSNMLNKOHIGFAI28CB,漢昇 築城,H棟T2號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市八德路,23.55,住,,,1120521.0,土地5建物1車位1,九層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,127.15,2.0,2.0,2.0,有,無,11400000.0,102616.0,坡道平面,27.75,1200000.0,,RPTNMLNKOHIGFAI38CB,大騰帝八區,9A棟2號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市八德路,23.49,住,,,1120522.0,土地5建物1車位1,八層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,126.91,2.0,2.0,2.0,有,無,11280000.0,100645.0,坡道平面,27.75,1300000.0,,RPUNMLNKOHIGFAI48CB,大騰帝八區,8A棟1號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市八德路,59.24,住,,,1120522.0,土地5建物1車位2,十三層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,305.58,6.0,4.0,4.0,有,無,29880000.0,109085.0,坡道平面,55.5,2600000.0,,RPVNMLNKOHIGFAI58CB,大騰帝八區,13A棟3、5號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物),嘉義市嘉義市環湖二街,121.76,其他,,,1120518.0,土地1建物1車位0,全,3.0,店面(店鋪),住商用,鋼筋混凝土造,,185.79,4.0,2.0,5.0,有,無,12200000.0,65666.0,,0.0,0.0,,RPWNMLNKOHIGFAI68CB,泰祐/直木賞NO.8,B棟1號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市八德路,23.49,住,,,1120523.0,土地5建物1車位1,七層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,126.91,2.0,2.0,2.0,有,無,11080000.0,99637.0,坡道平面,27.75,1200000.0,,RPXNMLNKOHIGFAI78CB,大騰帝八區,7A棟1號,,112_03,,,,,,,,,,,,,,,,
