鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,來源資料夾_,東石鄉,房地(土地+建物),嘉義縣東石鄉蔦松村湖底17-1號旁,91.67,Unnamed: 4,鄉村區,乙種建築用地,1120517,土地2建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,Unnamed: 14,149.35,4,2,4.1,有,無,8580000,57449,Unnamed: 23,0.0,0,Unnamed: 26,RPPNMLMLNHIGFBQ78CB,上荷院8期,8C區棟13號,Unnamed: 30,來源資料夾,民雄鄉,嘉義縣民雄鄉正義二街,169.25,住,Unnamed: 5,Unnamed: 6,1120813,土地4建物1車位0,242.18,5,25800000,106532,RPPNMLOKQHIGFCQ66CB,中正-森學院,A棟10號,大林鎮,嘉義縣大林鎮林頭,118.37,1121111,173.42,3.1,10580000,61008,RPQNMLPKJIIGFCQ88CB,新社團三期,A棟2號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,二層,15.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,2.0,2.0,,有,無,,,坡道平面,19.52,1400000.0,,,,,,112_04,太保市,嘉義縣太保市保鐵二路vs高鐵西路vs保鐵一路一段,21.74,住,,,1121007.0,土地1建物1車位1,106.52,2.0,8320000.0,79540.0,RPROMLLJJIIGFDQ68CB,高鐵科技城,B棟1號,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,七層,15.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,2.0,2.0,,有,無,,,,0.0,0.0,,,,,,112_04,太保市,嘉義縣太保市保鐵二路vs高鐵西路vs保鐵一路一段,21.74,住,,,1121008.0,土地1建物1車位0,87.0,2.0,7140000.0,82069.0,RPSOMLLJJIIGFDQ78CB,高鐵科技城,B棟1號,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,十二層,15.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,2.0,2.0,,有,無,,,坡道平面,19.52,1400000.0,,,,,,112_04,太保市,嘉義縣太保市保鐵二路vs高鐵西路vs保鐵一路一段,21.74,住,,,1121007.0,土地1建物1車位1,106.52,2.0,8670000.0,83563.0,RPTOMLLJJIIGFDQ88CB,高鐵科技城,B棟1號,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,五層,15.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,2.0,2.0,,有,無,,,坡道平面,19.52,1700000.0,,,,,,112_04,太保市,嘉義縣太保市保鐵二路vs高鐵西路vs保鐵一路一段,20.18,住,,,1121008.0,土地1建物1車位1,100.77,2.0,8460000.0,83200.0,RPUOMLLJJIIGFDQ98CB,高鐵科技城,B棟3號,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,八層,15.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,2.0,2.0,,有,無,,,坡道平面,19.52,1500000.0,,,,,,112_04,太保市,嘉義縣太保市保鐵二路vs高鐵西路vs保鐵一路一段,20.18,住,,,1121008.0,土地1建物1車位1,100.77,2.0,8460000.0,85662.0,RPVOMLLJJIIGFDQ09CB,高鐵科技城,B棟3號,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,十二層,15.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,2.0,2.0,,有,無,,,坡道平面,19.52,1500000.0,,,,,,112_04,太保市,嘉義縣太保市保鐵二路vs高鐵西路vs保鐵一路一段,20.65,住,,,1121007.0,土地1建物1車位1,102.54,2.0,8700000.0,86726.0,RPWOMLLJJIIGFDQ56CB,高鐵科技城,B棟5號,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,十四層,15.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,2.0,2.0,,有,無,,,坡道平面,19.52,1600000.0,,,,,,112_04,太保市,嘉義縣太保市保鐵二路vs高鐵西路vs保鐵一路一段,20.65,住,,,1121008.0,土地1建物1車位1,102.54,2.0,8850000.0,87328.0,RPXOMLLJJIIGFDQ66CB,高鐵科技城,B棟5號,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,六層,15.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,3.0,2.0,,有,無,,,坡道平面,19.52,1700000.0,,,,,,112_04,太保市,嘉義縣太保市保鐵二路vs高鐵西路vs保鐵一路一段,25.03,住,,,1121008.0,土地1建物1車位1,119.34,2.0,10100000.0,84151.0,RPOPMLLJJIIGFDQ48CB,高鐵科技城,B棟6號,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,八層,15.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,3.0,2.0,,有,無,,,坡道平面,19.52,1700000.0,,,,,,112_04,太保市,嘉義縣太保市保鐵二路vs高鐵西路vs保鐵一路一段,25.03,住,,,1121008.0,土地1建物1車位1,119.34,2.0,10190000.0,85053.0,RPPPMLLJJIIGFDQ58CB,高鐵科技城,B棟6號,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,二層,15.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,2.0,2.0,,有,無,,,坡道平面,16.62,1400000.0,,,,,,112_04,太保市,嘉義縣太保市保鐵二路vs高鐵西路vs保鐵一路一段,21.9,住,,,1121007.0,土地1建物1車位1,104.7,2.0,8100000.0,76067.0,RPQPMLLJJIIGFDQ68CB,高鐵科技城,B棟7號,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,三層,15.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,2.0,2.0,,有,無,,,,0.0,0.0,,,,,,112_04,太保市,嘉義縣太保市保鐵二路vs高鐵西路vs保鐵一路一段,20.96,住,,,1121008.0,土地1建物1車位0,83.93,2.0,6590000.0,78518.0,RPRPMLLJJIIGFDQ78CB,高鐵科技城,B棟8號,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,九層,15.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,2.0,2.0,,有,無,,,坡道平面,19.52,1500000.0,,,,,,112_04,太保市,嘉義縣太保市保鐵二路vs高鐵西路vs保鐵一路一段,20.96,住,,,1121006.0,土地1建物1車位1,103.45,2.0,8450000.0,82807.0,RPSPMLLJJIIGFDQ88CB,高鐵科技城,B棟8號,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,九層,15.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,3.0,2.0,,有,無,,,坡道平面,19.52,1700000.0,,,,,,112_04,太保市,嘉義縣太保市保鐵二路vs高鐵西路vs保鐵一路一段,30.19,住,,,1121008.0,土地1建物1車位1,139.85,2.0,11750000.0,83520.0,RPTPMLLJJIIGFDQ98CB,高鐵科技城,E棟1號,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,十二層,15.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,3.0,2.0,,有,無,,,坡道平面,19.52,1700000.0,,,,,,112_04,太保市,嘉義縣太保市保鐵二路vs高鐵西路vs保鐵一路一段,30.19,住,,,1121008.0,土地1建物1車位1,139.85,2.0,11850000.0,84351.0,RPUPMLLJJIIGFDQ09CB,高鐵科技城,E棟1號,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,十四層,15.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,3.0,2.0,,有,無,,,坡道平面,19.52,1600000.0,,,,,,112_04,太保市,嘉義縣太保市保鐵二路vs高鐵西路vs保鐵一路一段,30.19,住,,,1121008.0,土地1建物1車位1,139.85,2.0,11830000.0,85016.0,RPVPMLLJJIIGFDQ56CB,高鐵科技城,E棟1號,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,三層,15.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,3.0,2.0,,有,無,,,坡道平面,19.52,1500000.0,,,,,,112_04,太保市,嘉義縣太保市保鐵二路vs高鐵西路vs保鐵一路一段,24.56,住,,,1121007.0,土地1建物1車位1,117.84,2.0,9030000.0,76587.0,RPWPMLLJJIIGFDQ66CB,高鐵科技城,E棟8號,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,三層,15.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,2.0,2.0,,有,無,,,坡道平面,16.62,1400000.0,,,,,,112_04,太保市,嘉義縣太保市保鐵二路vs高鐵西路vs保鐵一路一段,20.65,住,,,1121007.0,土地1建物1車位1,99.75,2.0,7810000.0,77108.0,RPXPMLLJJIIGFDQ76CB,高鐵科技城,E棟9號,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,八層,15.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,2.0,2.0,,有,無,,,坡道平面,19.52,1600000.0,,,,,,112_04,太保市,嘉義縣太保市保鐵二路vs高鐵西路vs保鐵一路一段,20.65,住,,,1121006.0,土地1建物1車位1,102.65,2.0,8340000.0,81078.0,RPOQMLLJJIIGFDQ58CB,高鐵科技城,E棟9號,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,十二層,15.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,2.0,2.0,,有,無,,,坡道平面,19.52,1600000.0,,,,,,112_04,太保市,嘉義縣太保市保鐵二路vs高鐵西路vs保鐵一路一段,20.65,住,,,1121008.0,土地1建物1車位1,102.65,2.0,8540000.0,83484.0,RPPQMLLJJIIGFDQ68CB,高鐵科技城,E棟9號,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,二層,15.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,2.0,1.0,,有,無,,,坡道平面,19.52,1400000.0,,,,,,112_04,太保市,嘉義縣太保市保鐵二路vs高鐵西路vs保鐵一路一段,20.65,住,,,1121008.0,土地1建物1車位1,102.56,2.0,8000000.0,79480.0,RPQQMLLJJIIGFDQ78CB,高鐵科技城,E棟10號,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,四層,15.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,2.0,1.0,,有,無,,,坡道平面,19.52,1400000.0,,,,,,112_04,太保市,嘉義縣太保市保鐵二路vs高鐵西路vs保鐵一路一段,20.65,住,,,1121007.0,土地1建物1車位1,102.56,2.0,7930000.0,78637.0,RPRQMLLJJIIGFDQ88CB,高鐵科技城,E棟10號,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,七層,15.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,2.0,1.0,,有,無,,,,0.0,0.0,,,,,,112_04,太保市,嘉義縣太保市保鐵二路vs高鐵西路vs保鐵一路一段,20.65,住,,,1121007.0,土地1建物1車位0,83.04,2.0,6700000.0,80684.0,RPSQMLLJJIIGFDQ98CB,高鐵科技城,E棟10號,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,八層,15.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,2.0,1.0,,有,無,,,坡道平面,19.52,1600000.0,,,,,,112_04,太保市,嘉義縣太保市保鐵二路vs高鐵西路vs保鐵一路一段,20.65,住,,,1121008.0,土地1建物1車位1,102.56,2.0,8330000.0,81045.0,RPTQMLLJJIIGFDQ09CB,高鐵科技城,E棟10號,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,八層,15.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,3.0,2.0,,有,無,,,坡道平面,19.52,1500000.0,,,,,,112_04,太保市,嘉義縣太保市保鐵二路vs高鐵西路vs保鐵一路一段,24.71,住,,,1121008.0,土地1建物1車位1,118.75,2.0,9900000.0,84652.0,RPUQMLLJJIIGFDQ56CB,高鐵科技城,F棟7號,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,七層,15.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,2.0,2.0,,有,無,,,坡道平面,19.52,1600000.0,,,,,,112_04,太保市,嘉義縣太保市保鐵二路vs高鐵西路vs保鐵一路一段,20.65,住,,,1121008.0,土地1建物1車位1,102.65,2.0,8410000.0,81920.0,RPVQMLLJJIIGFDQ66CB,高鐵科技城,F棟9號,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,三層,15.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,2.0,2.0,,有,無,,,坡道平面,19.52,1500000.0,,,,,,112_04,太保市,嘉義縣太保市保鐵二路vs高鐵西路vs保鐵一路一段,21.74,住,,,1121008.0,土地1建物1車位1,106.52,2.0,8330000.0,78506.0,RPWQMLLJJIIGFDQ76CB,高鐵科技城,G棟1號,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,十層,15.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,2.0,2.0,,有,無,,,坡道平面,19.52,1600000.0,,,,,,112_04,太保市,嘉義縣太保市保鐵二路vs高鐵西路vs保鐵一路一段,21.74,住,,,1121008.0,土地1建物1車位1,106.52,2.0,8820000.0,82989.0,RPXQMLLJJIIGFDQ86CB,高鐵科技城,G棟1號,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,五層,15.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,3.0,2.0,,有,無,,,坡道平面,19.52,1600000.0,,,,,,112_04,太保市,嘉義縣太保市保鐵二路vs高鐵西路vs保鐵一路一段,24.24,住,,,1121008.0,土地1建物1車位1,116.39,2.0,9460000.0,81140.0,RPORMLLJJIIGFDQ68CB,高鐵科技城,G棟2號,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,六層,15.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,2.0,2.0,,有,無,,,坡道平面,19.52,1600000.0,,,,,,112_04,太保市,嘉義縣太保市保鐵二路vs高鐵西路vs保鐵一路一段,20.8,住,,,1121008.0,土地1建物1車位1,102.96,2.0,8750000.0,85690.0,RPPRMLLJJIIGFDQ78CB,高鐵科技城,G棟3號,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,十層,15.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,2.0,2.0,,有,無,,,坡道平面,22.76,1550000.0,,,,,,112_04,太保市,嘉義縣太保市保鐵二路vs高鐵西路vs保鐵一路一段,20.65,住,,,1121008.0,土地1建物1車位1,105.78,2.0,8780000.0,87087.0,RPQRMLLJJIIGFDQ88CB,高鐵科技城,G棟5號,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,五層,15.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,2.0,2.0,,有,無,,,坡道平面,16.62,1400000.0,,,,,,112_04,太保市,嘉義縣太保市保鐵二路vs高鐵西路vs保鐵一路一段,21.9,住,,,1121005.0,土地1建物1車位1,104.7,2.0,8170000.0,76862.0,RPRRMLLJJIIGFDQ98CB,高鐵科技城,G棟7號,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,九層,15.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,2.0,2.0,,有,無,,,坡道平面,19.52,1600000.0,,,,,,112_04,太保市,嘉義縣太保市保鐵二路vs高鐵西路vs保鐵一路一段,20.96,住,,,1121008.0,土地1建物1車位1,103.45,2.0,8650000.0,83999.0,RPSRMLLJJIIGFDQ09CB,高鐵科技城,G棟8號,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,十一層,15.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,2.0,2.0,,有,無,,,坡道平面,19.52,1500000.0,,,,,,112_04,太保市,嘉義縣太保市保鐵二路vs高鐵西路vs保鐵一路一段,20.96,住,,,1121008.0,土地1建物1車位1,103.45,2.0,8500000.0,83403.0,RPTRMLLJJIIGFDQ56CB,高鐵科技城,G棟8號,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,五層,15.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,3.0,2.0,,有,無,,,坡道平面,19.52,1600000.0,,,,,,112_04,太保市,嘉義縣太保市保鐵二路vs高鐵西路vs保鐵一路一段,30.5,住,,,1121008.0,土地1建物1車位1,140.63,2.0,10820000.0,76129.0,RPURMLLJJIIGFDQ66CB,高鐵科技城,H棟2號,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,七層,15.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,3.0,2.0,,有,無,,,坡道平面,19.52,1500000.0,,,,,,112_04,太保市,嘉義縣太保市保鐵二路vs高鐵西路vs保鐵一路一段,30.5,住,,,1121008.0,土地1建物1車位1,140.63,2.0,11060000.0,78937.0,RPVRMLLJJIIGFDQ76CB,高鐵科技城,H棟2號,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,一層,15.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,1.0,1.0,,有,無,,,坡道平面,19.52,1700000.0,,,,,,112_04,太保市,嘉義縣太保市保鐵二路vs高鐵西路vs保鐵一路一段,61.78,住,,,1121008.0,土地1建物1車位1,261.32,1.0,28950000.0,112696.0,RPWRMLLJJIIGFDQ86CB,高鐵科技城,S棟3號,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,十一層,15.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,3.0,2.0,,有,無,,,坡道平面,19.52,1500000.0,,,,,,112_04,太保市,嘉義縣太保市保鐵二路vs高鐵西路vs保鐵一路一段,24.24,住,,,1121007.0,土地1建物1車位1,116.39,2.0,9830000.0,85992.0,RPXRMLLJJIIGFDQ96CB,高鐵科技城,B棟2號,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,五層,15.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,3.0,2.0,,有,無,,,坡道平面,19.52,1600000.0,,,,,,112_04,太保市,嘉義縣太保市保鐵二路vs高鐵西路vs保鐵一路一段,25.03,住,,,1121007.0,土地1建物1車位1,119.34,2.0,9850000.0,82649.0,RPPSMLLJJIIGFDQ88CB,高鐵科技城,B棟6號,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,八層,15.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,2.0,2.0,,有,無,,,坡道平面,19.52,1400000.0,,,,,,112_04,太保市,嘉義縣太保市保鐵二路vs高鐵西路vs保鐵一路一段,20.96,住,,,1121008.0,土地1建物1車位1,103.45,2.0,8320000.0,82450.0,RPQSMLLJJIIGFDQ98CB,高鐵科技城,B棟8號,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,七層,15.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,3.0,2.0,,有,無,,,坡道平面,19.52,1500000.0,,,,,,112_04,太保市,嘉義縣太保市保鐵二路vs高鐵西路vs保鐵一路一段,24.56,住,,,1121007.0,土地1建物1車位1,117.84,2.0,9390000.0,80248.0,RPRSMLLJJIIGFDQ09CB,高鐵科技城,E棟8號,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,二層,15.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,2.0,2.0,,有,無,,,坡道平面,16.62,1400000.0,,,,,,112_04,太保市,嘉義縣太保市保鐵二路vs高鐵西路vs保鐵一路一段,20.65,住,,,1121007.0,土地1建物1車位1,99.75,2.0,7810000.0,77108.0,RPSSMLLJJIIGFDQ56CB,高鐵科技城,E棟9號,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,五層,15.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,3.0,2.0,,有,無,,,坡道平面,22.76,1650000.0,,,,,,112_04,太保市,嘉義縣太保市保鐵二路vs高鐵西路vs保鐵一路一段,24.71,住,,,1121007.0,土地1建物1車位1,121.99,2.0,9700000.0,81125.0,RPTSMLLJJIIGFDQ66CB,高鐵科技城,F棟7號,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,二層,15.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,3.0,2.0,,有,無,,,坡道平面,19.52,1500000.0,,,,,,112_04,太保市,嘉義縣太保市保鐵二路vs高鐵西路vs保鐵一路一段,24.56,住,,,1121006.0,土地1建物1車位1,117.84,2.0,9130000.0,77604.0,RPUSMLLJJIIGFDQ76CB,高鐵科技城,F棟8號,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,四層,15.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,2.0,2.0,,有,無,,,坡道平面,19.52,1500000.0,,,,,,112_04,太保市,嘉義縣太保市保鐵二路vs高鐵西路vs保鐵一路一段,21.74,住,,,1121008.0,土地1建物1車位1,106.52,2.0,8460000.0,80000.0,RPVSMLLJJIIGFDQ86CB,高鐵科技城,G棟1號,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,八層,15.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,2.0,2.0,,有,無,,,坡道平面,19.52,1500000.0,,,,,,112_04,太保市,嘉義縣太保市保鐵二路vs高鐵西路vs保鐵一路一段,21.74,住,,,1121007.0,土地1建物1車位1,106.52,2.0,8670000.0,82414.0,RPWSMLLJJIIGFDQ96CB,高鐵科技城,G棟1號,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,七層,15.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,2.0,2.0,,有,無,,,坡道平面,19.52,1500000.0,,,,,,112_04,太保市,嘉義縣太保市保鐵二路vs高鐵西路vs保鐵一路一段,20.8,住,,,1121008.0,土地1建物1車位1,102.96,2.0,8600000.0,85091.0,RPXSMLLJJIIGFDQ07CB,高鐵科技城,G棟3號,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,八層,15.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,2.0,2.0,,有,無,,,坡道平面,19.52,1600000.0,,,,,,112_04,太保市,嘉義縣太保市保鐵二路vs高鐵西路vs保鐵一路一段,20.8,住,,,1121008.0,土地1建物1車位1,102.96,2.0,8710000.0,85211.0,RPOTMLLJJIIGFDQ88CB,高鐵科技城,G棟3號,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,八層,15.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,2.0,2.0,,有,無,,,坡道平面,19.52,1600000.0,,,,,,112_04,太保市,嘉義縣太保市保鐵二路vs高鐵西路vs保鐵一路一段,20.65,住,,,1121007.0,土地1建物1車位1,102.54,2.0,8580000.0,84076.0,RPPTMLLJJIIGFDQ98CB,高鐵科技城,G棟5號,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,九層,15.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,2.0,2.0,,有,無,,,坡道平面,19.52,1500000.0,,,,,,112_04,太保市,嘉義縣太保市保鐵二路vs高鐵西路vs保鐵一路一段,20.65,住,,,1121008.0,土地1建物1車位1,102.54,2.0,8600000.0,85522.0,RPQTMLLJJIIGFDQ09CB,高鐵科技城,G棟5號,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,十二層,15.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,2.0,2.0,,有,無,,,坡道平面,16.62,1400000.0,,,,,,112_04,太保市,嘉義縣太保市保鐵二路vs高鐵西路vs保鐵一路一段,20.65,住,,,1121008.0,土地1建物1車位1,99.64,2.0,8580000.0,86485.0,RPRTMLLJJIIGFDQ56CB,高鐵科技城,G棟5號,,,,,,,,,,,
