鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,來源資料夾_,中山區,房地(土地+建物),臺北市中山區新生里松江路330巷23號,6.03,住,Unnamed: 5,Unnamed: 6,1120512,土地4建物1車位0,十三層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,Unnamed: 14,30.07,1,1.1,1.2,有,無,11080000,368474,Unnamed: 23,0.0,0,Unnamed: 26,RPPNMLMKNHIGFCA17CB,松江ONE,D-13F號,Unnamed: 30,來源資料夾,南港區,房地(土地+建物)+車位,臺北市南港區福山街44巷5號,18.53,1120813,土地3建物1車位1,十二層,15,134.11,3,2,2.1,29180000,269508,坡道平面,36.97,3000000,RPPNMLNKQHIGFDA67CB,中研首席,A2-12F號,中正區,臺北市中正區臨沂街33巷,24.77,1121111,土地1建物1車位1,六層,12,157.79,60080000,461488,35.62,3700000,RPPNMLLKJIIGFBA66CB,日健邸,6F-A3號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,北投區,房地(土地+建物)+車位,臺北市北投區文林北路131號,30.32,住,,,1120730.0,土地1建物1車位2,二十二層,25.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,238.21,3.0,2.0,2.0,有,無,66000000.0,354267.0,坡道平面,70.54,6600000.0,,RPQNMLLMPHIGFEA77CB,家居安曼,A1號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,北投區,房地(土地+建物)+車位,臺北市北投區文林北路131號,26.73,住,,,1120728.0,土地1建物1車位2,四層,25.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,218.34,3.0,2.0,2.0,有,無,55180000.0,332747.0,坡道平面,70.54,6000000.0,,RPRNMLLMPHIGFEA87CB,家居安曼,B1號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,北投區,房地(土地+建物)+車位,臺北市北投區文林北路131號,26.7,住,,,1120728.0,土地1建物1車位1,四層,25.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,182.91,3.0,2.0,2.0,有,無,52620000.0,332701.0,坡道平面,35.27,3500000.0,,RPSNMLLMPHIGFEA97CB,家居安曼,B2號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,北投區,房地(土地+建物)+車位,臺北市北投區文林北路131號,26.7,住,,,1120720.0,土地1建物1車位2,七層,25.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,218.18,3.0,2.0,2.0,有,無,56400000.0,332799.0,坡道平面,68.54,6600000.0,,RPTNMLLMPHIGFEA08CB,家居安曼,B2號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,北投區,房地(土地+建物)+車位,臺北市北投區文林北路131號,30.32,住,,,1120720.0,土地1建物1車位1,二十二層,25.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,202.94,3.0,2.0,2.0,有,無,62880000.0,354148.0,坡道平面,35.27,3500000.0,,RPUNMLLMPHIGFEA18CB,家居安曼,A2號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大安區,房地(土地+建物),臺北市大安區新生南路三段,7.71,住,,,1120728.0,土地1建物1車位0,四層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,55.65,1.0,1.0,1.0,有,無,26230000.0,471339.0,,0.0,0.0,,RPPNMLLMPHIGFFA77CB,植建築,A-4F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大安區,房地(土地+建物),臺北市大安區新生南路三段,7.71,住,,,1120728.0,土地1建物1車位0,五層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,55.65,1.0,1.0,1.0,有,無,26400000.0,474394.0,,0.0,0.0,,RPQNMLLMPHIGFFA87CB,植建築,A-5F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大安區,房地(土地+建物),臺北市大安區新生南路三段,7.71,住,,,1120728.0,土地1建物1車位0,六層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,55.65,1.0,1.0,1.0,有,無,26560000.0,477269.0,,0.0,0.0,,RPRNMLLMPHIGFFA97CB,植建築,A-6F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大安區,房地(土地+建物)+車位,臺北市大安區民輝里忠孝東路三段40號,10.0,商,,,1120718.0,土地3建物1車位1,十一層,15.0,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,165.34,3.0,2.0,2.0,有,無,81280000.0,548261.0,坡道平面,24.75,4200000.0,,RPSNMLLMPHIGFFA08CB,永陞韶華-華年(工研館),A2-11F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,文山區,房地(土地+建物)+車位,臺北市文山區久康街110巷,27.37,住,,,1120725.0,土地11建物1車位1,十三層,14.0,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,170.7,3.0,2.0,3.0,有,無,39880000.0,265185.0,坡道平面,31.25,2900000.0,,RPRNMLLJQHIGFAA27CB,綠意久康,A5-13F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,文山區,房地(土地+建物)+車位,臺北市文山區久康街110巷,18.37,住,,,1120710.0,土地11建物1車位1,十三層,14.0,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,124.72,2.0,2.0,2.0,有,無,26130000.0,260832.0,坡道機械,31.25,1750000.0,,RPSNMLLJQHIGFAA37CB,綠意久康,A6-13F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,文山區,房地(土地+建物),臺北市文山區久康街110巷,16.91,住,,,1120719.0,土地11建物1車位0,一層,14.0,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,86.47,2.0,2.0,2.0,有,無,24980000.0,288886.0,,0.0,0.0,,RPTNMLLJQHIGFAA47CB,綠意久康,A1-1F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,文山區,房地(土地+建物)+車位,臺北市文山區久康街110巷,18.74,住,,,1120707.0,土地11建物1車位1,四層,14.0,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,126.52,2.0,2.0,2.0,有,無,24250000.0,236171.0,坡道機械,31.25,1750000.0,,RPUNMLLJQHIGFAA57CB,綠意久康,A6-4F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,文山區,房地(土地+建物)+車位,臺北市文山區久康街110巷,27.37,住,,,1120707.0,土地11建物1車位1,六層,14.0,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,170.7,3.0,2.0,3.0,有,無,37020000.0,252922.0,坡道機械,31.25,1750000.0,,RPVNMLLJQHIGFAA67CB,綠意久康,A2-6F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,文山區,房地(土地+建物)+車位,臺北市文山區久康街110巷,18.74,住,,,1120518.0,土地11建物1車位1,七層,14.0,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,126.52,2.0,2.0,2.0,有,無,25930000.0,245933.0,坡道機械,31.25,2500000.0,,RPOOMLLJQHIGFAA07CB,綠意久康,A6-7F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,文山區,房地(土地+建物)+車位,臺北市文山區久康街110巷,18.37,住,,,1120515.0,土地11建物1車位1,十二層,14.0,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,124.72,2.0,2.0,2.0,有,無,25640000.0,255590.0,坡道機械,31.25,1750000.0,,RPPOMLLJQHIGFAA17CB,綠意久康,A6-12F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,文山區,房地(土地+建物)+車位,臺北市文山區久康街110巷,18.74,住,,,1120517.0,土地11建物1車位1,二層,14.0,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,126.52,2.0,2.0,2.0,有,無,22700000.0,223575.0,坡道機械,31.25,1400000.0,,RPQOMLLJQHIGFAA27CB,綠意久康,A6-2F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,文山區,房地(土地+建物)+車位,臺北市文山區久康街110巷,18.37,住,,,1120626.0,土地11建物1車位1,十一層,14.0,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,124.72,2.0,2.0,2.0,有,無,25950000.0,258907.0,坡道機械,31.25,1750000.0,,RPROMLLJQHIGFAA37CB,綠意久康,A6-11F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,文山區,房地(土地+建物)+車位,臺北市文山區久康街110巷,18.74,住,,,1120606.0,土地11建物1車位1,十一層,14.0,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,126.52,2.0,2.0,2.0,有,無,26250000.0,257164.0,坡道機械,31.25,1750000.0,,RPSOMLLJQHIGFAA47CB,綠意久康,A1-11F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,文山區,房地(土地+建物)+車位,臺北市文山區久康街110巷,18.74,住,,,1120511.0,土地11建物1車位1,三層,14.0,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,126.52,2.0,2.0,2.0,有,無,22950000.0,226199.0,坡道機械,31.25,1400000.0,,RPTOMLLJQHIGFAA57CB,綠意久康,A6-3F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,北投區,房地(土地+建物),臺北市北投區中和里中和街391巷2弄,12.77,住,,,1120722.0,土地15建物1車位0,八層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,64.88,2.0,2.0,1.0,有,無,13500000.0,208076.0,,0.0,0.0,,RPPNMLLJQHIGFEA47CB,一心居,A號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,北投區,房地(土地+建物),臺北市北投區中和街251號1樓,4.98,商,,,1120725.0,土地12建物1車位0,三層,15.0,其他,住家用,鋼筋混凝土造,,63.23,2.0,1.0,1.0,有,無,16670000.0,263641.0,,0.0,0.0,,RPQNMLLJQHIGFEA57CB,玖原和美,I-3號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,北投區,房地(土地+建物)+車位,臺北市北投區建民里文林北路,39.22,住,,,1120801.0,土地1建物1車位1,五層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,190.95,3.0,2.0,2.0,有,無,51760000.0,317227.0,坡道平面,36.77,2850000.0,,RPRNMLLJQHIGFEA67CB,宏普陽明,5號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,內湖區,房地(土地+建物)+車位,臺北市內湖區成功路三段１４６號旁,13.41,商,,,1120707.0,土地2建物1車位1,十二層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,116.36,2.0,2.0,2.0,有,無,31060000.0,299434.0,坡道機械,20.98,2500000.0,,RPPNMLLJQHIGFCA27CB,碧湖海川,A-12F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,南港區,房地(土地+建物)+車位,臺北市南港區福山街44巷5號,14.09,住,,,1120801.0,土地3建物1車位1,十五層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,110.84,2.0,2.0,1.0,有,無,23360000.0,275619.0,坡道平面,36.97,3000000.0,,RPPNMLLJQHIGFDA37CB,中研首席,A8-15F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,南港區,房地(土地+建物)+車位,臺北市南港區福山街44巷5號,18.59,住,,,1120801.0,土地3建物1車位1,十五層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,134.44,3.0,2.0,2.0,有,無,28870000.0,264389.0,坡道平面,36.97,3100000.0,,RPQNMLLJQHIGFDA47CB,中研首席,A6-15F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中正區,房地(土地+建物),臺北市中正區漢口街一段,4.39,商,,,1120626.0,土地6建物1車位0,十層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,57.56,1.0,1.0,1.0,有,無,18270000.0,317408.0,,0.0,0.0,,RPRNMLLJQHIGFBA37CB,品嘉77,C-10F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中正區,房地(土地+建物),臺北市中正區漢口街一段,6.81,商,,,1120626.0,土地6建物1車位0,十層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,89.36,2.0,2.0,1.0,有,無,28730000.0,321509.0,,0.0,0.0,,RPSNMLLJQHIGFBA47CB,品嘉77,B-10F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中正區,房地(土地+建物),臺北市中正區漢口街一段,6.81,商,,,1120630.0,土地6建物1車位0,九層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,89.36,2.0,2.0,1.0,有,無,28120000.0,314682.0,,0.0,0.0,,RPTNMLLJQHIGFBA57CB,品嘉77,B-9F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中正區,房地(土地+建物),臺北市中正區漢口街一段,6.99,商,,,1120627.0,土地6建物1車位0,六層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,91.6,2.0,2.0,1.0,有,無,28200000.0,307860.0,,0.0,0.0,,RPUNMLLJQHIGFBA67CB,品嘉77,A-6F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中正區,房地(土地+建物),臺北市中正區漢口街一段,6.26,商,,,1120626.0,土地6建物1車位0,二層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,82.05,2.0,2.0,1.0,有,無,24080000.0,293480.0,,0.0,0.0,,RPVNMLLJQHIGFBA77CB,品嘉77,B-2F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,南港區,房地(土地+建物)+車位,臺北市南港區東新里興南街,17.32,住,,,1120728.0,土地7建物1車位1,十二層,26.0,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,153.21,3.0,2.0,2.0,有,無,40700000.0,284437.0,坡道平面,23.48,3800000.0,預售屋雨遮計坪不計價,RPPNMLMJQHIGFDA47CB,擎天森林,A棟A9-12F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,南港區,房地(土地+建物)+車位,臺北市南港區東新里興南街,17.32,住,,,1120729.0,土地7建物1車位1,十一層,26.0,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,153.21,3.0,2.0,2.0,有,無,40200000.0,283666.0,坡道平面,23.48,3400000.0,預售屋雨遮計坪不計價,RPQNMLMJQHIGFDA57CB,擎天森林,A棟A9-11F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,北投區,房地(土地+建物)+車位,臺北市北投區建民里文林北路75巷,23.8,住,,,1120625.0,土地1建物1車位1,七層,20.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,164.67,3.0,2.0,2.0,有,無,45530000.0,342018.0,坡道平面,40.32,3000000.0,,RPPNMLMJQHIGFEA57CB,隆雲心仝聚,B棟7F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,北投區,房地(土地+建物)+車位,臺北市北投區建民里文林北路75巷,21.77,住,,,1120626.0,土地1建物1車位2,九層,20.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,194.49,3.0,2.0,2.0,有,無,42000000.0,323232.0,坡道平面,80.64,5200000.0,,RPQNMLMJQHIGFEA67CB,隆雲心仝聚,D棟9F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,北投區,房地(土地+建物)+車位,臺北市北投區三合街一段82巷,17.44,住,,,1120801.0,土地2建物1車位1,九層,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,117.57,2.0,2.0,2.0,有,無,25290000.0,270016.0,坡道平面,35.76,3200000.0,,RPPNMLOJQHIGFEA77CB,長耀四季,A棟A2號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,北投區,房地(土地+建物)+車位,臺北市北投區三合街一段82巷,14.06,住,,,1120801.0,土地2建物1車位1,九層,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,109.03,1.0,2.0,1.0,有,無,21000000.0,269208.0,坡道平面,42.91,3200000.0,,RPQNMLOJQHIGFEA87CB,長耀四季,A棟A3號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,北投區,房地(土地+建物)+車位,臺北市北投區三合街一段82巷,36.37,住,,,1120801.0,土地2建物1車位1,九層,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,213.63,4.0,2.0,2.0,有,無,49500000.0,271204.0,坡道平面,42.91,3200000.0,,RPRNMLOJQHIGFEA97CB,長耀四季,A棟A5號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,士林區,房地(土地+建物),臺北市士林區忠誠路二段４０巷２２號旁,18.28,住,,,1120713.0,土地5建物1車位0,二層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,71.87,2.0,2.0,1.0,有,無,22600000.0,314457.0,,0.0,0.0,,RPSNMLOJQHIGFEA08CB,蘭雅琚-蘭庭,A1-2F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,北投區,房地(土地+建物),臺北市北投區光明路,5.92,商,,,1120729.0,土地17建物1車位0,十七層,20.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,62.74,1.0,1.0,1.0,有,無,18350000.0,292477.0,,0.0,0.0,,RPTNMLOJQHIGFEA18CB,嘉磐日光,D棟17F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大安區,房地(土地+建物)+車位,臺北市大安區四維路216巷,22.21,住,,,1120626.0,土地1建物1車位2,十二層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,185.9,3.0,2.0,2.0,有,無,56416000.0,431090.0,坡道平面,67.79,5500000.0,,RPPNMLOJQHIGFFA87CB,品嘉敦品藏,B-12F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大安區,房地(土地+建物)+車位,臺北市大安區四維路216巷,19.95,住,,,1120615.0,土地1建物1車位2,十三層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,189.43,3.0,2.0,2.0,有,無,53620000.0,458899.0,坡道平面,85.66,6000000.0,,RPRNMLOJQHIGFFA08CB,品嘉敦品藏,B-13F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大安區,房地(土地+建物)+車位,臺北市大安區四維路216巷,19.95,住,,,1120615.0,土地1建物1車位1,十三層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,137.66,3.0,2.0,2.0,有,無,50620000.0,458899.0,坡道平面,33.89,3000000.0,,RPSNMLOJQHIGFFA18CB,品嘉敦品藏,A-13F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大安區,房地(土地+建物)+車位,臺北市大安區四維路216巷,22.21,住,,,1120630.0,土地1建物1車位2,十二層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,185.9,3.0,2.0,2.0,有,無,58350000.0,443231.0,坡道平面,67.79,6000000.0,,RPTNMLOJQHIGFFA28CB,品嘉敦品藏,A-12F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,南港區,房地(土地+建物)+車位,臺北市南港區同德路６６巷１１號旁,24.42,住,,,1120714.0,土地8建物1車位1,三層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,162.96,3.0,2.0,2.0,有,無,39850000.0,305610.0,坡道平面,41.4,2700000.0,,RPPNMLOJQHIGFDA67CB,玉成大樹,A-3F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,內湖區,房地(土地+建物),臺北市內湖區康寧路一段175巷,16.49,住,,,1120731.0,土地16建物1車位0,二層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,81.21,2.0,2.0,2.0,有,無,21800000.0,268440.0,,0.0,0.0,,RPPNMLOJQHIGFCA57CB,三豐AIT,C-2F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,萬華區,房地(土地+建物),臺北市萬華區雙園里莒光路347巷,15.61,住,,,1120716.0,土地53建物1車位0,九層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,89.39,2.0,2.0,2.0,有,無,18410000.0,205951.0,,0.0,0.0,交易總價含下列非屬預售屋價格之費用:親友、員工、共有人或其他特殊關係間之交易；,RPPNMLOJQHIGFBA47CB,中正城閱.,甲棟B2-9F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大同區,房地(土地+建物)+車位,臺北市大同區承德路二段,19.22,商,,,1120729.0,土地2建物1車位2,九層,26.0,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,308.43,3.0,2.0,3.0,有,無,101580000.0,346597.0,坡道平面,33.24,6200000.0,,RPRNMLOJQHIGFBA67CB,宏國大道城B棟,B-9F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大同區,房地(土地+建物)+車位,臺北市大同區承德路二段,19.22,商,,,1120723.0,土地2建物1車位1,十九層,26.0,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,289.56,3.0,2.0,3.0,有,無,106800000.0,376467.0,坡道平面,14.37,3200000.0,,RPSNMLOJQHIGFBA77CB,宏國大道城B棟,B-19F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大同區,房地(土地+建物)+車位,臺北市大同區承德路二段,7.69,商,,,1120726.0,土地2建物1車位1,十六層,26.0,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,129.57,2.0,2.0,1.0,有,無,43200000.0,357680.0,坡道平面,16.62,2800000.0,,RPTNMLOJQHIGFBA87CB,宏國大道城B棟,C-16F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大同區,房地(土地+建物)+車位,臺北市大同區承德路二段,7.69,商,,,1120729.0,土地2建物1車位1,十七層,26.0,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,127.32,2.0,2.0,1.0,有,無,43350000.0,358123.0,坡道平面,14.37,2900000.0,,RPUNMLOJQHIGFBA97CB,宏國大道城B棟,C-17F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大同區,房地(土地+建物)+車位,臺北市大同區承德路二段,7.69,商,,,1120728.0,土地2建物1車位1,二十三層,26.0,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,129.57,2.0,2.0,1.0,有,無,46800000.0,389553.0,坡道平面,16.62,2800000.0,,RPVNMLOJQHIGFBA08CB,宏國大道城B棟,C-23F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大同區,房地(土地+建物)+車位,臺北市大同區民生西路251號旁空地,9.95,商,,,1120726.0,土地20建物1車位1,十五層,24.0,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,156.02,3.0,2.0,2.0,有,無,34680000.0,264446.0,坡道平面,34.71,2600000.0,,RPWNMLOJQHIGFBA18CB,雲極,B棟2號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
