鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,來源資料夾_,南投市,房地(土地+建物),南投縣南投市文化路707巷,82.82,住,Unnamed: 5,Unnamed: 6,1120511,土地5建物1車位0,全,3,透天厝,見其他登記事項,鋼筋混凝土造,Unnamed: 14,162.25,4,2,3.1,有,無,11380000,70139,Unnamed: 23,0.0,0,Unnamed: 26,RPPNMLMKNHIGFAM18CB,文化一綻,B棟41號,Unnamed: 30,來源資料夾,草屯鎮,房地(土地+建物)+車位,南投縣草屯鎮加老東路,32.08,Unnamed: 4,鄉村區,乙種建築用地,1120813,土地1建物1車位1,八層,11,住宅大樓(11層含以上有電梯),住家用,168.24,2.1,10240000,78531,坡道平面,52.49,1150000,RPPNMLOKQHIGFBM78CB,幸福時光,C棟8號,南投縣南投市振興巷,44.1,1121113,土地1建物1車位0,三層,5,華廈(10層含以下有電梯),99.45,2.2,7000000,70387,RPPNMLRKJIIGFAM38CB,知寓,B棟3號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,南投市,房地(土地+建物)+車位,,,住,,,,,,,,,鋼筋混凝土造,,,,3.0,,有,無,,,坡道機械,18.76,700000.0,,,,,,112_05,,,,,,,,,,,,,見其他登記事項,,2.0,,,,,,,,,南投縣南投市大同街,23.41,1121211.0,土地2建物1車位1,三層,14.0,住宅大樓(11層含以上有電梯),131.35,2.0,9960000.0,82245.0,RPPNMLPKKIIGFAM28CB,市政中山,B棟0號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,南投市,房地(土地+建物),,,住,,,,,,,,,鋼筋混凝土造,,,,2.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,見其他登記事項,,2.0,,,,,,,,,南投縣南投市彰南路三段1161巷,32.56,1121209.0,土地3建物1車位0,七層,7.0,華廈(10層含以下有電梯),88.97,2.0,5140000.0,57772.0,RPQNMLPKKIIGFAM38CB,萬景山河,A棟A3號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,南投市,房地(土地+建物),,,住,,,,,,,,,鋼筋混凝土造,,,,2.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,見其他登記事項,,2.0,,,,,,,,,南投縣南投市彰南路三段1161巷,27.22,1121212.0,土地3建物1車位0,一層,7.0,華廈(10層含以下有電梯),74.42,2.0,4250000.0,57108.0,RPRNMLPKKIIGFAM48CB,萬景山河,B棟B2號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,草屯鎮,房地(土地+建物),,,農,,,,,,,,,鋼筋混凝土造,,,,4.0,,有,無,,,,0.0,0.0,前面停車,,,,,112_05,,,,,,,,,,,,,住家用,,2.0,,,,,,,,,南投縣草屯鎮頂園段富德街,112.69,1121208.0,土地2建物1車位0,全,3.0,透天厝,190.16,5.0,15000000.0,78881.0,RPPNMLPKKIIGFBM38CB,原森一期,A棟9號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,南投市,房地(土地+建物)+車位,,,住,,,,,,,,,鋼筋混凝土造,,,,3.0,,有,無,,,坡道平面,25.0,1150000.0,,,,,,112_05,,,,,,,,,,,,,住家用,,2.0,,,,,,,,,南投縣南投市華陽路,36.73,1121215.0,土地12建物1車位1,六層,13.0,住宅大樓(11層含以上有電梯),140.85,2.0,9980000.0,76219.0,RPPNMLRKKIIGFAM48CB,首富京華,B1棟6號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,南投市,房地(土地+建物),,,住,,,,,,,,,鋼筋混凝土造,,,,4.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,住家用,,3.0,,,,,,,,,南投縣南投市華陽路,129.62,1121217.0,土地2建物1車位0,全,3.0,透天厝,179.0,4.0,15580000.0,87039.0,RPQNMLRKKIIGFAM58CB,首富森境,B棟10號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,南投市,房地(土地+建物)+車位,,,住,,,,,,,,,鋼筋混凝土造,,,,3.0,,有,無,,,坡道平面,25.0,1250000.0,,,,,,112_05,,,,,,,,,,,,,住家用,,2.0,,,,,,,,,南投縣南投市華陽路,34.44,1121217.0,土地12建物1車位1,九層,13.0,住宅大樓(11層含以上有電梯),133.59,2.0,9630000.0,77171.0,RPPNMLTKKIIGFAM68CB,首富京華,A6棟9號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,埔里鎮,房地(土地+建物),,,商,,,,,,,,,鋼筋混凝土造,,,,3.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,住家用,,2.0,,,,,,,,,南投縣埔里鎮南昌街,16.57,1121125.0,土地1建物1車位0,五層,15.0,住宅大樓(11層含以上有電梯),103.5,2.0,8700000.0,84058.0,RPPNMLTKKIIGFCM88CB,三銳富城,B棟5號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,埔里鎮,房地(土地+建物)+車位,,,商,,,,,,,,,鋼筋混凝土造,,,,3.0,,有,無,,,坡道平面,26.0,1500000.0,,,,,,112_05,,,,,,,,,,,,,住家用,,2.0,,,,,,,,,南投縣埔里鎮南昌街,16.51,1121125.0,土地1建物1車位1,九層,15.0,住宅大樓(11層含以上有電梯),129.1,2.0,10950000.0,91659.0,RPQNMLTKKIIGFCM98CB,三銳富城,A棟6號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,埔里鎮,房地(土地+建物)+車位,,,商,,,,,,,,,鋼筋混凝土造,,,,3.0,,有,無,,,坡道平面,26.0,1600000.0,,,,,,112_05,,,,,,,,,,,,,住家用,,2.0,,,,,,,,,南投縣埔里鎮南昌街,16.38,1121126.0,土地1建物1車位1,十二層,15.0,住宅大樓(11層含以上有電梯),128.2,2.0,11430000.0,96184.0,RPRNMLTKKIIGFCM09CB,三銳富城,B棟1號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,南投市,房地(土地+建物),,,住,,,,,,,,,鋼筋混凝土造,,,,4.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,住家用,,2.0,,,,,,,,,南投縣南投市文化路707巷,99.82,1121201.0,土地5建物1車位0,全,3.0,透天厝,161.28,3.0,11900000.0,73785.0,RPPNMLKLKIIGFAM87CB,文化一綻,B棟31號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,埔里鎮,房地(土地+建物)+車位,,,商,,,,,,,,,鋼筋混凝土造,,,,0.0,,無,無,,,坡道平面,26.0,1550000.0,,,,,,112_05,,,,,,,,,,,,,住商用,,0.0,,,,,,,,,南投縣埔里鎮南昌街,8.96,1121203.0,土地1建物1車位1,一層,15.0,店面(店鋪),81.85,0.0,14550000.0,232766.0,RPPNMLKLKIIGFCM08CB,三銳富城,B棟店B號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,埔里鎮,房地(土地+建物),,,商,,,,,,,,,鋼筋混凝土造,,,,3.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,住家用,,2.0,,,,,,,,,南投縣埔里鎮南昌街,13.93,1121127.0,土地1建物1車位0,五層,15.0,住宅大樓(11層含以上有電梯),86.99,2.0,7310000.0,84033.0,RPQNMLKLKIIGFCM18CB,三銳富城,A棟2號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,埔里鎮,房地(土地+建物),,,商,,,,,,,,,鋼筋混凝土造,,,,3.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,住家用,,2.0,,,,,,,,,南投縣埔里鎮南昌街,16.57,1121127.0,土地1建物1車位0,五層,15.0,住宅大樓(11層含以上有電梯),103.5,2.0,9170000.0,88599.0,RPRNMLKLKIIGFCM28CB,三銳富城,B棟3號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,埔里鎮,房地(土地+建物)+車位,,,商,,,,,,,,,鋼筋混凝土造,,,,3.0,,有,無,,,坡道平面,26.0,1500000.0,,,,,,112_05,,,,,,,,,,,,,住家用,,2.0,,,,,,,,,南投縣埔里鎮南昌街,16.51,1121127.0,土地1建物1車位1,八層,15.0,住宅大樓(11層含以上有電梯),129.1,2.0,10800000.0,90204.0,RPSNMLKLKIIGFCM38CB,三銳富城,A棟1號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,南投市,房地(土地+建物)+車位,,,住,,,,,,,,,鋼筋混凝土造,,,,2.0,,有,無,,,坡道平面,30.66,1100000.0,,,,,,112_05,,,,,,,,,,,,,住家用,,2.0,,,,,,,,,南投縣南投市文化路707巷,25.57,1121130.0,土地6建物1車位1,七層,7.0,華廈(10層含以下有電梯),107.1,1.0,7300000.0,81109.0,RPPNMLLLKIIGFAM97CB,英倫天琴,D5棟7F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,南投市,房地(土地+建物)+車位,,,住,,,,,,,,,鋼筋混凝土造,,,,2.0,,有,無,,,坡道平面,30.66,1100000.0,,,,,,112_05,,,,,,,,,,,,,住家用,,2.0,,,,,,,,,南投縣南投市文化路707巷,25.57,1121208.0,土地6建物1車位1,四層,7.0,華廈(10層含以下有電梯),107.1,1.0,6830000.0,74961.0,RPQNMLLLKIIGFAM08CB,英倫天琴,D5棟4F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,竹山鎮,房地(土地+建物),,,住,,,,,,,,,鋼筋混凝土造,,,,3.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,住家用,,2.0,,,,,,,,,南投縣竹山鎮大和街126巷,109.75,1121126.0,土地2建物1車位0,全,3.0,透天厝,139.43,3.0,10860000.0,77889.0,RPPNMLLLKIIGFDM28CB,大和青森,C棟7號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,草屯鎮,房地(土地+建物),,,,特定農業區,甲種建築用地,,,,,,,鋼筋混凝土造,,,,2.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,住家用,,2.0,,,,,,,,,南投縣草屯鎮石川路43號旁,24.92,1121130.0,土地1建物1車位0,三層,5.0,公寓(5樓含以下無電梯),76.38,2.0,5050000.0,66117.0,RPPNMLLLKIIGFBM18DB,新光朝陽,A3棟3號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,草屯鎮,房地(土地+建物),,,,特定農業區,甲種建築用地,,,,,,,鋼筋混凝土造,,,,2.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,住家用,,2.0,,,,,,,,,南投縣草屯鎮石川路43號旁,26.23,1121205.0,土地1建物1車位0,五層,5.0,公寓(5樓含以下無電梯),80.38,2.0,5680000.0,70664.0,RPQNMLLLKIIGFBM28DB,新光朝陽,A3棟5號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,草屯鎮,房地(土地+建物),,,,特定農業區,甲種建築用地,,,,,,,鋼筋混凝土造,,,,2.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,住家用,,2.0,,,,,,,,,南投縣草屯鎮石川路43號旁,28.02,1121130.0,土地1建物1車位0,二層,5.0,公寓(5樓含以下無電梯),85.87,2.0,6000000.0,69873.0,RPRNMLLLKIIGFBM38DB,新光朝陽,A5棟2號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,草屯鎮,房地(土地+建物),,,,特定農業區,甲種建築用地,,,,,,,鋼筋混凝土造,,,,3.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,住家用,,2.0,,,,,,,,,南投縣草屯鎮石川路43號旁,31.93,1121130.0,土地1建物1車位0,四層,5.0,公寓(5樓含以下無電梯),97.84,2.0,7300000.0,74612.0,RPSNMLLLKIIGFBM48DB,新光朝陽,A7棟4號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,草屯鎮,房地(土地+建物),,,,特定農業區,甲種建築用地,,,,,,,鋼筋混凝土造,,,,2.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,住家用,,2.0,,,,,,,,,南投縣草屯鎮石川路43號旁,28.02,1121130.0,土地1建物1車位0,三層,5.0,公寓(5樓含以下無電梯),85.87,2.0,6450000.0,75114.0,RPTNMLLLKIIGFBM58DB,新光朝陽,A5棟3號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,埔里鎮,房地(土地+建物)+車位,,,商,,,,,,,,,鋼筋混凝土造,,,,3.0,,有,無,,,坡道平面,26.0,1400000.0,,,,,,112_05,,,,,,,,,,,,,住家用,,2.0,,,,,,,,,南投縣埔里鎮南昌街,16.38,1121209.0,土地1建物1車位1,六層,15.0,住宅大樓(11層含以上有電梯),128.2,2.0,10050000.0,84638.0,RPPNMLMLKIIGFCM28CB,三銳富城,B棟1號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,埔里鎮,房地(土地+建物)+車位,,,商,,,,,,,,,鋼筋混凝土造,,,,3.0,,有,無,,,坡道平面,26.0,1400000.0,,,,,,112_05,,,,,,,,,,,,,住家用,,2.0,,,,,,,,,南投縣埔里鎮南昌街,16.38,1121209.0,土地1建物1車位1,七層,15.0,住宅大樓(11層含以上有電梯),128.2,2.0,10210000.0,86204.0,RPRNMLMLKIIGFCM48CB,三銳富城,B棟1號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,埔里鎮,房地(土地+建物)+車位,,,商,,,,,,,,,鋼筋混凝土造,,,,3.0,,有,無,,,坡道平面,26.0,1500000.0,,,,,,112_05,,,,,,,,,,,,,住家用,,2.0,,,,,,,,,南投縣埔里鎮南昌街,16.51,1121211.0,土地1建物1車位1,六層,15.0,住宅大樓(11層含以上有電梯),129.1,2.0,10200000.0,84384.0,RPSNMLMLKIIGFCM58CB,三銳富城,A棟3號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,竹山鎮,房地(土地+建物)+車位,,,住,,,,,,,,,鋼筋混凝土造,,,,2.0,,有,無,,,坡道平面,29.55,940000.0,,,,,,112_05,,,,,,,,,,,,,住家用,,2.0,,,,,,,,,南投縣竹山鎮大禮路,37.25,1121215.0,土地1建物1車位1,三層,10.0,華廈(10層含以下有電梯),97.26,2.0,6940000.0,88613.0,RPPNMLMLKIIGFDM38CB,竹山恆美,B棟3A2號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,草屯鎮,房地(土地+建物),,,農,,,,,,,,,鋼筋混凝土造,,,,4.0,,有,無,,,,0.0,0.0,前院停車,,,,,112_05,,,,,,,,,,,,,住家用,,2.0,,,,,,,,,南投縣草屯鎮頂園段富德街,122.26,1121215.0,土地3建物1車位0,全,3.0,透天厝,193.71,5.0,14580000.0,75267.0,RPPNMLPLKIIGFBM48CB,原森一期,A棟3號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,南投市,房地(土地+建物)+車位,,,住,,,,,,,,,鋼筋混凝土造,,,,2.0,,有,無,,,坡道平面,27.13,1050000.0,,,,,,112_05,,,,,,,,,,,,,見其他登記事項,,2.0,,,,,,,,,南投縣南投市彰南路三段1161巷,32.56,1121217.0,土地3建物1車位1,三層,7.0,華廈(10層含以下有電梯),116.1,2.0,6110000.0,56873.0,RPPNMLQLKIIGFAM48CB,萬景山河,A棟A3號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,南投市,房地(土地+建物)+車位,,,住,,,,,,,,,鋼筋混凝土造,,,,2.0,,有,無,,,坡道平面,27.13,1050000.0,,,,,,112_05,,,,,,,,,,,,,見其他登記事項,,2.0,,,,,,,,,南投縣南投市彰南路三段1161巷,32.56,1121217.0,土地3建物1車位1,四層,7.0,華廈(10層含以下有電梯),116.1,2.0,6110000.0,56873.0,RPQNMLQLKIIGFAM58CB,萬景山河,A棟A3號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,南投市,房地(土地+建物)+車位,,,住,,,,,,,,,鋼筋混凝土造,,,,3.0,,有,無,,,坡道平面,23.14,1000000.0,,,,,,112_05,,,,,,,,,,,,,見其他登記事項,,2.0,,,,,,,,,南投縣南投市彰南路三段1161巷,41.67,1121219.0,土地3建物1車位1,三層,7.0,華廈(10層含以下有電梯),137.04,2.0,7580000.0,57770.0,RPRNMLQLKIIGFAM68CB,萬景山河,B棟B9號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,南投市,房地(土地+建物)+車位,,,住,,,,,,,,,鋼筋混凝土造,,,,2.0,,有,無,,,坡道平面,27.13,1050000.0,,,,,,112_05,,,,,,,,,,,,,見其他登記事項,,2.0,,,,,,,,,南投縣南投市彰南路三段1161巷,32.56,1121221.0,土地3建物1車位1,二層,7.0,華廈(10層含以下有電梯),116.1,2.0,6110000.0,56873.0,RPSNMLQLKIIGFAM78CB,萬景山河,A棟A3號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,南投市,房地(土地+建物),,,住,,,,,,,,,鋼筋混凝土造,,,,4.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,住家用,,3.0,,,,,,,,,南投縣南投市華陽路,131.62,1121224.0,土地2建物1車位0,全,3.0,透天厝,179.0,4.0,15580000.0,87039.0,RPTNMLQLKIIGFAM88CB,首富森境,A棟17號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,南投市,房地(土地+建物),,,住,,,,,,,,,鋼筋混凝土造,,,,4.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,住家用,,3.0,,,,,,,,,南投縣南投市華陽路,126.62,1121223.0,土地2建物1車位0,全,3.0,透天厝,179.0,4.0,14980000.0,83687.0,RPUNMLQLKIIGFAM98CB,首富森境,A棟22號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,南投市,房地(土地+建物)+車位,,,住,,,,,,,,,鋼筋混凝土造,,,,3.0,,有,無,,,坡道平面,25.0,1150000.0,,,,,,112_05,,,,,,,,,,,,,住家用,,2.0,,,,,,,,,南投縣南投市華陽路,36.73,1121217.0,土地12建物1車位1,四層,13.0,住宅大樓(11層含以上有電梯),140.85,2.0,9780000.0,74493.0,RPVNMLQLKIIGFAM09CB,首富京華,B5棟4號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,南投市,房地(土地+建物)+車位,,,住,,,,,,,,,鋼筋混凝土造,,,,2.0,,有,無,,,坡道平面,25.0,1250000.0,,,,,,112_05,,,,,,,,,,,,,住家用,,2.0,,,,,,,,,南投縣南投市華陽路,27.55,1121219.0,土地12建物1車位1,五層,13.0,住宅大樓(11層含以上有電梯),111.87,1.0,7730000.0,74594.0,RPWNMLQLKIIGFAM56CB,首富京華,B6棟5號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,南投市,房地(土地+建物)+車位,,,住,,,,,,,,,鋼筋混凝土造,,,,3.0,,有,無,,,坡道平面,25.0,1150000.0,,,,,,112_05,,,,,,,,,,,,,住家用,,2.0,,,,,,,,,南投縣南投市華陽路,36.73,1121219.0,土地12建物1車位1,九層,13.0,住宅大樓(11層含以上有電梯),140.85,2.0,10130000.0,77514.0,RPXNMLQLKIIGFAM66CB,首富京華,B5棟9號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,埔里鎮,房地(土地+建物)+車位,,,商,,,,,,,,,鋼筋混凝土造,,,,3.0,,有,無,,,坡道平面,26.0,1500000.0,,,,,,112_05,,,,,,,,,,,,,住家用,,2.0,,,,,,,,,南投縣埔里鎮南昌街,16.51,1121219.0,土地1建物1車位1,九層,15.0,住宅大樓(11層含以上有電梯),129.1,2.0,10740000.0,89622.0,RPPNMLQLKIIGFCM68CB,三銳富城,A棟1號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,南投市,房地(土地+建物),,,,鄉村區,乙種建築用地,,,,,,,鋼筋混凝土造,,,,4.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,見其他登記事項,,2.0,,,,,,,,,南投縣南投市千秋路303巷,108.91,1121129.0,土地1建物1車位0,全,4.0,透天厝,185.43,5.0,14800000.0,79814.0,RPPNMLRLKIIGFAM58CB,千秋首席樸樸稻院,D棟1號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,南投市,房地(土地+建物),,,,鄉村區,乙種建築用地,,,,,,,鋼筋混凝土造,,,,5.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,見其他登記事項,,2.0,,,,,,,,,南投縣南投市千秋路303巷,96.56,1121130.0,土地1建物1車位0,全,4.0,透天厝,199.73,6.0,13500000.0,67591.0,RPQNMLRLKIIGFAM68CB,千秋首席樸樸稻院,B棟1號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,南投市,房地(土地+建物),,,,鄉村區,乙種建築用地,,,,,,,鋼筋混凝土造,,,,5.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,見其他登記事項,,2.0,,,,,,,,,南投縣南投市千秋路303巷,114.84,1121130.0,土地1建物1車位0,全,4.0,透天厝,199.73,6.0,14880000.0,74501.0,RPRNMLRLKIIGFAM78CB,千秋首席樸樸稻院,C棟1號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,南投市,房地(土地+建物)+車位,,,住,,,,,,,,,鋼筋混凝土造,,,,2.0,,有,無,,,坡道平面,25.0,1250000.0,,,,,,112_05,,,,,,,,,,,,,住家用,,2.0,,,,,,,,,南投縣南投市華陽路,28.17,1121227.0,土地12建物1車位1,八層,13.0,住宅大樓(11層含以上有電梯),113.81,1.0,8080000.0,76906.0,RPPNMLSLKIIGFAM68CB,首富京華,B2棟8號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,草屯鎮,房地(土地+建物),,,住,,,,,,,,,鋼筋混凝土造,,,,3.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,住家用,,2.0,,,,,,,,,南投縣草屯鎮登輝路,41.78,1121224.0,土地1建物1車位0,四層,5.0,公寓(5樓含以下無電梯),103.17,2.0,8880000.0,86072.0,RPPNMLSLKIIGFBM78CB,大名人光輝(大樓),C棟1號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,南投市,房地(土地+建物),,,住,,,,,,,,,鋼筋混凝土造,,,,4.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,住家用,,3.0,,,,,,,,,南投縣南投市華陽路,129.62,1121225.0,土地2建物1車位0,全,3.0,透天厝,179.0,4.0,15580000.0,87039.0,RPPNMLLJJHJGFAM67CB,首富森境,B棟11號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,南投市,房地(土地+建物)+車位,,,住,,,,,,,,,鋼筋混凝土造,,,,5.0,,有,無,,,坡道平面,19.17,1100000.0,,,,,,112_05,,,,,,,,,,,,,見其他登記事項,,1.0,,,,,,,,,南投縣南投市彰南路二段630巷,32.01,1121209.0,土地1建物1車位1,五層,5.0,華廈(10層含以下有電梯),107.22,4.0,10780000.0,109938.0,RPPNMLMJJHJGFAM87DB,福崗晴園,A棟5號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,南投市,房地(土地+建物),,,住,,,,,,,,,鋼筋混凝土造,,,,4.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,住家用,,3.0,,,,,,,,,南投縣南投市華陽路,129.62,1121226.0,土地2建物1車位0,全,3.0,透天厝,179.0,4.0,15580000.0,87039.0,RPPNMLNJJHJGFAM87CB,首富森境,B棟5號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,南投市,房地(土地+建物)+車位,,,住,,,,,,,,,鋼筋混凝土造,,,,3.0,,有,無,,,坡道平面,25.0,1150000.0,,,,,,112_05,,,,,,,,,,,,,住家用,,2.0,,,,,,,,,南投縣南投市華陽路,36.73,1121228.0,土地12建物1車位1,七層,13.0,住宅大樓(11層含以上有電梯),140.85,2.0,10030000.0,76651.0,RPPNMLOJJHJGFAM97CB,首富京華,B5棟7號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,南投市,房地(土地+建物)+車位,,,住,,,,,,,,,鋼筋混凝土造,,,,3.0,,有,無,,,坡道平面,25.0,1250000.0,,,,,,112_05,,,,,,,,,,,,,住家用,,2.0,,,,,,,,,南投縣南投市華陽路,36.73,1121229.0,土地12建物1車位1,八層,13.0,住宅大樓(11層含以上有電梯),140.85,2.0,10180000.0,77082.0,RPQNMLOJJHJGFAM08CB,首富京華,B5棟8號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,南投市,房地(土地+建物)+車位,,,住,,,,,,,,,鋼筋混凝土造,,,,3.0,,有,無,,,坡道平面,25.0,1250000.0,,,,,,112_05,,,,,,,,,,,,,住家用,,2.0,,,,,,,,,南投縣南投市華陽路,36.73,1121231.0,土地12建物1車位1,十層,13.0,住宅大樓(11層含以上有電梯),140.85,2.0,10330000.0,78377.0,RPRNMLOJJHJGFAM18CB,首富京華,B5棟10號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,南投市,房地(土地+建物)+車位,,,住,,,,,,,,,鋼筋混凝土造,,,,3.0,,有,無,,,坡道平面,38.36,1250000.0,,,,,,112_05,,,,,,,,,,,,,見其他登記事項,,2.0,,,,,,,,,南投縣南投市彰南路三段1211巷,32.89,1121207.0,土地4建物1車位1,五層,7.0,華廈(10層含以下有電梯),99.33,2.0,8630000.0,121043.0,RPSNMLOJJHJGFAM28CB,日日好境,A7棟1號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,南投市,房地(土地+建物)+車位,,,住,,,,,,,,,鋼筋混凝土造,,,,3.0,,有,無,,,坡道機械,18.76,700000.0,,,,,,112_05,,,,,,,,,,,,,見其他登記事項,,2.0,,,,,,,,,南投縣南投市大同街,23.12,1121231.0,土地2建物1車位1,四層,14.0,住宅大樓(11層含以上有電梯),129.98,2.0,9800000.0,81820.0,RPPNMLPJJHJGFAM08CB,市政中山,C棟0號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,南投市,房地(土地+建物)+車位,,,住,,,,,,,,,鋼筋混凝土造,,,,3.0,,有,無,,,坡道機械,18.76,700000.0,,,,,,112_05,,,,,,,,,,,,,見其他登記事項,,2.0,,,,,,,,,南投縣南投市大同街,23.12,1121231.0,土地2建物1車位1,五層,14.0,住宅大樓(11層含以上有電梯),129.98,2.0,9950000.0,83168.0,RPQNMLPJJHJGFAM18CB,市政中山,C棟0號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,草屯鎮,房地(土地+建物)+車位,,,,鄉村區,乙種建築用地,,,,,,,鋼筋混凝土造,,,,3.0,,有,無,,,坡道機械,24.48,650000.0,,,,,,112_05,,,,,,,,,,,,,住家用,,2.0,,,,,,,,,南投縣草屯鎮加老東路,23.32,1130103.0,土地1建物1車位1,十層,11.0,住宅大樓(11層含以上有電梯),129.22,2.0,9030000.0,80008.0,RPPNMLPJJHJGFBM18CB,幸福時光,A棟10號
