鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,來源資料夾_,中正區,房地(土地+建物),基隆市中正區信五路,21.15,商,Unnamed: 5,Unnamed: 6,1120513,土地1建物1車位0,三層,13,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,Unnamed: 14,133.75,3,2,2.1,有,無,16990000,127028,Unnamed: 23,0.0,0,Unnamed: 26,RPPNMLPKNHIGFDC87DB,橙品32,C棟0號,Unnamed: 30,來源資料夾,中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,13.24,1120813,土地1建物1車位1,八層,22,住家用,116.04,1,1.1,10180000,97592,坡道平面,29.66,1750000,RPPNMLSLQHIGFDC48CB,夢悅城,F棟08號,基隆市中正區新豐街,26.07,住,1121111,七層,9,華廈(10層含以下有電梯),136.91,9900000,89473,41.35,1350000,RPTNMLNLJIIGFDC77CB,海豔,F1棟7號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,2.0,1.0,有,無,,,,,,交易總價含下列非屬預售屋價格之費用:家電費,,,,,112_05,,房地(土地+建物),,,,土地3建物1車位0,,,見其他登記事項,,1.0,,,,,,,,,,基隆市中山區中山一路265號之附近,4.95,商,1121230.0,三層,15.0,住宅大樓(11層含以上有電梯),52.46,7900000.0,150591.0,0.0,0.0,RPWQMLMLJHJGFDC28CB,海揚V1,A棟A3-03F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,2.0,1.0,有,無,,,,,,交易總價含下列非屬預售屋價格之費用:家電費,,,,,112_05,,房地(土地+建物),,,,土地3建物1車位0,,,見其他登記事項,,1.0,,,,,,,,,,基隆市中山區中山一路265號之附近,4.95,商,1121230.0,五層,15.0,住宅大樓(11層含以上有電梯),52.46,8250000.0,157263.0,0.0,0.0,RPXQMLMLJHJGFDC38CB,海揚V1,A棟A3-05F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,3.0,2.0,有,無,,,,,,交易總價含下列非屬預售屋價格之費用:家電費,,,,,112_05,,房地(土地+建物)+車位,,,,土地3建物1車位1,,,見其他登記事項,,2.0,,,,升降平面,,,,,,基隆市中山區中山一路265號之附近,7.99,商,1121230.0,八層,15.0,住宅大樓(11層含以上有電梯),99.41,14720000.0,152056.0,14.77,1850000.0,RPORMLMLJHJGFDC57CB,海揚V1,A棟A6-08F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,3.0,2.0,有,無,,,,,,交易總價含下列非屬預售屋價格之費用:家電費,,,,,112_05,,房地(土地+建物)+車位,,,,土地3建物1車位1,,,見其他登記事項,,2.0,,,,升降平面,,,,,,基隆市中山區中山一路265號之附近,7.99,其他,1121230.0,九層,15.0,住宅大樓(11層含以上有電梯),99.41,14690000.0,151701.0,14.77,1850000.0,RPPRMLMLJHJGFDC67CB,海揚V1,A棟A6-09F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,2.0,2.0,有,無,,,,,,交易總價含下列非屬預售屋價格之費用:家電費,,,,,112_05,,房地(土地+建物)+車位,,,,土地3建物1車位1,,,見其他登記事項,,1.0,,,,升降平面,,,,,,基隆市中山區中山一路265號之附近,6.29,商,1121230.0,九層,15.0,住宅大樓(11層含以上有電梯),80.26,12220000.0,155519.0,13.58,1850000.0,RPQRMLMLJHJGFDC77CB,海揚V1,A棟A5-09F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,2.0,1.0,有,無,,,,,,交易總價含下列非屬預售屋價格之費用:家電費,,,,,112_05,,房地(土地+建物),,,,土地3建物1車位0,,,見其他登記事項,,1.0,,,,,,,,,,基隆市中山區中山一路265號之附近,5.07,商,1130103.0,十一層,15.0,住宅大樓(11層含以上有電梯),53.76,8790000.0,163504.0,0.0,0.0,RPSRMLMLJHJGFDC97CB,海揚V1,A棟A7-11F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,2.0,1.0,有,無,,,,,,交易總價含下列非屬預售屋價格之費用:家電費,,,,,112_05,,房地(土地+建物),,,,土地3建物1車位0,,,見其他登記事項,,1.0,,,,,,,,,,基隆市中山區中山一路265號之附近,5.07,商,1130103.0,十二層,15.0,住宅大樓(11層含以上有電梯),53.76,8820000.0,164063.0,0.0,0.0,RPTRMLMLJHJGFDC08CB,海揚V1,A棟A7-12F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,2.0,1.0,有,無,,,,,,交易總價含下列非屬預售屋價格之費用:家電費,,,,,112_05,,房地(土地+建物),,,,土地3建物1車位0,,,見其他登記事項,,1.0,,,,,,,,,,基隆市中山區中山一路265號之附近,4.95,商,1130103.0,十二層,15.0,住宅大樓(11層含以上有電梯),52.46,8860000.0,168891.0,0.0,0.0,RPURMLMLJHJGFDC18CB,海揚V1,A棟A3-12F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,3.0,2.0,有,無,,,,,,交易總價含下列非屬預售屋價格之費用:家電費,,,,,112_05,,房地(土地+建物)+車位,,,,土地3建物1車位1,,,見其他登記事項,,2.0,,,,升降機械,,,,,,基隆市中山區中山一路265號之附近,8.15,其他,1130110.0,十二層,15.0,住宅大樓(11層含以上有電梯),92.1,15050000.0,155707.0,5.72,1600000.0,RPVRMLMLJHJGFDC28CB,海揚V1,A棟A6-12F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,3.0,2.0,有,無,,,,,,交易總價含下列非屬預售屋價格之費用:家電費,,,,,112_05,,房地(土地+建物)+車位,,,,土地3建物1車位1,,,見其他登記事項,,2.0,,,,升降機械,,,,,,基隆市中山區中山一路265號之附近,7.99,商,1130110.0,二層,15.0,住宅大樓(11層含以上有電梯),90.36,13240000.0,138705.0,5.72,1500000.0,RPWRMLMLJHJGFDC38CB,海揚V1,A棟A6-02F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,2.0,1.0,有,無,,,,,,交易總價含下列非屬預售屋價格之費用:家電費,,,,,112_05,,房地(土地+建物),,,,土地3建物1車位0,,,見其他登記事項,,1.0,,,,,,,,,,基隆市中山區中山一路265號之附近,5.07,商,1130110.0,二層,15.0,住宅大樓(11層含以上有電梯),53.76,7760000.0,144345.0,0.0,0.0,RPXRMLMLJHJGFDC48CB,海揚V1,A棟A7-02F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,2.0,2.0,有,無,,,,,,交易總價含下列非屬預售屋價格之費用:家電費,,,,,112_05,,房地(土地+建物)+車位,,,,土地3建物1車位1,,,見其他登記事項,,1.0,,,,升降機械,,,,,,基隆市中山區中山一路265號之附近,6.46,商,1130110.0,十二層,15.0,住宅大樓(11層含以上有電梯),74.14,12300000.0,158579.0,5.72,1450000.0,RPOSMLMLJHJGFDC67CB,海揚V1,A棟A5-12F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,3.0,1.0,有,無,,,,,,交易總價含下列非屬預售屋價格之費用:家電費,,,,,112_05,,房地(土地+建物),,,,土地3建物1車位0,,,見其他登記事項,,1.0,,,,,,,,,,基隆市中山區中山一路265號之附近,6.92,商,1130110.0,六層,15.0,住宅大樓(11層含以上有電梯),73.33,10550000.0,143870.0,0.0,0.0,RPPSMLMLJHJGFDC77CB,海揚V1,A棟A2-06F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,2.0,1.0,有,無,,,,,,交易總價含下列非屬預售屋價格之費用:家電費,,,,,112_05,,房地(土地+建物),,,,土地3建物1車位0,,,見其他登記事項,,1.0,,,,,,,,,,基隆市中山區中山一路265號之附近,5.07,商,1121230.0,七層,15.0,住宅大樓(11層含以上有電梯),53.76,8660000.0,161086.0,0.0,0.0,RPQSMLMLJHJGFDC87CB,海揚V1,A棟A7-07F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,2.0,2.0,有,無,,,,,,交易總價含下列非屬預售屋價格之費用:家電費,,,,,112_05,,房地(土地+建物)+車位,,,,土地3建物1車位1,,,見其他登記事項,,1.0,,,,升降機械,,,,,,基隆市中山區中山一路265號之附近,6.29,商,1130103.0,八層,15.0,住宅大樓(11層含以上有電梯),72.4,11950000.0,155219.0,5.72,1600000.0,RPPNMLNLJHJGFDC37CB,海揚V1,A棟A5-08F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,3.0,2.0,有,無,,,,,,交易總價含下列非屬預售屋價格之費用:家電費,,,,,112_05,,房地(土地+建物)+車位,,,,土地3建物1車位1,,,見其他登記事項,,2.0,,,,升降機械,,,,,,基隆市中山區中山一路265號之附近,7.99,商,1121230.0,七層,15.0,住宅大樓(11層含以上有電梯),90.36,14250000.0,151229.0,5.72,1450000.0,RPQNMLNLJHJGFDC47CB,海揚V1,A棟A6-07F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,3.0,2.0,有,無,,,,,,交易總價含下列非屬預售屋價格之費用:家電費,,,,,112_05,,房地(土地+建物),,,,土地3建物1車位0,,,見其他登記事項,,2.0,,,,,,,,,,基隆市中山區中山一路265號之附近,8.36,商,1130119.0,六層,15.0,住宅大樓(11層含以上有電梯),88.59,12750000.0,143921.0,0.0,0.0,RPRNMLNLJHJGFDC57CB,海揚V1,A棟A1-06F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,3.0,1.0,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,土地1建物1車位1,,,住家用,,2.0,,,,坡道平面,,,,,,基隆市中山區復興路261號之對面,16.91,商,1121228.0,七層,22.0,住宅大樓(11層含以上有電梯),139.89,11780000.0,91445.0,29.66,1700000.0,RPPNMLPLJHJGFDC57CB,夢悅城,G棟11號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,2.0,1.0,有,無,,,,,,交易總價含下列非屬預售屋價格之費用:家電費,,,,,112_05,,房地(土地+建物),,,,土地3建物1車位0,,,見其他登記事項,,1.0,,,,,,,,,,基隆市中山區中山一路265號之附近,4.95,商,1130119.0,十一層,15.0,住宅大樓(11層含以上有電梯),52.46,9130000.0,174037.0,0.0,0.0,RPQNMLPLJHJGFDC67CB,海揚V1,A棟A3-11F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,3.0,1.0,有,無,,,,,,交易總價含下列非屬預售屋價格之費用:家電費,,,,,112_05,,房地(土地+建物)+車位,,,,土地3建物1車位1,,,見其他登記事項,,1.0,,,,升降機械,,,,,,基隆市中山區中山一路265號之附近,6.92,商,1130119.0,九層,15.0,住宅大樓(11層含以上有電梯),79.05,12660000.0,152871.0,5.72,1450000.0,RPRNMLPLJHJGFDC77CB,海揚V1,A棟A2-09F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,2.0,1.0,有,無,,,,,,交易總價含下列非屬預售屋價格之費用:家電費,,,,,112_05,,房地(土地+建物),,,,土地3建物1車位0,,,見其他登記事項,,1.0,,,,,,,,,,基隆市中山區中山一路265號之附近,4.95,商,1130112.0,十五層,15.0,住宅大樓(11層含以上有電梯),52.46,8950000.0,170606.0,0.0,0.0,RPSNMLPLJHJGFDC87CB,海揚V1,A棟A3-15F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,2.0,2.0,有,無,,,,,,交易總價含下列非屬預售屋價格之費用:家電費,,,,,112_05,,房地(土地+建物)+車位,,,,土地3建物1車位1,,,見其他登記事項,,1.0,,,,升降機械,,,,,,基隆市中山區中山一路265號之附近,6.46,商,1130119.0,十一層,15.0,住宅大樓(11層含以上有電梯),74.14,12470000.0,158872.0,5.72,1600000.0,RPTNMLPLJHJGFDC97CB,海揚V1,A棟A5-11F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,2.0,1.0,有,無,,,,,,交易總價含下列非屬預售屋價格之費用:家電費,,,,,112_05,,房地(土地+建物),,,,土地3建物1車位0,,,見其他登記事項,,1.0,,,,,,,,,,基隆市中山區中山一路265號之附近,5.07,商,1130119.0,十五層,15.0,住宅大樓(11層含以上有電梯),53.76,9160000.0,170387.0,0.0,0.0,RPXNMLPLJHJGFDC38CB,海揚V1,A棟A7-15F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,2.0,2.0,有,無,,,,,,交易總價含下列非屬預售屋價格之費用:家電費,,,,,112_05,,房地(土地+建物)+車位,,,,土地3建物1車位1,,,見其他登記事項,,1.0,,,,升降機械,,,,,,基隆市中山區中山一路265號之附近,6.46,商,1130119.0,十三層,15.0,住宅大樓(11層含以上有電梯),74.14,12400000.0,159310.0,5.72,1500000.0,RPOOMLPLJHJGFDC57CB,海揚V1,A棟A5-13F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,3.0,2.0,有,無,,,,,,交易總價含下列非屬預售屋價格之費用:家電費,,,,,112_05,,房地(土地+建物)+車位,,,,土地3建物1車位1,,,見其他登記事項,,2.0,,,,升降平面,,,,,,基隆市中山區中山一路265號之附近,8.15,商,1130119.0,十五層,15.0,住宅大樓(11層含以上有電梯),101.15,15500000.0,156865.0,14.77,1950000.0,RPPOMLPLJHJGFDC67CB,海揚V1,A棟A6-15F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,3.0,2.0,有,無,,,,,,交易總價含下列非屬預售屋價格之費用:家電費,,,,,112_05,,房地(土地+建物)+車位,,,,土地3建物1車位1,,,見其他登記事項,,2.0,,,,升降機械,,,,,,基隆市中山區中山一路265號之附近,8.15,商,1130119.0,十一層,15.0,住宅大樓(11層含以上有電梯),92.1,14870000.0,154781.0,5.72,1500000.0,RPQOMLPLJHJGFDC77CB,海揚V1,A棟A6-11F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,2.0,1.0,有,無,,,,,,交易總價含下列非屬預售屋價格之費用:家電費,,,,,112_05,,房地(土地+建物),,,,土地3建物1車位0,,,見其他登記事項,,1.0,,,,,,,,,,基隆市中山區中山一路265號之附近,5.07,商,1130112.0,十層,15.0,住宅大樓(11層含以上有電梯),53.76,8960000.0,166667.0,0.0,0.0,RPROMLPLJHJGFDC87CB,海揚V1,A棟A7-10F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,信義區,,,,,,,,,,,,,鋼筋混凝土造,,,,2.0,2.0,有,無,,,,,,,,,,,112_05,,房地(土地+建物),,,,土地5建物1車位0,,,住家用,,2.0,,,,,,,,,,基隆市信義區深澳坑路168巷52弄旁,40.94,住,1130101.0,二層,5.0,華廈(10層含以下有電梯),107.54,7470000.0,69463.0,0.0,0.0,RPPNMLQLJHJGFDC67CB,盛森秀美,D棟2號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,信義區,,,,,,,,,,,,,鋼筋混凝土造,,,,3.0,2.0,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,土地5建物1車位1,,,住家用,,2.0,,,,升降機械,,,,,,基隆市信義區深澳坑路168巷52弄旁,58.17,住,1130106.0,四層,5.0,華廈(10層含以下有電梯),169.24,13000000.0,80138.0,15.13,650000.0,RPQNMLQLJHJGFDC77CB,盛森秀美,A棟4號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,信義區,,,,,,,,,,,,,鋼筋混凝土造,,,,3.0,2.0,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,土地1建物1車位2,,,住家用,,3.0,,,,坡道平面,,,,,,基隆市信義區東峰街48號對面,67.0,住,1130122.0,五層,7.0,華廈(10層含以下有電梯),253.34,15200000.0,66348.0,69.46,3000000.0,RPRNMLQLJHJGFDC87CB,田園調布2-B2區,D棟D5-5~7F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,信義區,,,,,,,,,,,,,鋼筋混凝土造,,,,3.0,2.0,有,無,,,,,,交易總價含下列非屬預售屋價格之費用:裝潢費730000元；,,,,,112_05,,房地(土地+建物),,,,土地5建物1車位0,,,住家用,,2.0,,,,,,,,,,基隆市信義區深澳坑路168巷52弄旁,56.68,住,1130108.0,五層,5.0,華廈(10層含以下有電梯),151.17,12120000.0,80175.0,0.0,0.0,RPSNMLQLJHJGFDC97CB,盛森秀美,C棟5號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安樂區,,,,,,,,,,,,,鋼筋混凝土造,,,,3.0,2.0,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,土地1建物0車位1,,,住家用,,2.0,,,,坡道平面,,,,,,基隆市中山區中和路,40.36,住,1130119.0,九層,9.0,華廈(10層含以下有電梯),191.54,15750000.0,92969.0,41.49,1800000.0,RPPNMLRLJHJGFDC77CB,宏貿臻璽,C棟1-9F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安樂區,,,,,,,,,,,,,鋼筋混凝土造,,,,2.0,1.0,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,土地1建物0車位1,,,住家用,,1.0,,,,坡道平面,,,,,,基隆市中山區中和路,23.18,住,1130127.0,三層,9.0,華廈(10層含以下有電梯),127.75,9720000.0,92975.0,41.49,1700000.0,RPQNMLRLJHJGFDC87CB,宏貿臻璽,B棟2-3F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,七堵區,,,,,,,,,,,,,鋼筋混凝土造,,,,2.0,2.0,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,土地1建物1車位1,,,住家用,,2.0,,,,坡道平面,,,,,,基隆市七堵區東新街4巷66號對面,17.24,住,1130106.0,二層,10.0,華廈(10層含以下有電梯),131.19,14220000.0,133441.0,38.49,1850000.0,RPQNMLSLJHJGFDC08DB,金富康-馥御,A3棟02號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,七堵區,,,,,,,,,,,,,鋼筋混凝土造,,,,2.0,2.0,有,無,,,,,,,,,,,112_05,,房地(土地+建物),,,,土地1建物1車位0,,,住家用,,2.0,,,,,,,,,,基隆市七堵區東新街4巷66號對面,17.24,住,1130113.0,三層,10.0,華廈(10層含以下有電梯),92.7,12480000.0,134628.0,0.0,0.0,RPRNMLSLJHJGFDC18DB,金富康-馥御,A2棟03號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,七堵區,,,,,,,,,,,,,鋼筋混凝土造,,,,3.0,2.0,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,土地1建物1車位1,,,住家用,,2.0,,,,坡道平面,,,,,,基隆市七堵區東新街4巷66號對面,25.08,住,1130119.0,八層,10.0,華廈(10層含以下有電梯),173.02,20630000.0,138854.0,38.49,1950000.0,RPSNMLSLJHJGFDC28DB,金富康-馥御,A6棟08號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,七堵區,,,,,,,,,,,,,鋼筋混凝土造,,,,3.0,2.0,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,土地1建物1車位1,,,住家用,,2.0,,,,坡道平面,,,,,,基隆市七堵區東新街4巷66號對面,24.36,住,1130116.0,五層,10.0,華廈(10層含以下有電梯),169.37,18680000.0,128591.0,38.49,1850000.0,RPTNMLSLJHJGFDC38DB,金富康-馥御,A1棟05號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,七堵區,,,,,,,,,,,,,鋼筋混凝土造,,,,2.0,2.0,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,土地1建物1車位1,,,住家用,,2.0,,,,坡道平面,,,,,,基隆市七堵區東新街4巷66號對面,17.24,住,1130121.0,三層,10.0,華廈(10層含以下有電梯),131.19,14330000.0,134628.0,38.49,1850000.0,RPUNMLSLJHJGFDC48DB,金富康-馥御,A5棟03號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,3.0,1.0,有,無,,,,,,交易總價含下列非屬預售屋價格之費用:裝潢費；,,,,,112_05,,房地(土地+建物)+車位,,,,土地1建物1車位1,,,住家用,,2.0,,,,坡道平面,,,,,,基隆市中山區復興路261號之對面,18.22,商,1130114.0,四層,22.0,住宅大樓(11層含以上有電梯),147.82,14800000.0,110020.0,29.66,1800000.0,RPPNMLTLJHJGFDC97CB,夢悅城,E棟01號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,3.0,1.0,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,土地1建物1車位1,,,住家用,,2.0,,,,坡道平面,,,,,,基隆市中山區復興路261號之對面,18.61,商,1130102.0,十三層,22.0,住宅大樓(11層含以上有電梯),150.78,13250000.0,94122.0,29.66,1850000.0,RPQNMLTLJHJGFDC08CB,夢悅城,E棟05號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,3.0,1.0,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,土地1建物1車位1,,,住家用,,2.0,,,,坡道平面,,,,,,基隆市中山區復興路261號之對面,18.48,商,1130112.0,二層,22.0,住宅大樓(11層含以上有電梯),150.75,12520000.0,90594.0,29.66,1550000.0,RPRNMLTLJHJGFDC18CB,夢悅城,D棟01號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,2.0,1.0,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,土地1建物1車位1,,,住家用,,1.0,,,,坡道平面,,,,,,基隆市中山區復興路261號之對面,13.11,商,1130114.0,七層,22.0,住宅大樓(11層含以上有電梯),114.76,10250000.0,101058.0,29.66,1650000.0,RPSNMLTLJHJGFDC28CB,夢悅城,C棟02號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,3.0,1.0,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,土地1建物1車位1,,,住家用,,2.0,,,,坡道平面,,,,,,基隆市中山區復興路261號之對面,16.39,商,1130104.0,十三層,22.0,住宅大樓(11層含以上有電梯),135.75,12960000.0,105665.0,29.66,1750000.0,RPTNMLTLJHJGFDC38CB,夢悅城,F棟01號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,2.0,1.0,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,土地1建物1車位1,,,住家用,,1.0,,,,坡道平面,,,,,,基隆市中山區復興路261號之對面,13.11,商,1130111.0,十一層,22.0,住宅大樓(11層含以上有電梯),114.95,10150000.0,96729.0,29.66,1900000.0,RPUNMLTLJHJGFDC48CB,夢悅城,G棟07號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,2.0,1.0,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,土地1建物1車位1,,,住家用,,1.0,,,,坡道平面,,,,,,基隆市中山區復興路261號之對面,13.11,商,1130111.0,十一層,22.0,住宅大樓(11層含以上有電梯),114.59,11100000.0,108913.0,29.66,1850000.0,RPVNMLTLJHJGFDC58CB,夢悅城,F棟02號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,2.0,1.0,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,土地1建物1車位1,,,住家用,,1.0,,,,坡道平面,,,,,,基隆市中山區復興路261號之對面,13.37,商,1130107.0,十六層,22.0,住宅大樓(11層含以上有電梯),116.65,10180000.0,97482.0,29.66,1700000.0,RPWNMLTLJHJGFDC68CB,夢悅城,D棟08號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,2.0,1.0,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,土地1建物1車位1,,,住家用,,1.0,,,,坡道平面,,,,,,基隆市中山區復興路261號之對面,13.37,商,1130106.0,八層,22.0,住宅大樓(11層含以上有電梯),116.42,9940000.0,94398.0,29.66,1750000.0,RPXNMLTLJHJGFDC78CB,夢悅城,G棟09號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,2.0,1.0,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,土地1建物1車位1,,,住家用,,1.0,,,,坡道平面,,,,,,基隆市中山區復興路261號之對面,13.5,商,1130107.0,十七層,22.0,住宅大樓(11層含以上有電梯),117.58,10500000.0,100091.0,29.66,1700000.0,RPOOMLTLJHJGFDC97CB,夢悅城,D棟06號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,3.0,1.0,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,土地1建物1車位1,,,住家用,,2.0,,,,坡道平面,,,,,,基隆市中山區復興路261號之對面,19.4,商,1130106.0,二層,22.0,住宅大樓(11層含以上有電梯),155.32,12440000.0,85071.0,29.66,1750000.0,RPPOMLTLJHJGFDC08CB,夢悅城,G棟10號
