鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,來源資料夾_,花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市民生路31號旁,14.91,商,Unnamed: 5,Unnamed: 6,1120515,土地1建物1車位1,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,Unnamed: 14,139.47,3,1,2,有,無,12850000,100475,坡道平面,28.0,1650000,Unnamed: 26,RPQNMLTKNHIGFAU17CB,三銳海景,A棟2號,Unnamed: 30,來源資料夾,吉安鄉,花蓮縣吉安鄉東海七街,26.56,住,1120811,十層,144.94,2.1,11030000,80123,24.75,1400000,RPSNMLLKQHIGFAU86CB,日出好學,B棟10號,房地(土地+建物),20.91,1121111,土地1建物1車位0,四層,94.64,2.2,7120000,75232,Unnamed: 23,0.0,0,RPPNMLNKJIIGFAU78CB,E棟4號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地1建物1車位1,,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,3.0,,2.0,有,無,,,坡道機械,,,,,,,,112_04,花蓮市,花蓮縣花蓮市中正路315巷2弄,13.78,商,1120915.0,五層,107.85,2.0,9950000.0,93823.0,9.26,700000.0,RPPNMLRLRHIGFAU37CB,三上御景,B棟1號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,土地1建物1車位0,,7.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,,2.0,,2.0,有,無,,,,,,,,,,,112_04,花蓮市,花蓮縣花蓮市富陽路,27.53,住,1120922.0,七層,111.73,2.0,9633000.0,86217.0,0.0,0.0,RPQNMLSLRHIGFAU57CB,風華居二期,1棟7A號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地1建物1車位1,,8.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,3.0,,2.0,有,無,,,坡道平面,,,,,,,,112_04,吉安鄉,花蓮縣吉安鄉東里五街,37.27,住,1120928.0,五層,149.35,2.0,10100000.0,72594.0,26.75,1200000.0,RPRNMLSLRHIGFAU67CB,吉美登峰1,A棟5號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地1建物1車位1,,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,2.0,,2.0,有,無,,,其他,,,,,,,,112_04,花蓮市,花蓮縣花蓮市富裕三街,29.17,住,1120911.0,六層,125.9,2.0,11600000.0,104468.0,29.22,1500000.0,RPTNMLSLRHIGFAU87CB,羅馬傳家寶,1棟6B號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,土地1建物1車位0,,3.0,透天厝,住家用,鋼筋混凝土造,,,3.0,,2.0,有,無,,,,,,,,,,,112_04,新城鄉,花蓮縣新城鄉復興路,81.0,住,1120915.0,全,180.64,4.0,14900000.0,82484.0,0.0,0.0,RPUNMLSLRHIGFAU97CB,千悅藏馥一期,A棟01號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地1建物1車位1,,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,2.0,,2.0,有,無,,,坡道平面,,,,,,,,112_04,新城鄉,花蓮縣新城鄉民生路,33.25,住,1120916.0,二層,118.26,2.0,8600000.0,77552.0,13.75,495000.0,RPVNMLSLRHIGFAU08CB,千悅藏馥二期B、C區,B棟01號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地1建物1車位1,,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,3.0,,2.0,有,無,,,坡道平面,,,,,,,,112_04,吉安鄉,花蓮縣吉安鄉東海七街,26.56,住,1120919.0,七層,144.94,2.0,10800000.0,78210.0,24.75,1400000.0,RPPNMLMJIIIGFAU48CB,日出好學,D棟7號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地1建物1車位1,,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,3.0,,2.0,有,無,,,坡道平面,,,,,,,,112_04,吉安鄉,花蓮縣吉安鄉東海七街,26.56,住,1120925.0,九層,144.94,2.0,11050000.0,80290.0,24.75,1400000.0,RPQNMLMJIIIGFAU58CB,日出好學,B棟9號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,土地1建物1車位0,,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,2.0,,1.0,有,無,,,,,,,,,,,112_04,花蓮市,花蓮縣花蓮市民生路31號旁,10.71,商,1120914.0,六層,80.33,2.0,7000000.0,87141.0,0.0,0.0,RPPNMLNJIIIGFAU58CB,三銳海景,A棟5號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地1建物1車位2,,10.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,,3.0,,2.0,有,無,,,坡道平面,,,,,,,,112_04,吉安鄉,花蓮縣吉安鄉吉祥五街,36.11,住,1120912.0,九層,170.41,2.0,12040000.0,79219.0,47.46,2300000.0,RPQNMLNJIIIGFAU68CB,天悅,A棟A1號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地1建物1車位1,,10.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,,4.0,,2.0,有,無,,,坡道平面,,,,,,,,112_04,吉安鄉,花蓮縣吉安鄉吉祥五街,49.2,住,1120913.0,一層,192.22,3.0,15600000.0,85373.0,24.72,1300000.0,RPRNMLNJIIIGFAU78CB,天悅,B棟B6號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地2建物1車位1,,7.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,,2.0,,2.0,有,無,,,其他,,,,,,,,112_04,花蓮市,花蓮縣花蓮市菁華街4巷2弄1號旁,20.51,住,1120915.0,三層,117.82,1.0,10300000.0,102962.0,34.1,1680000.0,RPRNMLOJIIIGFAU98DB,鳳羽春堤,C棟3號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地1建物1車位1,,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,2.0,,2.0,有,無,,,坡道平面,,,,,,,,112_04,花蓮市,花蓮縣花蓮市國聯五路與國民九街交叉路口,10.97,商,1120929.0,九層,119.96,2.0,10790000.0,94393.0,24.72,1800000.0,RPPNMLQJIIIGFAU88CB,超綻,A棟2-09F號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地1建物1車位1,,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,2.0,,2.0,有,無,,,坡道平面,,,,,,,,112_04,花蓮市,花蓮縣花蓮市國聯五路與國民九街交叉路口,10.08,商,1120929.0,五層,112.96,2.0,10060000.0,92475.0,24.72,1900000.0,RPQNMLQJIIIGFAU98CB,超綻,A棟3-05F號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地1建物1車位1,,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,2.0,,2.0,有,無,,,坡道平面,,,,,,,,112_04,花蓮市,花蓮縣花蓮市國聯五路與國民九街交叉路口,8.9,商,1120929.0,七層,101.67,1.0,8820000.0,92528.0,24.72,1700000.0,RPRNMLQJIIIGFAU09CB,超綻,A棟6-07F號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地1建物1車位1,,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,2.0,,2.0,有,無,,,坡道平面,,,,,,,,112_04,花蓮市,花蓮縣花蓮市國聯五路與國民九街交叉路口,8.9,商,1120929.0,九層,101.67,1.0,9060000.0,94347.0,24.72,1800000.0,RPSNMLQJIIIGFAU56CB,超綻,A棟6-09F號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地1建物1車位1,,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,2.0,,2.0,有,無,,,坡道平面,,,,,,,,112_04,花蓮市,花蓮縣花蓮市國聯五路與國民九街交叉路口,10.08,商,1120929.0,九層,112.96,2.0,10340000.0,95648.0,24.72,1900000.0,RPTNMLQJIIIGFAU66CB,超綻,B棟3-09F號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地1建物1車位1,,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,2.0,,2.0,有,無,,,坡道平面,,,,,,,,112_04,花蓮市,花蓮縣花蓮市國聯五路與國民九街交叉路口,8.9,商,1120929.0,四層,102.09,1.0,8380000.0,86338.0,24.72,1700000.0,RPUNMLQJIIIGFAU76CB,超綻,B棟5-04F號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地1建物1車位1,,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,2.0,,2.0,有,無,,,坡道平面,,,,,,,,112_04,花蓮市,花蓮縣花蓮市國聯五路與國民九街交叉路口,8.9,商,1120929.0,六層,102.09,1.0,8600000.0,89182.0,24.72,1700000.0,RPVNMLQJIIIGFAU86CB,超綻,B棟5-06F號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地1建物1車位1,,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,2.0,,2.0,有,無,,,坡道平面,,,,,,,,112_04,花蓮市,花蓮縣花蓮市國聯五路與國民九街交叉路口,10.68,商,1120920.0,五層,118.78,2.0,10580000.0,92282.0,24.72,1900000.0,RPWNMLQJIIIGFAU96CB,超綻,C棟3-05F號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地1建物1車位1,,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,3.0,,2.0,有,無,,,坡道平面,,,,,,,,112_04,花蓮市,花蓮縣花蓮市國聯五路與國民九街交叉路口,13.94,商,1120929.0,十一層,146.57,2.0,12800000.0,91096.0,24.72,1700000.0,RPXNMLQJIIIGFAU07CB,超綻,D棟6-11F號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地1建物1車位1,,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,2.0,,2.0,有,無,,,坡道平面,,,,,,,,112_04,花蓮市,花蓮縣花蓮市國聯五路與國民九街交叉路口,8.3,商,1120927.0,九層,98.17,1.0,8460000.0,92035.0,24.72,1700000.0,RPOOMLQJIIIGFAU88CB,超綻,D棟7-09F號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地1建物1車位1,,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,2.0,,2.0,有,無,,,坡道平面,,,,,,,,112_04,花蓮市,花蓮縣花蓮市國聯五路與國民九街交叉路口,8.3,商,1120929.0,十層,98.17,1.0,8600000.0,93941.0,24.72,1700000.0,RPPOMLQJIIIGFAU98CB,超綻,D棟7-10F號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地1建物1車位1,,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,2.0,,2.0,有,無,,,坡道平面,,,,,,,,112_04,花蓮市,花蓮縣花蓮市國聯五路與國民九街交叉路口,8.9,商,1120929.0,六層,103.29,1.0,8800000.0,89093.0,24.72,1800000.0,RPQOMLQJIIIGFAU09CB,超綻,D棟8-06F號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,土地1建物1車位0,,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,2.0,,2.0,有,無,,,,,,,,,,,112_04,花蓮市,花蓮縣花蓮市國聯五路與國民九街交叉路口,8.9,商,1120929.0,七層,78.57,1.0,7680000.0,97747.0,0.0,0.0,RPROMLQJIIIGFAU56CB,超綻,D棟8-07F號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,土地5建物1車位0,,2.0,透天厝,住家用,鋼筋混凝土造,,,3.0,,2.0,有,無,,,,,,俟後依使用執照設計，土底分割成五筆，詳如第二十二欄位，土地標的清冊所示。本買賣包含私設巷道、道路退縮及保留地。,,,,,112_04,壽豐鄉,花蓮縣壽豐鄉中山路七段12巷,201.85,農,1121002.0,全,153.35,4.0,10500000.0,68471.0,0.0,0.0,RPTOMLQJIIIGFAU76CB,禾楓別苑,A棟2號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,土地1建物1車位0,,3.0,透天厝,住家用,鋼筋混凝土造,,,3.0,,2.0,有,無,,,,,,,,,,,112_04,新城鄉,花蓮縣新城鄉復興路,84.0,住,1120918.0,全,185.35,4.0,14800000.0,79849.0,0.0,0.0,RPUOMLQJIIIGFAU86CB,千悅藏馥一期,A棟03號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地2建物1車位1,,7.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,,2.0,,2.0,有,無,,,其他,,,,,,,,112_04,花蓮市,花蓮縣花蓮市菁華街4巷2弄1號旁,22.42,住,1120925.0,四層,122.98,1.0,11050000.0,103768.0,31.43,1550000.0,RPPNMLQJIIIGFAU98DB,鳳羽春堤,B棟4號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,土地1建物1車位0,,8.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,2.0,,2.0,有,無,,,,,,,,,,,112_04,吉安鄉,花蓮縣吉安鄉東里五街,31.16,住,1121009.0,二層,102.49,2.0,7350000.0,71714.0,0.0,0.0,RPPNMLTJIIIGFAU56CB,吉美登峰1,B棟2號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,土地1建物1車位0,,8.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,3.0,,2.0,有,無,,,,,,,,,,,112_04,吉安鄉,花蓮縣吉安鄉仁恥段261地號,32.0,住,1121001.0,五層,99.06,2.0,6270000.0,63295.0,0.0,0.0,RPPNMLLKIIIGFAU48CB,荔鑫莊園二期,1棟A4號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,土地3建物1車位0,,3.0,透天厝,住家用,鋼骨混凝土造,,,4.0,,2.0,有,無,,,,,,原申報序B1UA11210060014,,,,,112_04,花蓮市,花蓮縣花蓮市豐村95號旁,119.12,農,1120911.0,全,178.54,5.0,15000000.0,84015.0,0.0,0.0,RPQNMLLKIIIGFAU58CB,美之硯三期,A棟4號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,土地1建物1車位0,,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,1.0,,1.0,有,無,,,,,,,,,,,112_04,花蓮市,花蓮縣花蓮市富裕二街,10.03,商,1120927.0,五層,56.71,1.0,4630000.0,81643.0,0.0,0.0,RPPNMLNKIIIGFAU68CB,風華居三期,1棟5E號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,土地2建物1車位0,,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,2.0,,2.0,有,無,,,,,,,,,,,112_04,吉安鄉,花蓮縣吉安鄉東里二街與東里三街,27.26,住,1121010.0,六層,85.15,1.0,6435000.0,75573.0,0.0,0.0,RPQNMLNKIIIGFAU78CB,卓越,1棟6E號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,土地1建物1車位0,,4.0,透天厝,住家用,鋼筋混凝土造,,,4.0,,2.0,有,無,,,,,,,,,,,112_04,新城鄉,花蓮縣新城鄉復興路,115.28,住,1120925.0,全,191.43,5.0,14500000.0,75746.0,0.0,0.0,RPRNMLNKIIIGFAU88CB,千悅藏馥一期,C棟01號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,土地1建物1車位0,,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,2.0,,0.0,有,無,,,,,,,,,,,112_04,新城鄉,花蓮縣新城鄉民生路,28.37,住,1121012.0,二層,89.16,2.0,6550000.0,73463.0,0.0,0.0,RPTNMLNKIIIGFAU09CB,千悅藏馥二期B、C區,B棟03號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地1建物1車位1,,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,2.0,,2.0,有,無,,,坡道平面,,,,,,,,112_04,花蓮市,花蓮縣花蓮市國聯五路與國民九街交叉路口,10.97,商,1120921.0,二層,119.96,2.0,10300000.0,89248.0,24.72,1800000.0,RPPNMLRKIIIGFAU09CB,超綻,A棟2-02F號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地1建物1車位1,,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,2.0,,2.0,有,無,,,坡道平面,,,,,,,,112_04,花蓮市,花蓮縣花蓮市國聯五路與國民九街交叉路口,8.9,商,1120929.0,八層,101.67,1.0,8870000.0,93177.0,24.72,1700000.0,RPQNMLRKIIIGFAU56CB,超綻,A棟6-08F號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地1建物1車位1,,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,2.0,,2.0,有,無,,,坡道平面,,,,,,,,112_04,花蓮市,花蓮縣花蓮市國聯五路與國民九街交叉路口,8.9,商,1120929.0,十一層,101.67,1.0,8830000.0,91358.0,24.72,1800000.0,RPRNMLRKIIIGFAU66CB,超綻,A棟6-11F號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,土地1建物1車位0,,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,2.0,,2.0,有,無,,,,,,,,,,,112_04,花蓮市,花蓮縣花蓮市國聯五路與國民九街交叉路口,10.08,商,1121014.0,四層,88.24,2.0,8360000.0,94742.0,0.0,0.0,RPSNMLRKIIIGFAU76CB,超綻,B棟3-04F號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地1建物1車位1,,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,2.0,,2.0,有,無,,,坡道平面,,,,,,,,112_04,花蓮市,花蓮縣花蓮市國聯五路與國民九街交叉路口,8.9,商,1120929.0,四層,101.67,1.0,8650000.0,89019.0,24.72,1800000.0,RPTNMLRKIIIGFAU86CB,超綻,B棟6-04F號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,土地1建物1車位0,,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,2.0,,2.0,有,無,,,,,,,,,,,112_04,花蓮市,花蓮縣花蓮市國聯五路與國民九街交叉路口,8.9,商,1121014.0,五層,78.57,1.0,7200000.0,91638.0,0.0,0.0,RPUNMLRKIIIGFAU96CB,超綻,C棟5-05F號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地1建物1車位1,,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,2.0,,2.0,有,無,,,坡道平面,,,,,,,,112_04,花蓮市,花蓮縣花蓮市國聯五路與國民九街交叉路口,8.9,商,1120929.0,六層,102.65,1.0,8840000.0,90337.0,24.72,1800000.0,RPVNMLRKIIIGFAU07CB,超綻,C棟6-06F號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地1建物1車位1,,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,2.0,,2.0,有,無,,,坡道平面,,,,,,,,112_04,花蓮市,花蓮縣花蓮市國聯五路與國民九街交叉路口,9.49,商,1121007.0,七層,108.1,2.0,9500000.0,93548.0,24.72,1700000.0,RPWNMLRKIIIGFAU17CB,超綻,D棟5-07F號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地1建物1車位1,,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,2.0,,2.0,有,無,,,坡道平面,,,,,,,,112_04,花蓮市,花蓮縣花蓮市國聯五路與國民九街交叉路口,8.9,商,1120929.0,五層,103.29,1.0,8580000.0,87565.0,24.72,1700000.0,RPXNMLRKIIIGFAU27CB,超綻,D棟8-05F號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,鄉村區,乙種建築用地,,土地1建物1車位1,,8.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,1.0,,1.0,有,無,,,一樓平面,,,,,,,,112_04,吉安鄉,花蓮縣新城鄉太昌路,24.29,,1121002.0,四層,116.62,1.0,7150000.0,72464.0,33.82,1150000.0,RPPNMLSKIIIGFAU56CB,芳澤居,A棟4號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地1建物1車位1,,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,2.0,,2.0,有,無,,,一樓平面,,,,,,,,112_04,新城鄉,花蓮縣新城鄉嘉里三街,23.85,住,1121017.0,三層,78.93,2.0,6000000.0,69555.0,9.92,1200000.0,RPPNMLTKIIIGFAU66CB,臻新城裔,3C號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,土地1建物1車位0,,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,2.0,,2.0,有,無,,,,,,,,,,,112_04,新城鄉,花蓮縣新城鄉嘉里三街,23.85,住,1121018.0,三層,69.01,2.0,4800000.0,69555.0,0.0,0.0,RPQNMLTKIIIGFAU76CB,臻新城裔,3A號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地1建物1車位1,,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,3.0,,2.0,有,無,,,一樓平面,,,,,,,,112_04,花蓮市,花蓮縣花蓮市豐村,37.7,住,1121001.0,四層,126.07,2.0,9100000.0,72710.0,20.17,1400000.0,RPPNMLKLIIIGFAU48CB,冠軍悅山,A棟7號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地1建物1車位1,,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,3.0,,2.0,有,無,,,一樓平面,,,,,,,,112_04,花蓮市,花蓮縣花蓮市豐村,37.27,住,1121001.0,五層,124.74,2.0,9150000.0,74113.0,20.17,1400000.0,RPQNMLKLIIIGFAU58CB,冠軍悅山,A棟6號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地1建物1車位1,,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,3.0,,2.0,有,無,,,一樓平面,,,,,,,,112_04,花蓮市,花蓮縣花蓮市豐村,40.39,住,1121007.0,四層,133.56,2.0,9880000.0,74786.0,20.17,1400000.0,RPRNMLKLIIIGFAU68CB,冠軍悅山,A棟1號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,土地1建物1車位0,,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,2.0,,2.0,有,無,,,,,,,,,,,112_04,新城鄉,花蓮縣新城鄉嘉里三街,23.85,住,1121020.0,三層,69.01,2.0,4800000.0,69555.0,0.0,0.0,RPPNMLOLIIIGFAU88CB,臻新城裔,3B號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地1建物1車位1,,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,2.0,,2.0,有,無,,,坡道平面,,,,,,,,112_04,吉安鄉,花蓮縣吉安鄉東海七街,20.91,住,1121021.0,七層,119.39,2.0,8600000.0,78191.0,24.75,1200000.0,RPQNMLOLIIIGFAU98CB,日出好學,E棟7號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,土地2建物1車位0,,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,2.0,,2.0,有,無,,,,,,,,,,,112_04,吉安鄉,花蓮縣吉安鄉東里二街與東里三街,27.26,住,1121016.0,四層,85.15,1.0,6182000.0,72601.0,0.0,0.0,RPSNMLOLIIIGFAU56CB,卓越,1棟4E號,,,,,,,,,,,,,,
