鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,來源資料夾_,花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市民生路31號旁,14.91,商,Unnamed: 5,Unnamed: 6,1120515,土地1建物1車位1,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,Unnamed: 14,139.47,3,1,2,有,無,12850000,100475,坡道平面,28.0,1650000,Unnamed: 26,RPQNMLTKNHIGFAU17CB,三銳海景,A棟2號,Unnamed: 30,來源資料夾,吉安鄉,花蓮縣吉安鄉東海七街,26.56,住,1120811,十層,144.94,2.1,11030000,80123,24.75,1400000,RPSNMLLKQHIGFAU86CB,日出好學,B棟10號,房地(土地+建物),20.91,1121111,土地1建物1車位0,四層,94.64,2.2,7120000,75232,Unnamed: 23,0.0,0,RPPNMLNKJIIGFAU78CB,E棟4號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,土地1建物1車位0,,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,0.0,,0.0,有,無,,,,,,,,,,,112_04,新城鄉,花蓮縣新城鄉新興一路,34.09,住,1120830.0,一層,71.2,1.0,4600000.0,64607.0,0.0,0.0,RPPNMLLMQHIGFAU86DB,太魯閣讚2.0,C棟1號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,土地2建物1車位0,,7.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,,3.0,,2.0,有,無,,,,,,,,,,,112_04,吉安鄉,花蓮縣吉安鄉東里二街與東里三街,41.27,住,1120820.0,三層,129.39,2.0,9010000.0,69634.0,0.0,0.0,RPPNMLOJRHIGFAU86CB,卓越,3C棟3c號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,土地2建物1車位0,,7.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,,2.0,,2.0,有,無,,,,,,,,,,,112_04,吉安鄉,花蓮縣吉安鄉東里二街與東里三街,27.26,住,1120825.0,五層,85.15,1.0,6190000.0,72695.0,0.0,0.0,RPQNMLOJRHIGFAU96CB,卓越,5E棟5E號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,土地2建物1車位0,,7.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,,2.0,,2.0,有,無,,,,,,,,,,,112_04,吉安鄉,花蓮縣吉安鄉東里二街與東里三街,27.26,住,1120825.0,五層,85.15,1.0,6190000.0,72695.0,0.0,0.0,RPRNMLOJRHIGFAU07CB,卓越,5D棟5D號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地2建物1車位1,,7.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,,2.0,,2.0,有,無,,,一樓平面,,,,,,,,112_04,吉安鄉,花蓮縣吉安鄉東里二街與東里三街,29.09,住,1120825.0,六層,104.25,2.0,7950000.0,74143.0,13.21,1200000.0,RPSNMLOJRHIGFAU17CB,卓越,6B棟6B號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地2建物1車位1,,7.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,,2.0,,2.0,有,無,,,一樓平面,,,,,,,,112_04,吉安鄉,花蓮縣吉安鄉東里二街與東里三街,31.98,住,1120902.0,三層,113.46,2.0,8400000.0,71820.0,13.21,1200000.0,RPUNMLOJRHIGFAU37CB,卓越,3F棟3F號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,土地2建物1車位0,,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,2.0,,2.0,有,無,,,,,,,,,,,112_04,花蓮市,花蓮縣花蓮市中興路43巷,17.34,商,1120902.0,二層,110.08,2.0,7680000.0,69767.0,0.0,0.0,RPPNMLPJRHIGFAU07DB,美崙山海灣,2棟B號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地1建物1車位1,,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,2.0,,1.0,有,無,,,其他,,,,,,,,112_04,新城鄉,花蓮縣新城鄉新興一路,34.09,住,1120815.0,四層,104.83,2.0,5100000.0,49407.0,13.75,600000.0,RPQNMLPJRHIGFAU17DB,太魯閣讚2.0,D棟4D8號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,土地1建物1車位0,,8.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,,1.0,,1.0,有,無,,,,,,,,,,,112_04,花蓮市,花蓮縣花蓮市富裕十街,15.49,住,1120827.0,六層,52.2,1.0,4700000.0,90038.0,0.0,0.0,RPPNMLQJRHIGFAU07CB,典藏拉菲爾,1棟6C號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地1建物1車位1,,8.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,,2.0,,2.0,有,無,,,一樓平面,,,,,,,,112_04,花蓮市,花蓮縣花蓮市富裕十街,30.26,住,1120829.0,八層,134.84,1.0,12300000.0,105005.0,32.94,1600000.0,RPQNMLQJRHIGFAU17CB,典藏拉菲爾,1棟8A號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,土地1建物1車位0,,8.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,,1.0,,1.0,有,無,,,,,,,,,,,112_04,花蓮市,花蓮縣花蓮市富裕十街,15.49,住,1120901.0,三層,52.2,1.0,4320000.0,82759.0,0.0,0.0,RPRNMLQJRHIGFAU27CB,典藏拉菲爾,1棟3D號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,土地1建物1車位0,,4.0,透天厝,住家用,鋼筋混凝土造,,,4.0,,2.0,有,無,,,,,,,,,,,112_04,吉安鄉,花蓮縣吉安鄉福興五街,90.32,住,1120818.0,全,194.23,4.0,14300000.0,73624.0,0.0,0.0,RPUNMLQJRHIGFAU57CB,欣悅拾光,A棟02號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,土地1建物1車位0,,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,1.0,,1.0,有,無,,,,,,,,,,,112_04,新城鄉,花蓮縣新城鄉民生路,20.38,住,1120818.0,二層,64.04,1.0,4700000.0,73392.0,0.0,0.0,RPOOMLQJRHIGFAU07CB,千悅藏馥二期B、C區,B棟08號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,土地1建物1車位0,,4.0,透天厝,住家用,鋼筋混凝土造,,,5.0,,2.0,有,無,,,,,,,,,,,112_04,花蓮市,花蓮縣花蓮市華安街,119.3,住,1120901.0,全,236.64,6.0,20760000.0,87728.0,0.0,0.0,RPPNMLRJRHIGFAU17CB,美崙儷園二期,A棟7號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地1建物1車位1,,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,3.0,,2.0,有,無,,,一樓平面,,,,,,,,112_04,花蓮市,花蓮縣花蓮市中原路533巷,17.54,商,1120825.0,十層,122.93,2.0,12100000.0,106223.0,23.14,1500000.0,RPRNMLRJRHIGFAU37CB,中原學賦,A棟10樓號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,土地5建物1車位0,,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,2.0,,2.0,有,無,,,,,,,,,,,112_04,新城鄉,花蓮縣新城鄉復興路,74.07,其他,1120821.0,四層,103.29,2.0,7950000.0,76968.0,0.0,0.0,RPSNMLRJRHIGFAU47CB,藝川天闊AB區,A棟01號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地1建物1車位1,,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,2.0,,2.0,有,無,,,坡道平面,,,,,,,,112_04,新城鄉,花蓮縣新城鄉民生路,33.93,住,1120825.0,二層,120.37,2.0,8750000.0,77424.0,13.75,495000.0,RPTNMLRJRHIGFAU57CB,千悅藏馥二期B、C區,C棟02號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地1建物1車位1,,7.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,,2.0,,2.0,有,無,,,一樓平面,,,,,,,,112_04,吉安鄉,花蓮縣吉安鄉東海十四街,28.93,住,1120905.0,六層,101.56,2.0,8380000.0,84045.0,13.75,1000000.0,RPRNMLSJRHIGFAU47CB,雙合苑一期,1棟D號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地1建物1車位1,,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,3.0,,1.0,有,無,,,坡道平面,,,,,,,,112_04,花蓮市,花蓮縣花蓮市民生路31號旁,14.91,商,1120903.0,八層,139.47,2.0,12000000.0,91056.0,28.0,1850000.0,RPPNMLLKRHIGFAU66CB,三銳海景,A棟2號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地2建物1車位1,,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,2.0,,2.0,有,無,,,一樓平面,,,,,,,,112_04,吉安鄉,花蓮縣吉安鄉福興二街,432.0,住,1120908.0,四層,90.56,2.0,6850000.0,73558.0,13.75,1200000.0,RPRNMLLKRHIGFAU86CB,福華苑,4D號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地1建物1車位1,,10.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,,3.0,,2.0,有,無,,,坡道平面,,,,,,,,112_04,吉安鄉,花蓮縣吉安鄉吉祥五街,36.03,住,1120831.0,三層,147.4,2.0,10030000.0,71976.0,24.72,1200000.0,RPSNMLLKRHIGFAU96CB,天悅,B棟B3號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地1建物1車位1,,10.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,,3.0,,2.0,有,無,,,坡道平面,,,,,,,,112_04,吉安鄉,花蓮縣吉安鄉吉祥五街,36.9,住,1120831.0,七層,150.35,2.0,10850000.0,76813.0,24.72,1200000.0,RPTNMLLKRHIGFAU07CB,天悅,B棟B6號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地1建物1車位1,,8.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,2.0,,2.0,有,無,,,坡道平面,,,,,,,,112_04,吉安鄉,花蓮縣吉安鄉東里五街,28.44,住,1120910.0,七層,120.31,2.0,9000000.0,83369.0,26.75,1200000.0,RPUNMLLKRHIGFAU17CB,吉美登峰1,C棟7號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地1建物0車位1,,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,2.0,,1.0,有,無,,,其他,,,,,,,,112_04,新城鄉,花蓮縣新城鄉新興一路,35.36,住,1120908.0,三層,85.29,2.0,5200000.0,64300.0,13.75,600000.0,RPQNMLLKRHIGFAU86DB,太魯閣讚2.0,D棟3D8號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地1建物0車位1,,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,1.0,,1.0,有,無,,,其他,,,,,,,,112_04,新城鄉,花蓮縣新城鄉新興一路,35.36,住,1120908.0,三層,85.1,2.0,5200000.0,64471.0,13.75,600000.0,RPRNMLLKRHIGFAU96DB,太魯閣讚2.0,D棟3D5號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地8建物1車位1,,3.0,透天厝,住家用,鋼筋混凝土造,,,3.0,,2.0,有,無,,,坡道平面,,,,,,,,112_04,新城鄉,花蓮縣新城鄉復興路,214.48,農,1120829.0,全,286.46,4.0,18600000.0,66448.0,13.72,477000.0,RPRNMLMKRHIGFAU96CB,藝川天闊AB區,B棟09號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地1建物1車位1,,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,3.0,,2.0,有,無,,,坡道平面,,,,,,,,112_04,花蓮市,花蓮縣花蓮市中正路315巷2弄,18.22,商,1120905.0,五層,155.29,2.0,13880000.0,94251.0,25.0,1600000.0,RPSNMLMKRHIGFAU07CB,三上御景,G棟1號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,土地3建物1車位0,,3.0,透天厝,住家用,鋼骨混凝土造,,,4.0,,2.0,有,無,,,,,,,,,,,112_04,花蓮市,花蓮縣花蓮市豐村95號旁,124.95,農,1120820.0,全,190.32,5.0,16000000.0,84069.0,0.0,0.0,RPTNMLMKRHIGFAU17CB,美之硯三期,A棟3號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地2建物1車位1,,7.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,,2.0,,2.0,有,無,,,一樓平面,,,,,,,,112_04,吉安鄉,花蓮縣吉安鄉東里二街與東里三街,29.09,住,1120826.0,四層,104.25,2.0,7680000.0,71178.0,13.21,1200000.0,RPPNMLOKRHIGFAU96CB,卓越,4B棟4B號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地2建物1車位1,,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,0.0,,0.0,有,無,,,坡道平面,,,本戶無隔間、無地磚。交易總價含下列非屬預售屋價格之費用:毛胚屋；,,,,,112_04,吉安鄉,花蓮縣吉安鄉荳蘭三街,34.72,商,1120915.0,十層,206.76,2.0,13800000.0,69547.0,29.9,1500000.0,RPQNMLPKRHIGFAU27DB,吉安之星,A棟10F-2號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地1建物1車位1,,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,2.0,,1.0,有,無,,,升降機械,,,,,,,,112_04,吉安鄉,花蓮縣吉安鄉中央路三段與勝安四街交接處,30.09,住,1120913.0,七層,85.96,2.0,9900000.0,112610.0,5.15,800000.0,RPPNMLSKRHIGFAU37CB,沐谷川流,B7棟2號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地1建物1車位1,,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,2.0,,1.0,有,無,,,升降機械,,,,,,,,112_04,吉安鄉,花蓮縣吉安鄉中央路三段與勝安四街交接處,27.04,住,1120911.0,五層,79.34,1.0,7520000.0,90578.0,5.15,800000.0,RPRNMLSKRHIGFAU57CB,沐谷川流,B5棟1號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地2建物1車位1,,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,0.0,,0.0,有,無,,,坡道平面,,,本戶無隔間、無地磚。交易總價含下列非屬預售屋價格之費用:毛胚屋；,,,,,112_04,吉安鄉,花蓮縣吉安鄉荳蘭三街,30.57,商,1120829.0,二層,188.6,2.0,11370000.0,62193.0,29.9,1500000.0,RPPNMLSKRHIGFAU47DB,吉安之星,A棟2F-3號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,土地1建物0車位0,,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,1.0,,1.0,有,無,,,,,,,,,,,112_04,新城鄉,花蓮縣新城鄉新興一路,34.09,住,1120916.0,三層,71.35,2.0,4600000.0,64471.0,0.0,0.0,RPQNMLSKRHIGFAU57DB,太魯閣讚2.0,C棟3C5號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地1建物1車位1,,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,2.0,,2.0,有,無,,,一樓平面,,,,,,,,112_04,吉安鄉,花蓮縣吉安鄉東海十四街,26.94,住,1120906.0,五層,94.55,2.0,7800000.0,84158.0,13.75,1000000.0,RPQNMLTKRHIGFAU57CB,雙合苑一期,1棟A號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,土地1建物1車位0,,4.0,透天厝,住家用,鋼筋混凝土造,,,6.0,,2.0,有,無,,,,,,,,,,,112_04,壽豐鄉,花蓮縣壽豐鄉吳全,145.8,農,1120902.0,全,234.21,6.0,13600000.0,58068.0,0.0,0.0,RPRNMLTKRHIGFAU67CB,大學農墅,C棟1號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,土地1建物1車位0,,8.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,,2.0,,2.0,有,無,,,,,,,,,,,112_04,花蓮市,花蓮縣花蓮市富裕十街,28.54,住,1120916.0,三層,96.16,1.0,8087000.0,84099.0,0.0,0.0,RPSNMLTKRHIGFAU77CB,典藏拉菲爾,1棟3B號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地1建物1車位1,,8.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,,2.0,,2.0,有,無,,,其他,,,,,,,,112_04,花蓮市,花蓮縣花蓮市富裕十街,28.5,住,1120916.0,三層,128.95,2.0,9567000.0,84022.0,32.94,1500000.0,RPUNMLTKRHIGFAU97CB,典藏拉菲爾,1棟3E號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,土地1建物1車位0,,8.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,,2.0,,2.0,有,無,,,,,,,,,,,112_04,花蓮市,花蓮縣花蓮市富裕十街,29.6,住,1120916.0,三層,99.74,2.0,8388000.0,84099.0,0.0,0.0,RPVNMLTKRHIGFAU08CB,典藏拉菲爾,1棟3F號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地1建物1車位1,,8.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,,2.0,,2.0,有,無,,,一樓平面,,,,,,,,112_04,花蓮市,花蓮縣花蓮市富裕十街,29.6,住,1120917.0,六層,132.68,2.0,10770000.0,91939.0,32.94,1600000.0,RPWNMLTKRHIGFAU18CB,典藏拉菲爾,1棟6F號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,一般農業區,甲種建築用地,,土地2建物1車位0,,3.0,透天厝,住家用,鋼筋混凝土造,,,4.0,,2.0,有,無,,,,,,,,,,,112_04,花蓮市,花蓮縣花蓮市國福街110巷,112.29,,1120914.0,全,151.6,4.0,12300000.0,81135.0,0.0,0.0,RPXNMLTKRHIGFAU28CB,幸福山居,A5棟0號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,土地1建物1車位0,,8.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,,2.0,,2.0,有,無,,,,,,,,,,,112_04,花蓮市,花蓮縣花蓮市富裕十街,28.58,住,1120916.0,三層,96.28,2.0,8097000.0,84098.0,0.0,0.0,RPOOMLTKRHIGFAU47CB,典藏拉菲爾,1棟3A號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,土地1建物1車位0,,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,3.0,,2.0,有,無,,,,,,,,,,,112_04,花蓮市,花蓮縣花蓮市中正路315巷2弄,17.67,商,1120901.0,三層,126.38,2.0,11800000.0,93369.0,0.0,0.0,RPPOMLTKRHIGFAU57CB,三上御景,E棟1號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,土地3建物1車位0,,3.0,透天厝,住家用,鋼筋混凝土造,,,4.0,,2.0,有,無,,,,,,,,,,,112_04,花蓮市,花蓮縣花蓮市豐村96號旁,105.05,農,1120821.0,全,167.2,5.0,15000000.0,89713.0,0.0,0.0,RPPNMLTKRHIGFAU57DB,美墅館,A3棟1號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,土地1建物1車位0,,8.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,,2.0,,2.0,有,無,,,,,,,,,,,112_04,花蓮市,花蓮縣花蓮市富裕十街,28.58,住,1120919.0,二層,96.28,2.0,8590000.0,89219.0,0.0,0.0,RPPNMLKLRHIGFAU66CB,典藏拉菲爾,1棟2A號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地1建物1車位1,,8.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,3.0,,2.0,有,無,,,一樓平面,,,,,,,,112_04,吉安鄉,花蓮縣吉安鄉東里九街,31.0,住,1120915.0,二層,112.81,2.0,6800000.0,61579.0,13.75,700000.0,RPQNMLKLRHIGFAU76CB,荔鑫莊園二期,1棟2FA4號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,特定農業區,甲種建築用地,,土地1建物1車位0,,3.0,其他,住家用,鋼筋混凝土造,,,4.0,,2.0,有,無,,,,,,,,,,,112_04,花蓮市,花蓮縣吉安鄉永興三街,107.9,,1120831.0,三層,200.39,5.0,12850000.0,64125.0,0.0,0.0,RPRNMLKLRHIGFAU86CB,稻香別墅,A棟2號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,土地1建物1車位0,,4.0,透天厝,住家用,鋼筋混凝土造,,,5.0,,2.0,有,無,,,,,,,,,,,112_04,花蓮市,花蓮縣花蓮市華安街,115.95,住,1120920.0,全,236.46,6.0,20600000.0,87118.0,0.0,0.0,RPPNMLLLRHIGFAU76CB,美崙儷園二期,A棟6號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地1建物1車位1,,9.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,,3.0,,2.0,有,無,,,坡道平面,,,,,,,,112_04,花蓮市,花蓮縣花蓮市中華路506號旁,30.27,住,1120914.0,三層,148.84,2.0,11700000.0,82108.0,26.44,1650000.0,RPPNMLMLRHIGFAU86CB,家福春天,A棟A號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地2建物1車位1,,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,3.0,,2.0,有,無,,,坡道平面,,,,,,,,112_04,吉安鄉,花蓮縣吉安鄉中原路一段,33.0,住,1120916.0,八層,155.01,2.0,11650000.0,79818.0,25.34,1300000.0,RPPNMLPLRHIGFAU17CB,馥鈺,F棟8樓號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地2建物1車位1,,8.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,2.0,,2.0,有,無,,,坡道平面,,,,,,,,112_04,花蓮市,花蓮縣花蓮市國富十街39號旁,19.65,住,1120909.0,六層,116.67,1.0,9450000.0,80998.0,39.94,0.0,RPQNMLPLRHIGFAU27CB,天麗,D棟6號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地2建物1車位1,,8.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,3.0,,2.0,有,無,,,坡道平面,,,原申報書序號:B1UA11209050001,,,,,112_04,花蓮市,花蓮縣花蓮市國富十街39號旁,28.01,住,1120813.0,六層,148.45,2.0,11980000.0,80701.0,39.94,0.0,RPRNMLPLRHIGFAU37CB,天麗,A棟6F號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,一般農業區,甲種建築用地,,土地2建物1車位0,,3.0,透天厝,住家用,鋼筋混凝土造,,,4.0,,2.0,有,無,,,,,,,,,,,112_04,花蓮市,花蓮縣花蓮市沙基拉雅街39巷,114.79,,1120923.0,全,153.85,4.0,12500000.0,81248.0,0.0,0.0,RPPNMLQLRHIGFAU27CB,幸福山居,A棟2號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,特定農業區,甲種建築用地,,土地1建物1車位0,,4.0,透天厝,住家用,鋼筋混凝土造,,,3.0,,2.0,有,無,,,,,,,,,,,112_04,吉安鄉,花蓮縣吉安鄉中正路2段,47.79,,1120920.0,全,136.6,4.0,9500000.0,69546.0,0.0,0.0,RPPNMLQLRHIGFAU37DB,以樂家園8,A棟4號,,,,,,,,,,,,,,
