鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,解約情形_termination type,來源資料夾_
歸仁區,房地(土地+建物)+車位,臺南市歸仁區東園街,28.84,住,,,1130729,土地1建物1車位1,一層,13,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,135.11,3,2,2,有,無,12660000,101974.0,坡道平面,25.67,1500000,,RPRPMLTKQHJGFID96CB,佳順大富,A2棟01F號,,113_03
歸仁區,房地(土地+建物)+車位,臺南市歸仁區東園街,22.55,住,,,1130729,土地1建物1車位1,三層,13,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,110.14,2,2,2,有,無,9350000,92841.0,坡道平面,24.51,1400000,,RPSPMLTKQHJGFID07CB,佳順大富,A3棟03F號,,113_03
歸仁區,房地(土地+建物)+車位,臺南市歸仁區東園街,22.55,住,,,1130729,土地1建物1車位1,十二層,13,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,110.14,2,2,2,有,無,10730000,108957.0,坡道平面,24.51,1400000,,RPTPMLTKQHJGFID17CB,佳順大富,A3棟12F號,,113_03
歸仁區,房地(土地+建物)+車位,臺南市歸仁區東園街,22.57,住,,,1130729,土地1建物1車位1,一層,13,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,111.38,2,2,1,有,無,10170000,101738.0,坡道平面,25.67,1450000,,RPUPMLTKQHJGFID27CB,佳順大富,B1棟01F號,,113_03
歸仁區,房地(土地+建物)+車位,臺南市歸仁區東園街,23.82,住,,,1130729,土地1建物1車位1,十層,13,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,116.08,2,2,1,有,無,10030000,93242.0,坡道平面,25.67,1600000,,RPVPMLTKQHJGFID37CB,佳順大富,B1棟10F號,,113_03
歸仁區,房地(土地+建物)+車位,臺南市歸仁區東園街,21.95,住,,,1130729,土地1建物1車位1,一層,13,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,109.02,2,2,2,有,無,10910000,111098.0,坡道平面,25.67,1650000,,RPWPMLTKQHJGFID47CB,佳順大富,B3棟01F號,,113_03
歸仁區,房地(土地+建物)+車位,臺南市歸仁區東園街,34.05,住,,,1130729,土地1建物1車位1,三層,13,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,155.01,3,2,2,有,無,14180000,98036.0,坡道平面,25.67,1500000,,RPXPMLTKQHJGFID57CB,佳順大富,C1棟03F號,,113_03
歸仁區,房地(土地+建物)+車位,臺南市歸仁區東園街,33.79,住,,,1130729,土地1建物1車位1,二層,13,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,153.94,3,2,2,有,無,12490000,85679.0,坡道平面,25.67,1500000,,RPOQMLTKQHJGFID76CB,佳順大富,C6棟02F號,,113_03
歸仁區,房地(土地+建物)+車位,臺南市歸仁區東園街,33.55,住,,,1130729,土地1建物1車位1,七層,13,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,153.15,3,2,2,有,無,13920000,97427.0,坡道平面,25.67,1500000,,RPPQMLTKQHJGFID86CB,佳順大富,C6棟07F號,,113_03
歸仁區,房地(土地+建物)+車位,臺南市歸仁區東園街,32.72,住,,,1130729,土地1建物1車位1,三層,13,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,149.9,3,2,2,有,無,13260000,95066.0,坡道平面,25.67,1450000,,RPQQMLTKQHJGFID96CB,佳順大富,D2棟03F號,,113_03
