鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,解約情形_termination type,來源資料夾_
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康九路與湖美十路交叉口,17.24,商,,,1130129,土地1建物1車位1,十一層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,119.41,2,2,1,有,無,8580000,80763,坡道平面,29.27,1300000,,RPUNMLQJKHJGFAI38CB,佳昂?家易,B5棟11號,,113_01
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康九路與湖美十路交叉口,23.91,商,,,1130129,土地1建物1車位2,十層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,184.35,2,2,2,有,無,12660000,80757,坡道平面,58.54,2500000,,RPVNMLQJKHJGFAI48CB,佳昂?家易,C2棟10號,,113_01
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康九路與湖美十路交叉口,17.24,商,,,1130129,土地1建物1車位1,七層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,119.56,1,2,1,有,無,8450000,79189,坡道平面,29.27,1300000,,RPWNMLQJKHJGFAI58CB,佳昂?家易,C5棟7號,,113_01
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市忠孝路798巷,25.4,住,,,1130130,土地1建物1車位1,十四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,130.68,3,1,2,有,無,9680000,80045,坡道平面,24.74,1200000,,RPPNMLRJKHJGFAI97CB,未來樹,M7棟14F號,,113_01
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康12路,32.23,住,,,1130120,土地1建物1車位1,四層,8,華廈(10層含以下有電梯),住家用,見其他登記事項,,135.76,2,2,2,有,無,9160000,74164,坡道平面,28.43,1200000,房屋面積以地政機關登記完竣之面積為準,RPQNMLRJKHJGFAI08CB,御安旺景3,4C5棟0號,,113_01
嘉義市,房地(土地+建物),嘉義市嘉義市健康二路湖美三路路口,106.24,其他,,,1130205,土地2建物1車位0,全,2,店面(店鋪),見其他登記事項,鋼筋混凝土造,,131.9,0,3,2,有,無,12600000,95527,,0.0,0,,RPRNMLRJKHJGFAI18CB,松町7,B棟12號,,113_01
嘉義市,房地(土地+建物),嘉義市嘉義市健康二路湖美三路路口,85.75,其他,,,1130202,土地1建物1車位0,全,3,店面(店鋪),見其他登記事項,鋼筋混凝土造,,202.47,0,5,5,有,無,17160000,84753,,0.0,0,,RPSNMLRJKHJGFAI28CB,松町7,A棟8號,,113_01
嘉義市,房地(土地+建物),嘉義市嘉義市健康二路湖美三路路口,85.75,其他,,,1130205,土地1建物1車位0,全,3,店面(店鋪),見其他登記事項,鋼筋混凝土造,,185.12,0,5,5,有,無,16700000,90212,,0.0,0,,RPTNMLRJKHJGFAI38CB,松町7,A棟13號,,113_01
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市忠孝路,35.54,住,,,1130115,土地1建物1車位1,三層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,107.52,2,2,2,有,無,11500000,117239,其他,16.68,850000,交易總價含下列非屬預售屋價格之費用:裝潢費；,RPQNMLRJKHJGFAI18DB,上上謙第八期,3B號,,113_01
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市西區博愛路二段361號南側約5公尺,144.38,住,,,1130115,土地2建物1車位1,全,4,透天厝,見其他登記事項,鋼筋混凝土造,,295.14,6,2,7,有,無,35000000,118588,一樓平面,0.0,0,,RPPNMLSJKHJGFAI08CB,三代居NO.18鑫城市,B3棟B3號,,113_01
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市湖子內段健康十二路,110.93,住,,,1130129,土地2建物1車位1,全,4,透天厝,見其他登記事項,鋼筋混凝土造,,219.4,5,2,6,有,無,22880000,104284,一樓平面,13.75,0,,RPPNMLKLKHJGFAI47CB,大璟微光第六期,A3棟0號,,113_01
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市湖子內段健康十二路,122.82,住,,,1130207,土地2建物1車位1,全,4,透天厝,見其他登記事項,鋼筋混凝土造,,242.87,5,2,6,有,無,26880000,110676,一樓平面,13.75,0,此戶別有電梯設備。,RPQNMLKLKHJGFAI57CB,大璟微光第六期,A2棟0號,,113_01
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市順興六街,107.33,住,,,1130206,土地1建物1車位1,全,3,透天厝,住家用,鋼筋混凝土造,,163.64,3,3,4,有,無,18880000,115375,一樓平面,0.0,0,,RPQNMLNLKHJGFAI87CB,松町六,F棟18號,,113_01
嘉義市,房地(土地+建物),嘉義市嘉義市健康八街,27.36,住,,,1130205,土地1建物1車位0,五層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,79.71,2,2,2,有,無,7480000,93840,,0.0,0,,RPPNMLPLKHJGFAI97CB,森立方,5棟D號,,113_01
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康七街與湖子內路,87.5,住,,,1130130,土地1建物1車位1,全,3,透天厝,住家用,鋼筋混凝土造,,188.35,4,2,4,有,無,18800000,99814,一樓平面,0.0,0,,RPTNMLRLKHJGFAI58CB,尊丞馥寓透天,A2棟0號,,113_01
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康七街,31.54,住,,,1130131,土地1建物1車位1,三層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,100.27,2,1,2,有,無,7500000,82097,一樓平面,24.75,1300000,,RPXNMLRLKHJGFAI98CB,尊丞馥寓,3B2號,,113_01
嘉義市,房地(土地+建物),嘉義市嘉義市吳鳳南路521巷,31.27,住,,,1130131,土地1建物1車位0,五層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,78.56,2,2,2,有,無,6600000,84012,,0.0,0,,RPPNMLTLKHJGFAI38CB,敦南苑,B棟5B2號,,113_01
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康七街,30.1,住,,,1130203,土地1建物1車位1,三層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,96.85,2,1,2,有,無,7080000,80166,一樓平面,24.75,1300000,,RPQNMLTLKHJGFAI48CB,尊丞馥寓,3B5號,,113_01
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康七街,30.1,住,,,1130131,土地1建物1車位1,二層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,72.1,2,1,2,有,無,6600000,91540,其他,0.0,0,車位劃設於法定空地,RPUNMLTLKHJGFAI88CB,尊丞馥寓,2B5號,,113_01
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康九路與湖美十路交叉口,23.91,商,,,1130205,土地1建物1車位1,六層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,155.08,2,2,2,有,無,11250000,79485,坡道平面,29.27,1250000,,RPPNMLLJLHJGFAI47CB,佳昂?家易,B3棟6號,,113_01
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康九路與湖美十路交叉口,23.36,商,,,1130205,土地1建物1車位1,十一層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,154.52,2,2,2,有,無,11330000,80479,坡道平面,29.27,1250000,,RPQNMLLJLHJGFAI57CB,佳昂?家易,C3棟11號,,113_01
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康九路與湖美十路交叉口,17.24,商,,,1130205,土地1建物1車位1,十層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,119.56,1,2,1,有,無,8650000,81958,坡道平面,29.27,1250000,,RPRNMLLJLHJGFAI67CB,佳昂?家易,B1棟10號,,113_01
